Input,Target,Prediction
scribe use leaf thing town reed of do writing to,scribe of town use reed leaf to do writing thing,scribe of town use reed leaf to do writing thing
in under cobra hide snake and stone the desert the,cobra and snake hide under the stone in the desert,cobra and snake hide under the stone in the desert
net make the flax to for lake use man twisted,man use twisted flax to make net for the lake,man use twisted flax to make net for the lake
the in of mother the the placenta see youth house,mother see the placenta of the youth in the house,mother see the placenta of the youth in the house
very become in make the fire great red horizon desert,great fire in desert make the horizon become very red,great fire in desert make the horizon become very red
great master stay spirit ka the desert of hill above,spirit ka of master stay above the great desert hill,spirit ka of master stay above the great desert hill
to water life plant from sweet give the the river,sweet water from the river give life to the plant,sweet water from the river give life to the plant
great writing scribe on stone do and chisel with hand,great scribe do writing on stone with chisel and hand,great scribe do writing on stone with chisel and hand
the ba the fly soul father of to desert hill,soul ba of the father fly to the desert hill,soul ba of the father fly to the desert hill
swallow ba of soul to father the like mountain fly,soul ba of father fly like swallow to the mountain,soul ba of father fly like swallow to the mountain
emerge soul underground sky west star (ba) to become life,soul (ba) emerge west underground star sky life to become,soul (ba) emerge west underground star sky life to become
/ authority king (djed) seated stability power throne town god people king / he,he / king seated god / king throne authority power people town stability (djed),he / king seated god / king throne authority power people town stability (djed)
in handle fox with three the basket stay the skins,three fox skins stay in the basket with the handle,three fox skins stay in the basket with the handle
city / town road authority power town king travels,king travels road town city / town authority power,king travels road town city / town authority power
great in make heart of storm man fear mountain above,great storm above mountain make fear in heart of man,great storm above mountain make fear in heart of man
hill mountain fear desert silence beauty sky,mountain hill desert silence fear beauty sky,mountain hill desert silence fear beauty sky
found) is enter house peace exists (or / gate people opens,house gate opens / exists (or is found) people enter peace,house gate opens / exists (or is found) people enter peace
of the life lord power authority with stay mighty of,mighty power of authority stay with the lord of life,mighty power of authority stay with the lord of life
youth loves woman beautiful of young seated face the the,seated woman loves the beautiful face of the young youth,seated woman loves the beautiful face of the young youth
writing of do mouth of god hear and truth scribe,scribe hear mouth of god and do writing of truth,scribe hear mouth of god and do writing of truth
sweet the youth the give from strength jar to milk,sweet milk from the jar give strength to the youth,sweet milk from the jar give strength to the youth
in mother youth heart the see of the the house,mother see the heart of the youth in the house,mother see the heart of the youth in the house
god king sees truth the in heart seated of the,seated god sees the truth in the heart of king,seated god sees the truth in the heart of king
ba above riverbank of the great father fly road soul,soul ba of father fly above the great riverbank road,soul ba of father fly above the great riverbank road
(king) / throne mighty seat authority city power throne / stability people (djed) ring great / town sedge,ring power authority throne seat / throne sedge (king) people city / town stability (djed) great / mighty,ring power authority throne seat / throne sedge (king) people city / town stability (djed) great / mighty
strength force to great sky power (ba) stability soul / (djed) become heart scarab life become mighty / /,scarab / become heart soul (ba) life to become power strength / force great / mighty stability (djed) sky,scarab / become heart soul (ba) life to become power strength / force great / mighty stability (djed) sky
side adze rib animal and on of chisel the stay,chisel and adze stay on the side rib of animal,chisel and adze stay on the side rib of animal
do truth of papyrus with writing scribe on leaf reed,scribe do writing of truth with reed leaf on papyrus,scribe do writing of truth with reed leaf on papyrus
exists house enter / gate (or found) is opens people peace,house gate opens / exists (or is found) people enter peace,house gate opens / exists (or is found) people enter peace
milk servant hand carry seated of to god the jar,hand of servant carry milk jar to the seated god,hand of servant carry milk jar to the seated god
ankh god give the people to life spirit ka of,spirit ka of god give life ankh to the people,spirit ka of god give life ankh to the people
gate snake power magic house fear protects,snake protects house gate fear power magic,snake protects house gate fear power magic
and mother in senet play venerated father the house board,venerated father and mother play the senet board in house,venerated father and mother play the senet board in house
life the riverbank above strong people storm fear make the,strong storm above the riverbank make the people fear life,strong storm above the riverbank make the people fear life
chick and clump quail the water papyrus fly above swallow,quail chick and swallow fly above the papyrus clump water,quail chick and swallow fly above the papyrus clump water
master do writing hear voice thing scribe of of and,scribe hear voice of master and do writing of thing,scribe hear voice of master and do writing of thing
the wall make the stone riverbank above great fall storm,great storm above the riverbank make the stone wall fall,great storm above the riverbank make the stone wall fall
loaf the conical to give venerated god seated the father,venerated father give the conical loaf to the seated god,venerated father give the conical loaf to the seated god
altar do king the servant on stone of offering the,servant of the king do offering on the stone altar,servant of the king do offering on the stone altar
near the plows tills with lake field the hoe man,man with the hoe plows tills the field near lake,man with the hoe plows tills the field near lake
of town hand the the great hold authority of king,hand of king hold the authority of the great town,hand of king hold the authority of the great town
the the of can no star negation hear voice man,negation no man can hear the voice of the star,negation no man can hear the voice of the star
the see the star woman old and sky man in,old man and woman see the star in the sky,old man and woman see the star in the sky
power / good scroll authority peace life papyrus heart book writing scribe thing / beautiful,papyrus scroll writing / scribe book thing authority power life heart peace beautiful / good,papyrus scroll writing / scribe book thing authority power life heart peace beautiful / good
fox folded to man cloth use make beautiful skins three,man use three fox skins to make beautiful folded cloth,man use three fox skins to make beautiful folded cloth
city carry the grain vessel the great on to water,vessel on the water carry grain to the great city,vessel on the water carry grain to the great city
mouth king the god of speak to the of heart,mouth of god speak to the heart of the king,mouth of god speak to the heart of the king
of great ka spirit master hill the desert above stay,spirit ka of master stay above the great desert hill,spirit ka of master stay above the great desert hill
lord bird the head stay with authority mighty of of,mighty authority of lord stay with the head of bird,mighty authority of lord stay with the head of bird
clump in hide snake can negation the no papyrus water,negation no snake can hide in the papyrus clump water,negation no snake can hide in the papyrus clump water
great fox throne the on seat three wear skins king,great king wear three fox skins on the seat throne,great king wear three fox skins on the seat throne
in very become make desert fire red horizon the great,great fire in desert make the horizon become very red,great fire in desert make the horizon become very red
king seated hand god of the to ankh give life,hand of god give life ankh to the seated king,hand of god give life ankh to the seated king
the of temple gate above swallow fly and quail chick,quail chick and swallow fly above the gate of temple,quail chick and swallow fly above the gate of temple
of above king star spirit in ka horizon sky become,spirit ka of king become star in sky above horizon,spirit ka of king become star in sky above horizon
town of king hold hand the great the authority of,hand of king hold the authority of the great town,hand of king hold the authority of the great town
in house from play jar senet board drink man and,man play senet board and drink from jar in house,man play senet board and drink from jar in house
soul upon sky star emerge face west body / (ba) from,soul (ba) emerge from body face / upon sky star west,soul (ba) emerge from body face / upon sky star west
in sky the lake lotus become in light beautiful plant,lotus plant in lake become beautiful in the sky light,lotus plant in lake become beautiful in the sky light
the play venerated riverbank senet lord on the road board,venerated lord play the senet board on the riverbank road,venerated lord play the senet board on the riverbank road
stay the fox on back three servant of skins the,three fox skins stay on the back of the servant,three fox skins stay on the back of the servant
give to life god the venerated seated ankh the father,venerated father give the life ankh to the seated god,venerated father give the life ankh to the seated god
god carry to of servant the seated hand jar milk,hand of servant carry milk jar to the seated god,hand of servant carry milk jar to the seated god
fall make great wall riverbank stone storm above the the,great storm above the riverbank make the stone wall fall,great storm above the riverbank make the stone wall fall
king on of scribe city brick name stone of write,scribe of city write name of king on stone brick,scribe of city write name of king on stone brick
of in hears from venerated truth feather father maat temple,venerated father hears truth from feather of maat in temple,venerated father hears truth from feather of maat in temple
stay authority desert of mighty king the the above hill,mighty authority of the king stay above the desert hill,mighty authority of the king stay above the desert hill
soul father mountain above fly bird ba like of the,soul ba of father fly above the mountain like bird,soul ba of father fly above the mountain like bird
seated jar loves woman in lotus beautiful the plant the,seated woman loves the beautiful lotus plant in the jar,seated woman loves the beautiful lotus plant in the jar
rib on and animal offering the altar belly stay side,animal belly and side rib stay on the offering altar,animal belly and side rib stay on the offering altar
power great on above every throne scarab king seated become,scarab become great power on throne above every seated king,scarab become great power on throne above every seated king
of give stability town lord the youth to djed every,lord of every town give stability djed to the youth,lord of every town give stability djed to the youth
sweet strength give belly to animal the bread loaf of,sweet loaf of bread give strength to the animal belly,sweet loaf of bread give strength to the animal belly
loaf carry king servant conical the milk jar and to,servant carry milk jar and conical loaf to the king,servant carry milk jar and conical loaf to the king
peace content mother love good life milk (satisfied) / heart sweet / beautiful house youth jar,milk jar mother youth life love sweet house peace / content (satisfied) heart beautiful / good,milk jar mother youth life love sweet house peace / content (satisfied) heart beautiful / good
peace door gate woman life love house content woman (satisfied) / seated bolt,woman seated woman house gate door bolt life love peace / content (satisfied),woman seated woman house gate door bolt life love peace / content (satisfied)
woman the the water seated of sweet loves lake ripple,seated woman loves the sweet water of the lake ripple,seated woman loves the sweet water of the lake ripple
loaf the eat reed bread of near venerated shelter father,venerated father eat loaf of bread near the reed shelter,venerated father eat loaf of bread near the reed shelter
(ba) star emerge underground sky soul life become west to,soul (ba) emerge west underground star sky life to become,soul (ba) emerge west underground star sky life to become
/ man become life storm / strength fear fire to power force big great heart,heart fear storm fire strength / force man life to become power great / big,heart fear storm fire strength / force man life to become power great / big
give the people seated peace to god content heart of,seated god give peace content to the heart of people,seated god give peace content to the heart of people
door youth reed through shelter of the placenta see mother,mother see placenta of youth through the reed shelter door,mother see placenta of youth through the reed shelter door
great and reed the stay in woman old man shelter,old man and woman stay in the great reed shelter,old man and woman stay in the great reed shelter
sky king ka horizon of in spirit star become above,spirit ka of king become star in sky above horizon,spirit ka of king become star in sky above horizon
thing ka do lord for of spirit great the horizon,lord of horizon do great thing for the spirit ka,lord of horizon do great thing for the spirit ka
life do lotus plant offering of of altar lord the,lord of life do offering of the lotus plant altar,lord of life do offering of the lotus plant altar
the father of ba bird the soul hear venerated voice,venerated father hear the voice of the soul ba bird,venerated father hear the voice of the soul ba bird
give life father the the to ankh venerated seated god,venerated father give the life ankh to the seated god,venerated father give the life ankh to the seated god
basket chisel with stay adze the and in the handle,chisel and adze stay in the basket with the handle,chisel and adze stay in the basket with the handle
stone horned under wall and the cobra hide viper brick,horned viper and cobra hide under the brick wall stone,horned viper and cobra hide under the brick wall stone
hand servant carry the to of altar animal belly great,hand of servant carry animal belly to the great altar,hand of servant carry animal belly to the great altar
field plows man the hoe strong riverbank road the with,strong man with the hoe plows the riverbank field road,strong man with the hoe plows the riverbank field road
in storm above fear heart great mountain make of man,great storm above mountain make fear in heart of man,great storm above mountain make fear in heart of man
the the riverbank rope road stone hold tethering vessel near,tethering rope hold the vessel near the riverbank road stone,tethering rope hold the vessel near the riverbank road stone
in content / peace heart / jars jar rack life / pellet people grain house beautiful sweet good (satisfied),jar jars in rack house people life grain / pellet peace / content (satisfied) sweet beautiful / good heart,jar jars in rack house people life grain / pellet peace / content (satisfied) sweet beautiful / good heart
temple (i god jar altar of loaf peace do / seated / me) bread man offering,seated man (i / me) do offering loaf of bread jar temple god peace / altar,seated man (i / me) do offering loaf of bread jar temple god peace / altar
power book authority papyrus scribe reed / scroll knowledge writing leaf,reed leaf writing / scribe papyrus scroll book knowledge authority power,papyrus scroll writing / scribe book knowledge authority power
every do for lord offering seated god the of town,lord of every town do offering for the seated god,lord of every town do offering for the seated god
see of in the placenta the youth house the mother,mother see the placenta of the youth in the house,mother see the placenta of the youth in the house
on adze the stool stay temple chisel near and mat,chisel and adze stay on the stool mat near temple,chisel and adze stay on the stool mat near temple
sky beautiful / life peace heart (satisfied) / content sweet sees good thousand owl star,owl sees sky star thousand beautiful / good sweet life peace / content (satisfied) heart,owl sees sky star thousand beautiful / good sweet life peace / content (satisfied) heart
of of mother the ka sees spirit god face beautiful,spirit ka of mother sees the beautiful face of god,spirit ka of mother sees the beautiful face of god
leaf reed town of use to do writing scribe thing,scribe of town use reed leaf to do writing thing,scribe of town use reed leaf to do writing thing
the hold town gate of the rope near vessel tethering,tethering rope hold the vessel near the gate of town,tethering rope hold the vessel near the gate of town
power strength to / heart (djed) sky become / soul stability (ba) mighty great become / scarab force life,scarab / become heart soul (ba) life to become power strength / force great / mighty stability (djed) sky,scarab / become heart soul (ba) life to become power strength / force great / mighty stability (djed) sky
slope lake / ripple / sky peace sweet life hill content water great river big (satisfied) mountain,mountain hill slope river lake water ripple life peace / content (satisfied) sweet sky great / big,mountain hill slope river lake water ripple life peace / content (satisfied) sweet sky great / big
brick the of writing do on scribe wall stone authority,scribe do writing of authority on the stone brick wall,scribe do writing of authority on the stone brick wall
hide gate behind and cobra viper door bolt horned the,horned viper and cobra hide behind the door bolt gate,horned viper and cobra hide behind the door bolt gate
to to life star underground become / power retreat (ba) soul return sky great west,soul (ba) to return / retreat west underground star sky life to become power great,soul (ba) to return / retreat west underground star sky life to become power great
listen people power king hear law fear / sees authority,king sees people hear / listen fear power authority law,king sees people hear / listen fear power authority law
reed papyrus book writing scribe / scroll authority leaf thing scribe power,scribe writing / scribe papyrus scroll reed leaf book authority power thing,papyrus scroll writing / scribe book thing authority power life
soul horizon to above swallow become star fly like bird,swallow bird fly above horizon like soul to become star,swallow bird fly above horizon like soul to become star
power house god throne to king in on give seated,seated god on throne give power to king in house,seated god on throne give power to king in house
to give town people lord ankh life the of every,lord of every town give life ankh to the people,lord of every town give life ankh to the people
all seated give life ankh man of lord the to,lord of all give life ankh to the seated man,lord of all give life ankh to the seated man
life love heart joy satisfaction desires peace,heart desires peace love life satisfaction joy,heart desires peace love life satisfaction joy
people gate house / fear power cobra strength protection force snake life,cobra snake fear power protection house gate people life strength / force,cobra snake fear power protection house gate people life strength / force
stay basket side belly in handle the rib and animal,animal belly and side rib stay in the basket handle,animal belly and side rib stay in the basket handle
heart life peace satisfaction desires joy love,heart desires peace love life satisfaction joy,heart desires peace love life satisfaction joy
great make storm above the riverbank wall stone the fall,great storm above the riverbank make the stone wall fall,great storm above the riverbank make the stone wall fall
the use of to house adze bolt fix door man,man use adze to fix the door bolt of house,man use adze to fix the door bolt of house
in scribe the the stay jars in house of rack,jars in rack stay in the house of the scribe,jars in rack stay in the house of the scribe
mighty stability of king land to the give backbone djed,mighty backbone of king give stability djed to the land,mighty backbone of king give stability djed to the land
mother temple in place of placenta house youth great the,mother place placenta of youth in the great temple house,mother place placenta of youth in the great temple house
the all to of servant milk master jar give sweet,servant give sweet milk jar to the master of all,servant give sweet milk jar to the master of all
gate hide and bolt door cobra behind the viper horned,horned viper and cobra hide behind the door bolt gate,horned viper and cobra hide behind the door bolt gate
gather people god temple peace offering blessing,people gather temple offering peace god blessing,people gather temple offering peace god blessing
handle belly the side and animal basket in rib stay,animal belly and side rib stay in the basket handle,animal belly and side rib stay in the basket handle
the stone backbone adze of on strength use with man,man with backbone of strength use adze on the stone,man with backbone of strength use adze on the stone
in mother youth placenta reed the the shelter see of,mother see placenta of the youth in the reed shelter,mother see placenta of the youth in the reed shelter
deity mighty stability throne power city / / (djed) temple great / town god,god / deity great / mighty power stability (djed) throne temple city / town,god / deity great / mighty power stability (djed) throne temple city / town
man rope tethering of rope hand of and coil hold,hand of man hold coil of rope and tethering rope,hand of man hold coil of rope and tethering rope
the of stability djed give city lord to every town,lord of every town give stability djed to the city,lord of every town give stability djed to the city
for do town king hand and of thing city great,hand of king do great thing for city and town,hand of king do great thing for city and town
town throne great city throne stability mighty / / power life authority sedge people (king) (djed) / seat,sedge (king) authority power throne seat / throne people city / town stability (djed) great / mighty life,sedge (king) authority power throne seat / throne people city / town stability (djed) great / mighty life
beauty sky star reflects calm lake peace,lake reflects sky star beauty calm peace,lake reflects sky star beauty calm peace
in mat and stay temple chisel on stool the adze,chisel and adze stay on the stool mat in temple,chisel and adze stay on the stool mat in temple
voice and do of master thing scribe hear of writing,scribe hear voice of master and do writing of thing,scribe hear voice of master and do writing of thing
give loaf to strength sweet the belly bread animal of,sweet loaf of bread give strength to the animal belly,sweet loaf of bread give strength to the animal belly
seated give great god in fire light temple to the,great fire in temple give light to the seated god,great fire in temple give light to the seated god
sedge on truth old hear king from the throne man,sedge king on throne hear truth from the old man,sedge king on throne hear truth from the old man
king great in play house the the board senet stone,great king play the senet board in the stone house,great king play the senet board in the stone house
to fly soul swallow become star horizon like bird above,swallow bird fly above horizon like soul to become star,swallow bird fly above horizon like soul to become star
no snake clump hide papyrus the can negation in water,negation no snake can hide in the papyrus clump water,negation no snake can hide in the papyrus clump water
authority people / life house (satisfied) / bolt power content force door strength fear peace gate,door bolt gate house fear people authority power strength / force life peace / content (satisfied),door bolt gate house fear people authority power strength / force life peace / content (satisfied)
storm wall fall the the make riverbank above stone great,great storm above the riverbank make the stone wall fall,great storm above the riverbank make the stone wall fall
birth gives king / sky (ankh) life he horizon begets life / above,he / king gives birth / begets life life (ankh) above horizon sky,he / king gives birth / begets life life (ankh) above horizon sky
great / god / pillar power grandfather peace stability sky temple mighty life (djed) authority,temple pillar / grandfather god authority power stability (djed) peace life great / mighty sky,temple pillar / grandfather god authority power stability (djed) peace life great / mighty sky
mat and stool chisel adze the near stone on stay,chisel and adze stay on the stool mat near stone,chisel and adze stay on the stool mat near stone
the hand of king hold of town the authority great,hand of king hold the authority of the great town,hand of king hold the authority of the great town
throne authority old grandfather people life / stability big pillar power / great heart (djed) man,old man pillar / grandfather authority people life heart power great / big stability (djed) throne,old man pillar / grandfather authority people life heart power great / big stability (djed) throne
life protection god power fear house gate horned viper,horned viper fear power protection god house gate life,horned viper fear power protection god house gate life
mountain power become sky star life underground horizon to soul west (ba),west underground mountain soul (ba) life star sky to become horizon power,west underground mountain soul (ba) life star sky to become horizon power
seated star woman the and plant beautiful lotus loves the,seated woman loves the beautiful lotus plant and the star,seated woman loves the beautiful lotus plant and the star
mat viper and the under hide stool cobra stone horned,horned viper and cobra hide under the stone stool mat,horned viper and cobra hide under the stone stool mat
ankh every life give city of people lord to the,lord of every city give life ankh to the people,lord of every city give life ankh to the people
heart of sweet loaf strength bread the give people to,sweet loaf of bread give strength to the heart people,sweet loaf of bread give strength to the heart people
and swallow above the fly chick lake papyrus clump quail,quail chick and swallow fly above the papyrus clump lake,quail chick and swallow fly above the papyrus clump lake
mountain the use cut great adze the to man stone,man use the adze to cut the great mountain stone,man use the adze to cut the great mountain stone
soul father great above ba fly of the mountain the,soul ba of the father fly above the great mountain,soul ba of the father fly above the great mountain
lord board senet the master play city with the of,lord of the city play the senet board with master,lord of the city play the senet board with master
adze door temple make man use bolt to of the,man use adze to make the door bolt of temple,man use adze to make the door bolt of temple
walks people town road journey city life foot / town power,foot walks road town city / town people life journey power,foot walks road town city / town people life journey power
can hear negation man of the the no snake voice,negation no man can hear the voice of the snake,negation no man can hear the voice of the snake
and hide clump lake in chick near river papyrus quail,quail chick hide in papyrus clump near river and lake,quail chick hide in papyrus clump near river and lake
in stone of the venerated father voice hear mother house,venerated father hear voice of mother in the stone house,venerated father hear voice of mother in the stone house
in on and stay chisel the stool adze temple mat,chisel and adze stay on the stool mat in temple,chisel and adze stay on the stool mat in temple
scribe truth from venerated the the mouth hear of master,venerated master hear the truth from the mouth of scribe,venerated master hear the truth from the mouth of scribe
of senet eat play bread man while board loaf he,man play senet board while he eat loaf of bread,man play senet board while he eat loaf of bread
water people beautiful peace ripple / good riverbank sweet / heart satisfy life sees river,river riverbank people sees life water ripple peace / satisfy heart beautiful / good sweet,river riverbank people sees life water ripple peace / satisfy heart beautiful / good sweet
swallow the great clump papyrus quail and chick fly to,quail chick and swallow fly to the great papyrus clump,quail chick and swallow fly to the great papyrus clump
beauty thousand life sky night wonder star,night sky star thousand beauty wonder life,night sky star thousand beauty wonder life
negation ka stay gate forever behind no spirit can the,negation no spirit ka can stay behind the gate forever,negation no spirit ka can stay behind the gate forever
handle side rib in and basket the animal belly stay,animal belly and side rib stay in the basket handle,animal belly and side rib stay in the basket handle
birth to throne gives law the the king on great,great king on the throne gives birth to the law,great king on the throne gives birth to the law
water peace woman house sweet jar life carries,woman carries water jar house life peace sweet,woman carries water jar house life peace sweet
seated house peace man / / (satisfied) content heart life stool rest mat,stool / mat seated man rest peace / content (satisfied) life house heart,stool / mat seated man rest peace / content (satisfied) life house heart
backbone in spirit the ka stay the of woman seated,spirit ka stay in the backbone of the seated woman,spirit ka stay in the backbone of the seated woman
do opens power is town people authority found) gate / exists life road (or peace,gate opens / exists (or is found) road town people do life peace authority power,gate opens / exists (or is found) road town people do life peace authority power
the ripple plant water from sweet to give life river,sweet water from river ripple give life to the plant,sweet water from river ripple give life to the plant
house gate magic power protects snake fear,snake protects house gate fear power magic,snake protects house gate fear power magic
people life / road leads town trade city town,road leads town city / town people trade life,road leads town city / town people trade life
fly shelter quail and the to bird reed swallow chick,quail chick and swallow bird fly to the reed shelter,quail chick and swallow bird fly to the reed shelter
star life (ba) sky become river to soul flows west underground,river flows west underground life soul (ba) to become star sky,river flows west underground life soul (ba) to become star sky
adze and stay on chisel in temple the mat stool,chisel and adze stay on the stool mat in temple,chisel and adze stay on the stool mat in temple
the the horizon soul swallow fly above like bird ba,swallow bird fly above the horizon like the soul ba,swallow bird fly above the horizon like the soul ba
of for do on peace altar offering life content lord,lord of life do offering on altar for peace content,lord of life do offering on altar for peace content
milk the hand to jar seated servant of carry god,hand of servant carry milk jar to the seated god,hand of servant carry milk jar to the seated god
authority above the wall stay lord mighty gate of temple,mighty authority of lord stay above the temple wall gate,mighty authority of lord stay above the temple wall gate
to give hearth people fire house in peace in great,great fire in hearth give peace to people in house,great fire in hearth give peace to people in house
and chick quail to clump water papyrus the fly swallow,quail chick and swallow fly to the papyrus clump water,quail chick and swallow fly to the papyrus clump water
cobra leaf under stay the viper lotus horned and plant,cobra and horned viper stay under the lotus plant leaf,cobra and horned viper stay under the lotus plant leaf
(ba) underground life travels west rebirth soul star,soul (ba) travels west underground star life rebirth,soul (ba) travels west underground star life rebirth
town people power river town / force road / / strength life great city heart mighty,river road town city / town people life power strength / force heart great / mighty,river road town city / town people life power strength / force heart great / mighty
the youth lotus to beautiful venerated give father the plant,venerated father give the lotus plant to the beautiful youth,venerated father give the lotus plant to the beautiful youth
man drink the old milk woman jar from house and,old man and woman drink from the milk jar house,old man and woman drink from the milk jar house
do for in god and writing hear truth scribe temple,scribe hear truth and do writing for god in temple,scribe hear truth and do writing for god in temple
fly soul ba desert the of the hill to father,soul ba of the father fly to the desert hill,soul ba of the father fly to the desert hill
of the thing spirit great ka lord for do horizon,lord of horizon do great thing for the spirit ka,lord of horizon do great thing for the spirit ka
the sweet animal bread of loaf to strength belly give,sweet loaf of bread give strength to the animal belly,sweet loaf of bread give strength to the animal belly
altar loaf / offering temple do god bread (i man me) peace of / jar seated,seated man (i / me) do offering loaf of bread jar temple god peace / altar,seated man (i / me) do offering loaf of bread jar temple god peace / altar
in to temple light give seated god the great fire,great fire in temple give light to the seated god,great fire in temple give light to the seated god
the scribe leaf in writing to do reed book use,scribe use reed leaf to do writing in the book,scribe use reed leaf to do writing in the book
in milk man sweet jar the old from drink temple,old man drink sweet milk from the jar in temple,old man drink sweet milk from the jar in temple
and chisel the handle in basket stay with the adze,chisel and adze stay in the basket with the handle,chisel and adze stay in the basket with the handle
basket rope coil flax of in the twisted stay and,twisted flax and coil of rope stay in the basket,twisted flax and coil of rope stay in the basket
to hand seated king the of give life god ankh,hand of god give life ankh to the seated king,hand of god give life ankh to the seated king
great board senet of every lord town the play game,great lord of every town play the senet board game,great lord of every town play the senet board game
hill the father the desert above slope venerated star sees,venerated father sees the star above the desert hill slope,venerated father sees the star above the desert hill slope
voice and write of heart the scribe of hear town,scribe of town hear voice of the heart and write,scribe of town hear voice of the heart and write
master man and with plows field becomes hoe of grain,man with hoe plows field and becomes master of grain,man with hoe plows field and becomes master of grain
life woman give milk jar to (satisfied) peace heart love youth content house / sweet,woman to give milk jar youth life love peace / content (satisfied) sweet house heart,woman to give milk jar youth life love peace / content (satisfied) sweet house heart
of the lord djed give stability to every town soul,lord of every town give stability djed to the soul,lord of every town give stability djed to the soul
stability lord give soul the every to of town djed,lord of every town give stability djed to the soul,lord of every town give stability djed to the soul
papyrus the birth youth mother to near gives great clump,mother gives birth to youth near the great papyrus clump,mother gives birth to youth near the great papyrus clump
of peace heart content seated the give to people god,seated god give peace content to the heart of people,seated god give peace content to the heart of people
bird mountain like ba soul fly of father the above,soul ba of father fly above the mountain like bird,soul ba of father fly above the mountain like bird
to spirit beautiful youth love give of mother the ka,spirit ka of mother give love to the beautiful youth,spirit ka of mother give love to the beautiful youth
the beautiful spirit mother of loves young the ka youth,spirit ka of the mother loves the beautiful young youth,spirit ka of the mother loves the beautiful young youth
desert flows from life mountain river hill field,river flows from mountain hill desert field life,river flows from mountain hill desert field life
mighty cobra with snake emerge and handle from basket the,mighty cobra and snake emerge from the basket with handle,mighty cobra and snake emerge from the basket with handle
the strong make dark hill storm sky above the desert,strong storm above the desert hill make the sky dark,strong storm above the desert hill make the sky dark
sweet give bread belly loaf the animal strength of to,sweet loaf of bread give strength to the animal belly,sweet loaf of bread give strength to the animal belly
reed in place shelter the mother placenta youth of the,mother place placenta of the youth in the reed shelter,mother place placenta of the youth in the reed shelter
mother to the in plant house give youth beautiful lotus,mother give beautiful lotus plant to the youth in house,mother give beautiful lotus plant to the youth in house
seated bread peace god (i loaf man / temple jar do altar / offering of me),seated man (i / me) do offering loaf of bread jar temple god peace / altar,seated man (i / me) do offering loaf of bread jar temple god peace / altar
twisted gate the flax temple bind man great to use,man use twisted flax to bind the great temple gate,man use twisted flax to bind the great temple gate
river vessel town the grain and to carry loaf on,vessel on river carry grain and loaf to the town,vessel on river carry grain and loaf to the town
strong repeated field the the hoe road with plows man,strong man with the hoe plows repeated the field road,strong man with the hoe plows repeated the field road
from star body / sky face west emerge soul (ba) upon,soul (ba) emerge from body face / upon sky star west,soul (ba) emerge from body face / upon sky star west
bird and of head head ox stay on altar of,head of bird and head of ox stay on altar,head of bird and head of ox stay on altar
conical milk shelter the loaf and jar stay reed in,conical loaf and milk jar stay in the reed shelter,conical loaf and milk jar stay in the reed shelter
of the youth reed reed leaf shelter in hold hand,hand of youth hold reed leaf in the reed shelter,hand of youth hold reed leaf in the reed shelter
behind cobra bolt hide and door horned viper brick the,horned viper and cobra hide behind the door bolt brick,horned viper and cobra hide behind the door bolt brick
seat throne in city the stay master of ka spirit,spirit ka of master stay in the seat throne city,spirit ka of master stay in the seat throne city
hold of the god king great the of authority hand,hand of king hold the authority of the great god,hand of king hold the authority of the great god
coil rope fear protection power of god snake,snake coil of rope fear power protection god,snake coil of rope fear power protection god
to jar give strength sweet the the milk youth from,sweet milk from the jar give strength to the youth,sweet milk from the jar give strength to the youth
city throne town / temple authority power holds people seated king,seated king holds authority power throne temple people city / town,seated king holds authority power throne temple people city / town
the master of back stay fox on the skins three,three fox skins stay on the back of the master,three fox skins stay on the back of the master
on to throne seated king in give house power god,seated god on throne give power to king in house,seated god on throne give power to king in house
sky the above dark great desert make hill the storm,great storm above the desert hill make the sky dark,great storm above the desert hill make the sky dark
destruction fear town / city sky people fire storm power,storm fire sky power fear destruction city / town people,storm fire sky power fear destruction city / town people
above stay hill master the ka spirit of great desert,spirit ka of master stay above the great desert hill,spirit ka of master stay above the great desert hill
ba fly of above riverbank road stone the soul father,soul ba of father fly above the riverbank road stone,soul ba of father fly above the riverbank road stone
gate stay ka forever negation spirit no behind the can,negation no spirit ka can stay behind the gate forever,negation no spirit ka can stay behind the gate forever
in brick behind and desert viper stay mighty horned cobra,mighty cobra and horned viper stay behind brick in desert,mighty cobra and horned viper stay behind brick in desert
scribe reed thing do writing of leaf hold hand to,hand of scribe hold reed leaf to do writing thing,hand of scribe hold reed leaf to do writing thing
above chick papyrus the fly swallow lake quail and clump,quail chick and swallow fly above the papyrus clump lake,quail chick and swallow fly above the papyrus clump lake
great of king basket the becomes city of every lord,great king of the city becomes lord of every basket,great king of the city becomes lord of every basket
seat stay the ka city master spirit in throne of,spirit ka of master stay in the seat throne city,spirit ka of master stay in the seat throne city
of bird sees horizon head soul to (ba) star sky become life,head of bird sees sky horizon star life soul (ba) to become,head of bird sees sky horizon star life soul (ba) to become
every of life town to ankh give people lord the,lord of every town give life ankh to the people,lord of every town give life ankh to the people
old jar in man sweet drink from the milk temple,old man drink sweet milk from the jar in temple,old man drink sweet milk from the jar in temple
altar vessel jar bread / life offering of loaf peace temple god to give power,offering to give loaf of bread jar vessel god temple peace / altar life power,offering to give loaf of bread jar vessel god temple peace / altar life power
peace desires heart satisfaction life joy love,heart desires peace love life satisfaction joy,heart desires peace love life satisfaction joy
