Input,Target,Prediction
plant seated life love woman (ankh) sweet lotus,seated woman love lotus plant sweet life (ankh),seated woman love lotus plant sweet life (ankh)
venerated man marrow great mighty temple authority / / stability people heart (djed) power old life,venerated / marrow old man authority heart life power stability (djed) great / mighty people temple,venerated / marrow old man authority heart life power stability (djed) great / mighty people temple
sky night owl,owl night sky,owl night sky
man sees owl night,man sees owl night,man sees owl night
knows scribe writing,scribe knows writing,scribe knows writing
house man rest mat stool /,man rest stool / mat house,man rest stool / mat house
chisel with and the adze in stay handle basket the,chisel and adze stay in the basket with the handle,chisel and adze stay in the basket with the handle
city stay authority above mighty of lord the and town,mighty authority of lord stay above the city and town,mighty authority of lord stay above the city and town
man see sky storm,man see storm sky,man see storm sky
/ upon face sees man,man sees face / upon,man sees face / upon
man flax carries rope twisted,man carries rope twisted flax,man carries rope twisted flax
grants peace heart god satisfy,god grants peace satisfy heart,god grants peace satisfy heart
strong field the man again plows a,a strong man plows the field again,a strong man plows the field again
to woman give every the lord town seated of peace,lord of every town give peace to the seated woman,lord of every town give peace to the seated woman
man sickle chisel back hoe stone / sees adze behind,man sees sickle hoe adze chisel behind / back stone,man sees sickle hoe adze chisel behind / back stone
finds woman basket handle,woman finds basket handle,woman finds basket handle
pellet / jar grain fills,grain / pellet fills jar,grain / pellet fills jar
prayer god heart hear,god hear heart prayer,god hear heart prayer
horizon above desert sky mountain hill slope,sky above mountain desert hill slope horizon,sky above mountain desert hill slope horizon
to back make scribe city writing scribe above / brick behind do / / stone,scribe to do / make writing / scribe above brick stone behind / back city,scribe to do / make writing / scribe above brick stone behind / back city
sacred writes words man,man writes sacred words,man writes sacred words
bolt secures door temple the a strong gate,a strong door bolt secures the temple gate,a strong door bolt secures the temple gate
near road gate,gate near road,gate near road
rack a a scribe in puts vessel the,a scribe puts the vessel in a rack,a scribe puts the vessel in a rack
city open servant bolt,servant open city bolt,servant open city bolt
god voice joyful with people praise,people praise god with joyful voice,people praise god with joyful voice
sees truth beautiful deity back / god heart good / / life thing behind,god / deity sees truth behind / back beautiful / good heart life thing,god / deity sees truth behind / back beautiful / good heart life thing
face eye upon,eye face upon,eye face upon
cover folded cloth to man use the board beautiful senet,man use folded cloth to cover the beautiful senet board,man use folded cloth to cover the beautiful senet board
emerges from star great night sky a the,a star emerges from the great night sky,a star emerges from the great night sky
heart great finds of a content man the,the heart of a man finds great content,the heart of a man finds great content
beautiful thing scribe good write book,scribe write book thing beautiful good,scribe write book thing beautiful good
gather temple people,people gather temple,people gather temple
above mountain desert strength hill mighty king / sees force / club great,king sees strength / force above great / mighty club mountain desert hill,king sees strength / force above great / mighty club mountain desert hill
man city people town servant youth town road / old,old man youth servant people city / town town road,old man youth servant people city / town town road
scribe papyrus thing / beautiful scribe / good writing book scroll,scribe writing / scribe papyrus scroll book beautiful / good thing,scribe writing / scribe book papyrus scroll beautiful / good thing
supports strength backbone,strength supports backbone,strength supports backbone
climb stone youth mountain,youth climb stone mountain,youth climb stone mountain
near live river people,people live near river,people live near river
belly sees man animal,man sees animal belly,man sees animal belly
man wisdom old,old man wisdom,old man wisdom
the give people town peace of to lord content every,lord of every town give peace content to the people,lord of every town give peace content to the people
heart satisfy peace /,heart peace / satisfy,heart peace / satisfy
god spirit ka gives life ankh,god gives life ankh ka spirit,god gives life ankh ka spirit
authority power he big mighty / great great / king,great / big great / mighty power authority king he,great / big great / mighty power authority king he
writing book scribe,writing scribe book,book writing scribe
board scribe senet inside house into carries carefully,scribe carries senet board into house carefully inside,scribe carries senet board into house carefully inside
youth loves mother,mother loves youth,mother loves youth
head pellet / of field ox grain,head of ox grain / pellet field,head of ox grain / pellet field
woman hear storm horizon,woman hear storm horizon,woman hear storm horizon
man grandfather old pillar,pillar grandfather old man,pillar grandfather old man
tethering animal rope man fasten,man fasten tethering rope animal,man fasten tethering rope animal
/ riverbank city house above back man sees behind great,man sees great riverbank above house behind / back city,man sees great riverbank above house behind / back city
praise god temple people,people praise god temple,people praise god temple
father people protects,father protects people,father protects people
leads temple path,path leads temple,path leads temple
/ brick sees road above house town town city adze chisel stone scribe,scribe sees adze chisel above brick stone house town city / town road,scribe sees adze chisel above brick stone house town city / town road
/ (every) servant all (lord) master hears,servant hears master (lord) / all (every),servant hears master (lord) / all (every)
builds future strength,strength builds future,strength builds future
milk carries man hand vessel jar,man carries vessel milk jar hand,man carries vessel jar milk hand
house above stool behind book / / scribe / great mat sees big back,scribe sees book above stool / mat behind / back great / big house,scribe sees book above stool / mat behind / back great / big house
man servant throne seat,servant seat man throne,servant seat man throne
heart of animal head (ankh) belly life (ba) soul ox bird of head,head of bird head of ox animal belly heart soul (ba) life (ankh),head of bird head of ox animal belly heart soul (ba) life (ankh)
woman bring temple offering,woman bring offering temple,woman bring offering temple
scribe the of the voice hears god,the scribe hears the voice of god,the scribe hears the voice of god
behind live desert people hill,people live behind desert hill,people live behind desert hill
a king jars thousand milk gives a of,a king gives a thousand jars of milk,a king gives a thousand jars of milk
stone scribe adze finds,scribe finds stone adze,scribe finds stone adze
stone finds of lord the a field the,the lord of the field finds a stone,the lord of the field finds a stone
gate town city enter man,man enter gate town city,man enter gate town city
the the walks road upon now father,the father walks upon the road now,the father walks upon the road now
pillar grandfather man old,pillar grandfather old man,pillar grandfather old man
town to scribe writing stone above / scroll papyrus scribe house do make /,scribe to do / make writing / scribe above papyrus scroll stone house town,scribe to do / make writing / scribe above papyrus scroll stone house town
man adze house hoe brick sickle above chisel stone sees,man sees sickle hoe adze chisel above brick stone house,man sees sickle hoe adze chisel above stone brick house
throne god grants power,god grants power throne,god grants power throne
all god sees the people,the god sees all people,the god sees all people
hill people walk slope,people walk hill slope,people walk hill slope
people temple road follow city gate,people follow road gate temple city,people follow road gate temple city
shine a desert stars above the great thousand,a thousand stars shine above the great desert,a thousand stars shine above the great desert
rope rope basket handle coil of thing with tethering rope,tethering rope rope coil of rope basket with handle thing,tethering rope rope coil of rope basket with handle thing
(tills) field plows,plows (tills) field,plows (tills) field
river above flies the bank swallow the great,the great swallow flies above the river bank,the great swallow flies above the river bank
to offering vessel do / jar jar servant make milk,servant to do / make offering jar milk jar vessel,servant to do / make offering jar milk jar vessel
life scribe / seated book papyrus temple writing people man scroll,writing / scribe seated man papyrus scroll book temple people life,writing / scribe seated man papyrus scroll book temple people life
to world god the gives the peace,the god gives peace to the world,the god gives peace to the world
heart king god people voice hears,king hears voice heart people god,king hears heart voice people god
man placenta become become (ankh) to youth life,placenta become to become life (ankh) youth man,placenta become to become life (ankh) youth man
door bolt opens,door bolt opens,door bolt opens
the the basket house the master of sees,the master of the house sees the basket,the master of the house sees the basket
power authority people deity honor god,people honor god deity power authority,people honor god deity power authority
loaf sweet eats mouth,mouth eats sweet loaf,mouth eats sweet loaf
finds youth mountain great,youth finds great mountain,youth finds great mountain
rule town city god,god rule city town,god rule city town
hear god above good beautiful / listen / deity heart life /,god / deity hear / listen heart above beautiful / good life,god / deity hear / listen heart above beautiful / good life
temple the through door enters ka the spirit,the spirit ka enters through the temple door,the spirit ka enters through the temple door
god heart truth sees,god sees heart truth,god sees heart truth
man sees stool mat /,man sees stool / mat,man sees stool / mat
people god protect west,god protect west people,god protect west people
thousand a grain king the gives pellets,the king gives a thousand grain pellets,the king gives a thousand grain pellets
people truth maat king judge,king judge people truth maat,king judge people truth maat
authority scribe writes,scribe writes authority,scribe writes authority
people heart hear god good peace,good god hear people heart peace,good god hear people heart peace
town big great,great big town,great big town
(truth/maat) king deity / sees feather face / upon above god heart,god / deity sees feather (truth/maat) above face / upon king heart,god / deity sees feather (truth/maat) above face / upon king heart
strong the man the near field repeated great river plows,strong man plows repeated the field near the great river,strong man plows repeated the field near the great river
truth heart unites god,god unites heart truth,god unites heart truth
hill storm fear people desert,people fear storm desert hill,people fear storm desert hill
god cosmos rules,god rules cosmos,god rules cosmos
spirit ka house the finds town a,the ka spirit finds a house town,the ka spirit finds a house town
above star god sees horizon deity / sky (ba) emerge soul,god / deity sees soul (ba) emerge above sky horizon star,god / deity sees soul (ba) emerge above sky horizon star
/ beautiful upon become good god deity sees / horizon face / scarab / above,god / deity sees scarab / become above face / upon beautiful / good horizon,god / deity sees scarab / become above face / upon beautiful / good horizon
mouth do of of thing and hear scribe master writing,scribe hear mouth of master and do writing of thing,scribe hear mouth of master and do writing of thing
grain finds basket woman a of the,the woman finds a basket of grain,the woman finds a basket of grain
a place stars in shine the thousand underground,a thousand stars shine in the underground place,a thousand stars shine in the underground place
sees viper horned mother,mother sees horned viper,mother sees horned viper
throne temple in,throne in temple,throne in temple
board life seated content heart senet (satisfied) house / man peace people,senet board seated man people house peace / content (satisfied) life heart,senet board seated man people house peace / content (satisfied) life heart
papyrus eye writing book scribe mouth / scroll scribe hand,scribe writing / scribe book papyrus scroll hand eye mouth,scribe writing / scribe book papyrus scroll hand eye mouth
house behind bread woman mother back reed / sweet shelter youth,woman mother youth behind / back reed shelter house sweet bread,woman mother youth behind / back reed shelter house sweet bread
finds swallow grain pellet,swallow finds grain pellet,swallow finds grain pellet
horned people viper fear snake,people fear horned viper snake,people fear horned viper snake
makes rope hand coil,hand makes coil rope,hand makes coil rope
goddess heart of the the sweet very is,the heart of the goddess is very sweet,the heart of the goddess is very sweet
desert people walk road,people walk desert road,people walk desert road
water vessel carry woman,woman carry vessel water,woman carry vessel water
seated town / / / king god beautiful good city king above great throne,king seated god / king above throne beautiful / good city / town great,king seated god / king above throne beautiful / good city / town great
of snake rope rope coil,snake rope coil of rope,snake rope coil of rope
cobra stone hill the retreats the behind,the cobra retreats behind the stone hill,the cobra retreats behind the stone hill
peace sky beauty lake reflects calm star,lake reflects sky star beauty calm peace,lake reflects sky star beauty calm peace
man peace rests mat stool house,man rests house stool mat peace,man rests house stool mat peace
back temple adze mighty stone behind / chisel great road king / above sees,king sees adze chisel above stone behind / back great / mighty temple road,king sees adze chisel above stone behind / back great / mighty temple road
beautiful gives / woman / youth birth good mother seated heart begets woman,beautiful / good woman seated woman mother gives birth / begets youth heart,beautiful / good woman seated woman mother gives birth / begets youth heart
king bolt makes door,king makes door bolt,king makes door bolt
drink man river water,man drink river water,man drink water river
youth soul guide father,father guide youth soul,father guide youth soul
house birth / town shelter road mother gives youth above reed begets,mother gives birth / begets youth above reed shelter house town road,mother gives birth / begets youth above reed shelter house town road
the stay above ka hill of the lord spirit desert,spirit ka of the lord stay above the desert hill,spirit ka of the lord stay above the desert hill
of becomes all of basket every lord city king great,great king of city becomes lord of every basket all,great king of city becomes lord of every basket all
give to / king upon stability above power face people (djed),king to give stability (djed) power above face / upon people,king to give stability (djed) power above face / upon people
people sweet peace seek,people seek sweet peace,people seek sweet peace
mouth king hears speak people,king hears mouth speak people,king hears people speak mouth
rope strength twisted authority rope tethering flax king force / power,twisted flax rope tethering rope strength / force power king authority, twisted flax rope tethering rope strength / force power king authority
cobra see stone man,man see cobra stone,man see cobra stone
and chick fly papyrus clump bird the quail swallow to,swallow bird and quail chick fly to the papyrus clump,quail chick and swallow bird fly to the papyrus clump
mountain slope hill desert horizon west,west mountain desert hill slope horizon,west mountain desert hill slope horizon
build bricks life the house a of thousand,a thousand bricks build the house of life,a thousand bricks build the house of life
finds the rack jars in the scribe,the scribe finds the jars in rack,the scribe finds the jars in rack
woman upon beauty face sees,woman sees beauty face upon,woman sees beauty face upon
writing eye scribe scroll hand book papyrus,papyrus scroll writing scribe book hand eye,papyrus scroll writing scribe book hand eye
hear youth in city ba soul of venerated great master,venerated master hear soul ba of youth in great city,venerated master hear soul ba of youth in great city
horizon above sky,horizon above sky,horizon above sky
above mountain horizon desert sky hill,horizon above desert hill mountain sky,horizon above desert hill mountain sky
god lake protect town,god protect lake town,god protect lake town
sun great of the gives power warmth the,the great power of the sun gives warmth,the great power of the sun gives warmth
in god temple,god in temple,god in temple
man backbone sees,man sees backbone,man sees backbone
people hear listen,hear listen people,hear listen people
king grant god force strength,god grant strength force king,god grant strength force king
seat authority / king builds power throne,king builds seat / throne authority power,king builds seat / throne authority power
sky great exists the in god the,the great god exists in the sky,the great god exists in the sky
seat servant throne guard,servant guard throne seat,servant guard throne seat
mighty great king,great mighty king,great mighty king
town the great is the water city near,the great city town is near the water,the great city town is near the water
storm sky god back fire mountain sees behind above great / riverbank / big,god sees storm fire above mountain behind / back great / big riverbank sky,god sees storm fire above mountain behind / back great / big riverbank sky
fox reed behind man stay the three shelter skins with,man with three fox skins stay behind the reed shelter,man with three fox skins stay behind the reed shelter
man sky see star,man see star sky,man see star sky
strength power mighty becomes great,mighty power becomes great strength,mighty power becomes great strength
youth respect mother love teaches peace and daily,mother teaches youth love peace and respect daily,mother teaches youth love peace and respect daily
see ripple scarab people water life become from,people see scarab become life from water ripple,people see scarab become life from water ripple
man king authority throne power seated,king seated man power authority throne,king seated man power authority throne
horizon sees man light,man sees horizon light,man sees horizon light
behind road brick / back house foot,foot road behind / back brick house,foot road behind / back brick house
sees scribe clump above road house emerge papyrus owl swallow,scribe sees owl swallow emerge above papyrus clump house road,scribe sees owl swallow emerge above papyrus clump road house
underground (spirit) ka,ka (spirit) underground,ka (spirit) underground
sees plant woman lotus,woman sees lotus plant,woman sees lotus plant
pellet head / of ox grain hoe strong field,head of ox grain / pellet field hoe strong,head of ox grain / pellet field hoe strong
heart deity maat ba feather god truth,feather truth maat god deity heart ba,feather truth maat god deity heart ba
power authority servant,servant power authority,servant power authority
desert town surrounds,desert surrounds town,desert surrounds town
a to the gives servant master jar,the master gives a jar to servant,the master gives a jar to servant
eat bread milk speak of jar jar loaf drink vessel,eat drink speak loaf of bread jar vessel milk jar,eat drink speak loaf of bread jar vessel milk jar
woman birth placenta carries youth life,woman carries placenta life youth birth,woman carries placenta life youth birth
jar vessel jar peace milk satisfy /,vessel jar milk jar peace / satisfy,vessel jar milk jar peace / satisfy
and reads slowly papyrus inside woman scroll opens,woman opens papyrus scroll and reads slowly inside,woman opens papyrus scroll and reads slowly inside
road river walks beside man,man walks road beside river,man walks road beside river
gives the the authority king to master,the master gives authority to the king,the king gives authority to the master
holds king power force strength authority,king holds power authority strength force,king holds power authority strength force
shelter drink man old milk sweet the jar from in,old man drink sweet milk from the jar in shelter,old man drink sweet milk from the jar in shelter
great mighty sky mountain storm / fire,storm fire sky great / mighty mountain,storm fire sky great / mighty mountain
fear respects authority,fear respects authority,fear respects authority
upon god face,face upon god,face upon god
water plows sickle field / (tills) ripple grain pellet,sickle plows (tills) field grain / pellet water ripple,sickle plows (tills) field grain / pellet water ripple
hears king god mouth heart people,king hears heart mouth people god,king hears heart mouth people god
peace offering handle altar give temple god basket,basket handle give offering peace altar god temple,basket handle give offering peace altar god temple
milk for brings a servant king jar the,the servant brings a milk jar for king,the servant brings a milk jar for king
grain from field harvest after gather people,people gather grain from field after harvest,people gather grain from field after harvest
cuts chisel stone,chisel cuts stone,chisel cuts stone
life mother give strong,mother give strong life,mother give strong life
heart man hear listen listens,man listens hear listen heart,man listens hear listen heart
jar offering prepare woman bread,woman prepare offering bread jar,woman prepare offering bread jar
gate god town city opens,god opens gate town city,god opens gate town city
god field protect town,god protect field town,god protect field town
to use of scribe reed town do thing writing leaf,scribe of town use reed leaf to do writing thing,scribe of town use reed leaf to do writing thing
desert a a finds the ring youth in,a youth finds a ring in the desert,a youth finds a ring in the desert
opens people / gate enter city town,city / town gate opens people enter,city / town gate opens people enter
the the king all basket gives of,the king gives the basket of all,the king gives the basket of all
flax makes twisted scribe,scribe makes twisted flax,scribe makes twisted flax
strength god people with protects great,god protects people with great strength,god protects people with great strength
hear authority (no/not) above house king negation / scribe listen,scribe negation (no/not) hear / listen authority above king house,scribe negation (no/not) hear / listen authority above king house
servant plows hoe the field the with,the servant plows the field with hoe,the servant plows the field with hoe
star owl god eye sees sky man,owl sky star sees eye god man,owl sky star sees eye god man
field grain plows peace harvest / life abundance man pellet (tills),man plows (tills) field grain / pellet harvest abundance life peace,man plows (tills) field grain / pellet harvest abundance life peace
finds heart all of lord the the,the lord of all finds the heart,the lord of all finds the heart
people every king lord authority holds,king holds authority lord every people,king holds authority lord every people
quail chick hill eat stone desert pellet grain,quail chick eat grain pellet hill desert stone,quail chick eat grain pellet hill desert stone
heart very of mother good the is a,the heart of a mother is very good,the heart of a mother is very good
on do of god of jar servant altar offering milk,servant of god do offering of milk jar on altar,servant of god do offering of milk jar on altar
jar people god offering rack vessel jars in life,jars in rack jar vessel offering god people life,jars in rack jar vessel offering god people life
servant plows field,servant plows field,servant plows field
stability sits king seat throne,king sits throne seat stability,king sits throne seat stability
cross desert road people hill,people cross road desert hill,people cross road desert hill
senet man bread of loaf eat board while play he,man play senet board while he eat loaf of bread,man play senet board while he eat loaf of bread
king city senet lord becomes board of the great of,great king of city becomes lord of the senet board,great king of city becomes lord of the senet board
upon face deity / god behind back truth / / man sees,god / deity sees truth behind / back face / upon man,god / deity sees truth behind / back face / upon man
sky sees light man,man sees light sky,man sees light sky
ripple hand water gives,hand gives water ripple,hand gives water ripple
bird authority the of head of mighty with lord stay,mighty authority of lord stay with the head of bird,mighty authority of lord stay with the head of bird
(or gate found) is / road / city town town exists opens,opens / exists (or is found) gate road town city / town,opens / exists (or is found) gate road city / town town
loves every sweet heart peace,every heart loves sweet peace,every heart loves sweet peace
see king face the of people the,the people see the face of king,the people see the face of king
people hears king voice heart god,king hears voice heart god people,king hears heart voice people god
the god ankh life sweet grants,the god grants sweet life ankh,the god grants sweet life ankh
mother father hear voice,father hear mother voice,father hear mother voice
offering loaf king bread people gives,king gives bread loaf people offering,king gives bread loaf people offering
hears voice god man,man hears voice god,man hears god voice
chick bird animal belly swallow owl head of quail,quail chick swallow owl head of bird animal belly,quail chick swallow owl head of bird animal belly
night owl sky hears man,man hears owl night sky,man hears owl night sky
authority servant all like as (or hear / lord listen / / example),servant hear / listen authority like / as (or example) lord / all,servant hear / listen authority like / as (or example) lord / all
become emerge scarab horizon become to sky,become scarab to become emerge horizon sky,become scarab to become emerge horizon sky
makes sky beautiful god,god makes beautiful sky,god makes beautiful sky
king offering pellet temple gives grain,king gives offering grain pellet temple,king gives offering grain pellet temple
sun above horizon,sun above horizon,sun above horizon
gives great god people life,great god gives life people,great god gives life people
mountain the the sun behind horizon hides,the horizon hides the sun behind mountain,the horizon hides the sun behind mountain
soul sky star west (ba) join,soul (ba) join star sky west,soul (ba) join star sky west
strength stone lift man,man lift stone strength,man lift stone strength
on near stay chisel temple the adze mat stool and,chisel and adze stay on the stool mat near temple,chisel and adze stay on the stool mat near temple
man gives chisel,man gives chisel,man gives chisel
vessel god gives,god gives vessel,god gives vessel
sweet life youth seek,youth seek sweet life,youth seek sweet life
night man see owl,man see owl night,man see owl night
scribe writing / sees scribe,scribe sees writing / scribe,scribe sees scribe / writing
water ripple lake,water ripple lake,water ripple lake
woman drink beautiful pellet sweet eat grain speak basket house / / above /,woman eat / drink / speak sweet grain / pellet above beautiful basket house,woman eat / drink / speak sweet grain / pellet above beautiful basket house
of lake father hear voice the venerated soul near ba,venerated father hear voice of soul ba near the lake,venerated father hear voice of soul ba near the lake
works hoe with man field,man works field with hoe,man works field with hoe
adze master the on an wood uses,the master uses an adze on wood,the master uses an adze on wood
man / hear authority / as listen like example) servant (or,servant hear / listen authority like / as (or example) man,servant hear / listen authority like / as (or example) man
stool birth / above house mother youth / begets gives mat,mother gives birth / begets youth above stool / mat house,mother gives birth / begets youth above stool / mat house
with handle basket vessel stool ring mat,stool mat basket with handle ring vessel,stool mat basket with handle ring vessel
stool jar / mat vessel handle ring with basket jar milk,stool / mat basket with handle ring vessel jar milk jar,stool / mat basket with handle ring vessel jar milk jar
sky horizon scribe above see star,scribe see star above horizon sky,scribe see star above horizon sky
to the father son gives a ring a,a father gives a ring to the son,a father gives a ring to the son
finds a lotus thousand woman plants the,the woman finds a thousand lotus plants,the woman finds a thousand lotus plants
west dwells god underground horizon mountain,god dwells underground mountain west horizon,god dwells underground mountain west horizon
cobra behind retreats stone hill the the,the cobra retreats behind the stone hill,the cobra retreats behind the stone hill
of grain basket into carries slowly town man,man carries basket of grain into town slowly,man carries basket of grain into town slowly
/ strength marrow force / venerated,venerated / marrow strength / force,venerated / marrow strength / force
town a thousand sees father the people,the father sees a thousand people town,the father sees a thousand people town
high desert star a hill the above emerges,a star emerges above the high desert hill,a star emerges above the high desert hill
big the gate behind brick the wall city of stay,gate of the city stay behind the big brick wall,gate of the city stay behind the big brick wall
a soul in bird a the becomes horizon,a soul becomes a bird in the horizon,a soul becomes a bird in the horizon
land mountain god creates,god creates mountain land,god creates mountain land
star above ripple the appears water a,a star appears above the water ripple,a star appears above the water ripple
king finds tethering rope,king finds tethering rope,king finds tethering rope
offering king makes,king makes offering,king makes offering
loaf / jar mouth eat vessel bread of speak / drink,mouth eat / drink / speak loaf of bread jar vessel,mouth eat / drink / speak loaf of bread jar vessel
very heart is beautiful a woman the of,the heart of a woman is very beautiful,the heart of a woman is very beautiful
jars jar in rack stone ring vessel stone,ring stone vessel jar jars in rack stone,ring stone vessel jar jars in rack stone
sweet peace heart finds,heart finds sweet peace,heart finds sweet peace
gives youth father mother old man birth,old man youth mother father gives birth,old man youth mother father gives birth
father youth mother life give,father mother give life youth,father mother give life youth
river emerge road bank field lake riverbank quail scribe sees above chick,scribe sees quail chick emerge above field riverbank lake river bank road,scribe sees quail chick emerge above field lake river bank road
people lake beside rest,people rest beside lake,people rest beside lake
/ scribe papyrus above scroll stool / scribe mat city writing book,scribe writing / scribe papyrus scroll book above stool / mat city,scribe writing / scribe papyrus scroll book above stool / mat city
(plural thousand power authority stroke god thing single marker) stroke,single stroke stroke (plural marker) thousand thing power authority god,single stroke stroke (plural marker) thousand thing power authority god
stone listen king great hear temple behind back / / authority mighty /,king hear / listen authority behind / back great / mighty stone temple,king hear / listen authority behind / back great / mighty stone temple
heart mother youth guide,mother guide youth heart,mother guide youth heart
mouth people king hears speak,king hears mouth speak people,king hears people speak mouth
scribe of life the reads book the,the scribe reads the book of life,the scribe reads the book of life
owl sees woman,woman sees owl,woman sees owl
authority the mighty of king above desert stay the hill,mighty authority of the king stay above the desert hill,mighty authority of the king stay above the desert hill
city bolt town road / gate house town door,door bolt gate house city / town town road,door bolt gate house city / town town road
till earth field repeatedly plows,plows till earth repeatedly field,plows till earth repeatedly field
man the the in old truth sees life,the old man sees the truth in life,the old man sees the truth in life
gate house man enters,man enters house gate,man enters house gate
/ power authority do thing life reed papyrus great book scribe / big writing leaf scroll,writing / scribe do papyrus scroll reed leaf book thing power authority great / big life,writing / scribe do papyrus scroll reed leaf book thing power authority great / big life
woman road walk foot house,woman walk house foot road,woman walk house foot road
youth sees pool,youth sees pool,youth sees pool
servant sees jars rack,servant sees jars rack,servant sees jars rack
negation man voice can star the hear no of the,negation no man can hear the voice of the star,negation no man can hear the voice of the star
enters road town,road enters town,road enters town
serve seated servant king,servant serve seated king,servant serve seated king
hill youth ridge climb,youth climb hill ridge,youth climb hill ridge
cross lake people river,people cross lake river,people cross lake river
spirit grants life ankh god ka,god grants life ankh ka spirit,god grants life ankh ka spirit
slope youth climb rocky,youth climb rocky slope,youth climb rocky slope
/ / above sweet house drink / speak pellet woman basket eat grain beautiful,woman eat / drink / speak sweet grain / pellet above beautiful basket house,woman eat / drink / speak sweet grain / pellet above beautiful basket house
venerated youth / old example) (or like as become man father,youth become old man like / as (or example) venerated father,youth become old man like / as (or example) venerated father
make board do thing ring hand senet forearm / to,senet board ring thing to do / make hand forearm,senet board ring thing to do / make hand forearm
temple god in,god in temple,god in temple
river lake water life field ripple,lake river water ripple life field,lake river water ripple life field
make / satisfy do heart beautiful people king above good / city peace to /,king to do / make peace / satisfy heart above beautiful / good people city,king to do / make peace / satisfy heart above beautiful / good people city
god man old the of hears voice the,the old man hears the voice of god,the old man hears the voice of god
bird upon of face eye horizon sees sky head / star,eye sees face / upon head of bird sky star horizon,eye sees face / upon head of bird sky star horizon
fill vessel servant water,servant fill vessel water,servant fill vessel water
bird head star eye sees / upon sky of face,eye sees face / upon head of bird sky star,eye sees face / upon head of bird sky star
town youth sees great,youth sees great town,youth sees great town
/ great like above sky emerge (or example) soul as (ba) big swallow /,soul (ba) emerge above sky like / as (or example) great / big swallow,soul (ba) emerge above sky like / as (or example) great / big swallow
sky star great like life become,life become great like star sky,life become great like star sky
command king jar bring servant,king command servant bring jar,king command servant bring jar
swallow the clump fly chick quail papyrus and water to,quail chick and swallow fly to the papyrus clump water,quail chick and swallow fly to the papyrus clump water
king hears people speak mouth heart,king hears people speak mouth heart,king hears mouth speak heart people
youth to jar beautiful lotus milk give and plant mother,mother give beautiful lotus plant and milk jar to youth,mother give beautiful lotus plant and milk jar to youth
field pellet gather people lake grain,people gather grain pellet lake field,people gather grain pellet lake field
woman youth life begets birth / mother gives,gives birth / begets mother woman life youth,gives birth / begets mother woman life youth
is of heart man the happy old the,the heart of the old man is happy,the heart of the old man is happy
hill behind man walks,man walks behind hill,man walks behind hill
fear god authority,fear god authority,fear god authority
backbone of field man old with strength the plows the,old man with the backbone of strength plows the field,old man with the backbone of strength plows the field
plant above woman lake back behind sees / beautiful lotus plant,woman sees lotus plant above lake behind / back beautiful plant,woman sees lotus plant above lake behind / back beautiful plant
/ make satisfy above city town peace people heart king do / to,king to do / make peace / satisfy heart above people city town,king to do / make peace / satisfy heart above people city town
behind lake sees river (great) youth above / back swallow riverbank,youth sees swallow (great) above lake behind / back riverbank river,youth sees swallow (great) above lake behind / back riverbank river
of the man shape adze use wood vessel the to,man use adze to shape the wood of the vessel,man use adze to shape the wood of the vessel
good back father sees mighty youth heart / / great / beautiful behind,father sees beautiful / good heart behind / back great / mighty youth,father sees beautiful / good heart behind / back great / mighty youth
protect life ka god spirit,god protect life ka spirit,god protect life ka spirit
sky city god protect,god protect sky city,god protect sky city
the great life light gives of the power,the great power of life gives the light,the great power of life gives the light
speak scribe master hears,master hears scribe speak,scribe hears master speak
burns reed near the fire great a shelter,a great fire burns near the reed shelter,a great fire burns near the reed shelter
great mighty god gives /,god gives great / mighty,god gives great / mighty
peace temple dwell content god,god dwell temple peace content,god dwell temple peace content
scroll writing do reed leaf scribe use papyrus on to,scribe use reed leaf to do writing on papyrus scroll,scribe use reed leaf to do writing on papyrus scroll
bless power god great,god bless great power,god bless great power
sits the great behind gate temple king a,a king sits behind the great temple gate,a king sits behind the great temple gate
/ seat rope (lord senet basket all) of board house throne above coil /,senet board coil of rope basket (lord / all) above seat / throne house,senet board coil of rope basket (lord / all) above seat / throne house
the mountain hoe the with field plows old near man,old man with hoe plows the field near the mountain,old man with hoe plows the field near the mountain
great god grant power,god grant great power,god grant great power
seat king / throne,seat / throne king,seat / throne king
peace bring servant offering,servant bring peace offering,servant bring peace offering
evening west under youth follows sky toward road,youth follows road toward west under evening sky,youth follows road toward west under evening sky
strength youth hold mother,mother hold youth strength,mother hold youth strength
master senet with board city the play great king of,great king of city play the senet board with master,great king of city play the senet board with master
altar peace celebrate people temple,people celebrate peace altar temple,people celebrate peace altar temple
ripple field (tills) river plows road sickle water,sickle plows (tills) field river water ripple road,sickle plows (tills) field river water ripple road
cobra behind door the the is great,the great cobra is behind the door,the great cobra is behind the door
change brings becoming,change brings becoming,change brings becoming
mountain desert snake hare horned hill road above be) viper (to,desert hare (to be) horned viper snake above hill mountain road,desert hare (to be) horned viper snake above hill mountain road
god door peace deity opens house bolt /,god / deity opens door bolt house peace,god / deity opens door bolt house peace
opens horizon god the gate,the god opens gate horizon,the god opens gate horizon
grain field man plows sickle,man plows field sickle grain,man plows field sickle grain
behind above desert back fire / storm road hill mountain,storm fire above mountain behind / back desert hill road,storm fire above mountain behind / back desert hill road
opens door man wooden,man opens wooden door,man opens wooden door
