Input,Target,Prediction
storm the not great does a fear man,a man does not fear the great storm,a man does not fear the great storm
a with papyrus scroll a scribe sees truth,a scribe with a papyrus scroll sees truth,a scribe with a papyrus scroll sees truth
people together reed water near shelter drink,people drink water near reed shelter together,people drink water near reed shelter together
a senet plays of scribe a game board,a scribe plays a game of senet board,a scribe plays a game of senet board
coil man near today riverbank sees snake cautiously,man sees snake coil near riverbank cautiously today,man sees snake coil near riverbank cautiously today
plays game the scribe board of a senet,the scribe plays a game of senet board,the scribe plays a game of senet board
mother a conical father the loaf gives to,the father gives a conical loaf to mother,the father gives a conical loaf to mother
great a gate above is the star temple,a star is above the great temple gate,a star is above the great temple gate
words of listens and faithfully authority writes scribe,scribe listens and writes words of authority faithfully,scribe listens and writes words of authority faithfully
a green swallow flies shelter reed over the,a swallow flies over the green reed shelter,a swallow flies over the green reed shelter
sweet the heart finds of king peace the,the heart of the king finds sweet peace,the heart of the king finds sweet peace
man old finds in peace city the the,the old man finds peace in the city,the old man finds peace in the city
of the is throne king the made stone,the throne of the king is made stone,the throne of the king is made stone
people life star god horizon sends above bringing,god sends star above horizon bringing life people,god sends star above horizon bringing life people
the fish in river thousand great swim a,a thousand fish swim in the great river,a thousand fish swim in the great river
great to father temple offering bread god gives,father gives bread offering to god great temple,father gives bread offering to god great temple
a in becomes star the god sky a,a star becomes a god in the sky,a star becomes a god in the sky
a door strong the secures temple bolt gate,a strong door bolt secures the temple gate,a strong door bolt secures the temple gate
the the of back house home master goes,the master of the house goes back home,the master of the house goes back home
is very fish long backbone of the the,the backbone of the fish is very long,the backbone of the fish is very long
water in lotus the ripple the plant grows,the lotus plant grows in the water ripple,the lotus plant grows in the water ripple
on mother rests sleeping holding mat child,mother rests on mat holding sleeping child,mother rests on mat holding sleeping child
king a grain thousand of jars gives a,a king gives a thousand jars of grain,a king gives a thousand jars of grain
the bank reed shelter a river on sits,a reed shelter sits on the river bank,a reed shelter sits on the river bank
flood before grain in field season people plant,people plant grain in field before flood season,people plant grain in field before flood season
god milk to a a jar servant gives,a servant gives a milk jar to god,a servant gives a milk jar to god
youth to by listens father calmly fire speak,youth listens to father speak by fire calmly,youth listens to father speak by fire calmly
over town shine a the city thousand stars,a thousand stars shine over the city town,a thousand stars shine over the city town
red hill sky desert the above becomes the,the sky becomes red above the desert hill,the sky becomes red above the desert hill
star high the temple is above a gate,a star is above the high temple gate,a star is above the high temple gate
above great people power king city and holds,king holds power above city and people great,king holds power above city and people great
reads papyrus and woman opens slowly inside scroll,woman opens papyrus scroll and reads slowly inside,woman opens papyrus scroll and reads slowly inside
satisfies the of house master the the guest,the master of the house satisfies the guest,the master of the house satisfies the guest
watching youth lake sits above stars by quietly,youth sits by lake watching stars above quietly,youth sits by lake watching stars above quietly
field plows man with steady hill slope strength,man plows hill slope field with steady strength,man plows hill slope field with steady strength
a star side emerges above dark mountain the,a star emerges above the dark mountain side,a star emerges above the dark mountain side
above river the swallow flies the bank great,the great swallow flies above the river bank,the great swallow flies above the river bank
to and people offer lotus bread deity,people offer bread and lotus to deity,people offer bread and lotus to deity
people reads the for the scribe the book,the scribe reads the book for the people,the scribe reads the book for the people
river high flies above the bank a swallow,a swallow flies above the high river bank,a swallow flies above the high river bank
is master all the very content of things,the master of all things is very content,the master of all things is very content
seated speaks old with the man the king,the old man speaks with the seated king,the old man speaks with the seated king
the swallow distances great flies river the over,the swallow flies great distances over the river,the swallow flies great distances over the river
man the a a becomes of soul bird,the soul of a man becomes a bird,the soul of a man becomes a bird
a chisel the a uses on scribe throne,a scribe uses a chisel on the throne,a scribe uses a chisel on the throne
very the sweet heart the goddess is of,the heart of the goddess is very sweet,the heart of the goddess is very sweet
scribe a sees a truth with scroll papyrus,a scribe with a papyrus scroll sees truth,a scribe with a papyrus scroll sees truth
things the field all the master sees of,the master of all things sees the field,the master of all things sees the field
people after inside on house rest work mats,people rest on mats inside house after work,people rest on mats inside house after work
gives of king a milk jars a thousand,a king gives a thousand jars of milk,a king gives a thousand jars of milk
a above bank the high flies swallow river,a swallow flies above the high river bank,a swallow flies above the high river bank
king authority walks reflecting on beside river,king walks beside river reflecting on authority,king walks beside river reflecting on authority
house the sees of field master the the,the master of the house sees the field,the master of the house sees the field
the desert town the moves great over storm,the great storm moves over the desert town,the great storm moves over the desert town
power places of crown god king upon,god places crown of power upon king,god places crown of power upon king
with woman basket truth a the a hears,a woman with a basket hears the truth,a woman with a basket hears the truth
star the god in a horizon becomes a,a star becomes a god in the horizon,a star becomes a god in the horizon
with drink will man and the king eat,the man will eat and drink with king,the man will eat and drink with king
of fire mountain shines the star the above,the star shines above the mountain of fire,the star shines above the mountain of fire
king great speak servant hears inside temple,king hears servant speak inside great temple,king hears servant speak inside great temple
book reads of dead the scribe the a,a scribe reads the book of the dead,a scribe reads the book of the dead
the servant town a carries grain to city,a servant carries grain to the city town,a servant carries grain to the city town
to gate temple man the old the walks,the old man walks to the temple gate,the old man walks to the temple gate
mountain dark a above the side star emerges,a star emerges above the dark mountain side,a star emerges above the dark mountain side
stone crawls a the gate under of snake,a snake crawls under the gate of stone,a snake crawls under the gate of stone
a gives father the to son conical loaf,the father gives a conical loaf to son,the father gives a conical loaf to son
emerges a star desert from hill the high,a star emerges from the high desert hill,a star emerges from the high desert hill
sits bird shelter reed a beautiful on the,a beautiful bird sits on the reed shelter,a beautiful bird sits on the reed shelter
man city finds in the venerated peace the,the venerated man finds peace in the city,the man finds peace in the city
house handle to carries woman with basket,woman carries basket with handle to house,woman carries basket with handle to house
the above desert hill becomes sky red the,the sky becomes red above the desert hill,the sky becomes red above the desert hill
sits of basket on the head a bird,the head of bird sits on a basket,the head of bird sits on a basket
jar youth drinks milk from beside mother quietly,youth drinks milk from jar beside mother quietly,youth drinks milk from jar beside mother quietly
plows and with hoe field strength man,man plows field with hoe and strength,man plows field with hoe and strength
gate under of a snake the crawls stone,a snake crawls under the gate of stone,a snake crawls under the gate of stone
house hears man night at owl behind,man hears owl behind house at night,man hears owl behind house at night
firm stability stands pillar of like king,king stands firm like pillar of stability,king stands firm like pillar of stability
the voice of god the old hears man,the old man hears the voice of god,the old man hears the voice of god
loaf lord gives servant a to the the,the lord gives a loaf to the servant,the lord gives a loaf to the servant
ring a gives youth the father to the,the father gives a ring to the youth,the father gives a ring to the youth
great seated god sky rules power with,seated god rules sky with great power,seated god rules sky with great power
very of the is the king heart good,the heart of the king is very good,the heart of the king is very good
thousand deep lake the from fish a emerge,a thousand fish emerge from the deep lake,a thousand fish emerge from the deep lake
sits a bolt cobra large the behind door,a cobra sits behind the large door bolt,a cobra sits behind the large door bolt
realm of gate west god silently guards underground,god guards west gate of underground realm silently,god guards west gate of underground realm silently
stroke marks single stone a scribe on the,the scribe marks a single stroke on stone,the scribe marks a single stroke on stone
sky of lord the sees all souls the,the lord of all souls sees the sky,the lord of all souls sees the sky
power great very the of is the god,the power of the god is very great,the power of the god is very great
the mat sits man old stone upon the,the old man sits upon the stone mat,the old man sits upon the stone mat
man with of god a strength the plows,a man plows with the strength of god,a man plows with the strength of god
star above city the town a high emerges,a star emerges above the high city town,a star emerges above the high city town
in house a the finds the scribe book,the scribe finds a book in the house,the scribe finds a book in the house
in power truth life great of the is,the great power of life is in truth,the great power of life is in truth
the lord finds house of the sweet peace,the lord of the house finds sweet peace,the lord of the house finds sweet peace
scribe a of board game a senet plays,a scribe plays a game of senet board,a scribe plays a game of senet board
the house the basket master the sees of,the master of the house sees the basket,the master of the house sees the basket
in finds a lake the a ring youth,a youth finds a ring in the lake,a youth finds a ring in the lake
sees a the the desert youth cobra in,a youth sees the cobra in the desert,a youth sees the cobra in the desert
desert swallow from a flies hill great the,a swallow flies from the great desert hill,a swallow flies from the great desert hill
a man club walks a the with road,a man with a club walks the road,a man with a club walks the road
stars the great in shine thousand sky a,a thousand stars shine in the great sky,a thousand stars shine in the great sky
scribe stone block chisel beside carefully sharpens,scribe sharpens chisel beside stone block carefully,scribe sharpens chisel beside stone block carefully
senet plays the board great on a youth,a youth plays on the great senet board,a youth plays on the great senet board
bird temple the head a wall is on,a bird head is on the temple wall,a bird head is on the temple wall
to conical mother gives servant a a loaf,a servant gives a conical loaf to mother,a servant gives a conical loaf to mother
door lock near crawls a the snake bolt,a snake crawls near the door bolt lock,a snake crawls near the door bolt lock
with woman handle carries basket house to,woman carries basket with handle to house,woman carries basket with handle to house
lake plant the in a grows lotus beautiful,a beautiful lotus plant grows in the lake,a beautiful lotus plant grows in the lake
king field great of the grain sees the,the great king sees the field of grain,the great king sees the field of grain
the people the speaks to truth scribe a,a scribe speaks the truth to the people,a scribe speaks the truth to the people
woman to lotus the a brings altar a,a woman brings a lotus to the altar,a woman brings a lotus to the altar
work house on mats after inside rest people,people rest on mats inside house after work,people rest on mats inside house after work
of is the the very snake long backbone,the backbone of the snake is very long,the backbone of the snake is very long
hides a behind brick the cobra clay large,a cobra hides behind the large clay brick,a cobra hides behind the large clay brick
ground belly on lion a is the animal,a lion animal belly is on the ground,a lion animal belly is on the ground
above star great side the mountain is a,a star is above the great mountain side,a star is above the great mountain side
goddess a gives jar a the to servant,a servant gives a jar to the goddess,a servant gives a jar to the goddess
great is the god in of power truth,the great power of truth is in god,the great power of truth is in god
marks on wood stroke a scribe a single,a scribe marks a single stroke on wood,a scribe marks a single stroke on wood
scribe of king the voice the hears a,a scribe hears the voice of the king,a scribe hears the voice of the king
very youth of a heart is the good,the heart of a youth is very good,the heart of a youth is very good
cuts a side the a man chisel with,a man with a chisel cuts the side,a man with a chisel cuts the side
exists the wall the spirit within ka stone,the spirit ka exists within the stone wall,the spirit ka exists within the stone wall
adze the with an makes man stool a,a man with an adze makes the stool,a man with an adze makes the stool
over moves the the river great bank storm,the great storm moves over the river bank,the great storm moves over the river bank
gives command king closely respectfully and servant listens,king gives command and servant listens respectfully closely,king gives command and servant listens respectfully closely
for scroll all scribe the reads the papyrus,the scribe reads the papyrus scroll for all,the scribe reads the papyrus scroll scroll scroll for all
sees a field basket with woman the a,a woman with a basket sees the field,a woman with a basket sees the field
of board scribe the plays senet game a,the scribe plays a game of senet board,the scribe plays a game of senet board
emerges storm from sky great the west the,the great storm emerges from the west sky,the great storm emerges from the west sky
bank river the plant lotus grows the in,the lotus plant grows in the river bank,the lotus plant grows in the river bank
youth sky in the swallow sees the a,a youth sees the swallow in the sky,a youth sees the swallow in the sky
moves green field through the the horned viper,the horned viper moves through the green field,the horned viper moves through the green field
king god with power backbone strengthens great of,god strengthens backbone of king with power great,god strengthens backbone of king with power great
plays board the master on the senet great,the master plays on the great senet board,the master plays on the great senet board
the conical loaf gives to father son a,the father gives a conical loaf to son,the father gives a conical loaf to son
the swim thousand fish a in great river,a thousand fish swim in the great river,a thousand fish swim in the great river
vessel man rope tethering ties securely around,man ties tethering rope around vessel securely,man ties tethering rope around vessel securely
the great spirit a becomes power ka now,the spirit ka becomes a great power now,the spirit ka becomes a great power now
very backbone the the of bird is small,the backbone of the bird is very small,the backbone of the bird is very small
found in marrow the venerated the bone is,the venerated marrow is found in the bone,the venerated marrow is found in the bone
good the very is heart child a of,the heart of a child is very good,the heart of a child is very good
to carries a temple milk servant a jar,a servant carries a milk jar to temple,a servant carries a milk jar to temple
a scribe heart writing makes the the about,the scribe makes a writing about the heart,a scribe makes the writing about the heart
beautiful child to gives a birth mother the,the mother gives birth to a beautiful child,the mother gives birth to a beautiful child
reflecting walks authority king beside on river,king walks beside river reflecting on authority,king walks beside river reflecting on authority
man becomes a a of bird the soul,the soul of a man becomes a bird,the soul of a man becomes a bird
sees woman in lotus the a plant water,the woman sees a lotus plant in water,the woman sees a lotus plant in water
uses throne scribe a the chisel on a,a scribe uses a chisel on the throne,a scribe uses a chisel on the throne
a flies swallow clump green the to papyrus,a swallow flies to the green papyrus clump,a swallow flies to the green papyrus clump
behind town a city the desert sits hill,a desert hill sits behind the city town,a desert hill sits behind the city town
pearl lake the a in a finds youth,a youth finds a pearl in the lake,a youth finds a pearl in the lake
a with man tilled the hoe field a,a man with a hoe tilled the field,a man with a hoe tilled the field
the bird of spirit ka a becomes fire,the spirit ka becomes a bird of fire,the spirit ka becomes a bird of fire
a uses chisel a for the scribe heart,a scribe uses a chisel for the heart,a scribe uses a chisel for the heart
a gives the father youth a to ring,a father gives a ring to the youth,a father gives a ring to the youth
vessel clay into gently life god breathes,god breathes life into clay vessel gently,god breathes life into clay vessel gently
the reads the scribe the mother book for,the scribe reads the book for the mother,the scribe reads the book for the mother
gives house of offering the an master the,the master of the house gives an offering,the master of the house gives an offering
milk to gently gives youth jar mother,mother gives milk jar to youth gently,mother gives milk jar to youth gently
jar servant carries milk a a sweet of,a servant carries a jar of sweet milk,a servant carries a jar of sweet milk
sees the a field with king great authority,a king with authority sees the great field,a king with authority sees the great field
backbone the of the soul is the truth,the backbone of the soul is the truth,the backbone of the soul is the truth
under moves large a the bolt cobra door,a cobra moves under the large door bolt,a cobra moves under the large door bolt
a sky in becomes god a the star,a star becomes a god in the sky,a star becomes a god in the sky
papyrus sickle the man a cuts a with,a man cuts the papyrus with a sickle,a man cuts the papyrus with a sickle
ripple bank moves river near water the the,the water ripple moves near the river bank,the water ripple moves near the river bank
of the a is beautiful very heart woman,the heart of a woman is very beautiful,the heart of a woman is very beautiful
a the loaf house eats the master of,the master of the house eats a loaf,the master of the house eats a loaf
servant the basket with road walks a the,the servant with a basket walks the road,the servant with a basket walks the road
mountain emerges star a above high side the,a star emerges above the high mountain side,a star emerges above the high mountain side
to gate a a basket walks with woman,a woman with a basket walks to gate,a woman with a basket walks to gate
viper horned crawls a near stone brick the,a horned viper crawls near the stone brick,a horned viper crawls near the stone brick
youth a ring a in the finds lake,a youth finds a ring in the lake,a youth finds a ring in the lake
speaks a with king to god authority the,a king with authority speaks to the god,a king with authority speaks to the god
loaf a bread father gives of now a,a father gives a loaf of bread now,a father gives a loaf of bread now
the carries grain to city a town servant,a servant carries grain to the city town,a servant carries grain to the city town
beside sky under youth drinks lake water,youth drinks water beside lake under sky,youth drinks water beside lake under sky
scribe book writes the truth about a the,the scribe writes a book about the truth,the scribe writes a book about the truth
man finds skins with peace three fox the,the man with three fox skins finds peace,the man with three fox skins finds peace
scroll a the on scribe white papyrus writes,a scribe writes on the white papyrus scroll,the scribe writes on a white papyrus scroll
sky people under celebrate life and stars,people celebrate life under stars and sky,people celebrate life under stars and sky
a the carries shelter grain reed servant to,a servant carries grain to the reed shelter,a servant carries grain to the reed shelter
in the the life ka spirit remains house,the spirit ka remains in the house life,the spirit ka remains in the house life
power a speaks truth scribe the with of,a scribe speaks with the power of truth,a scribe speaks with the power of truth
the in life the finds spirit ka temple,the spirit ka finds life in the temple,the spirit ka finds life in the temple
great authority god to the gives king the,the god gives authority to the great king,the god gives authority to the great king
servant jar a for brings king milk the,the servant brings a milk jar for king,the servant brings a milk jar for king
see water people life become from scarab ripple,people see scarab become life from water ripple,people see scarab become life from water ripple
bird afterlife becomes the a soul in a,a soul becomes a bird in the afterlife,a soul becomes a bird in the afterlife
the is stone to used cut chisel a,a chisel is used to cut the stone,a chisel is used to cut the stone
house scroll scribe inside quietly reads,scribe reads scroll inside house quietly,scribe reads scroll inside house quietly
water people ripple scarab life from become see,people see scarab become life from water ripple,people see scarab become life from water ripple
build of house life a thousand the bricks,a thousand bricks build the house of life,a thousand bricks build the house of life
the sees under brick cobra the a youth,a youth sees the cobra under the brick,a youth sees the cobra under the brick
the of voice hears the people the scribe,the scribe hears the voice of the people,the scribe hears the voice of the people
of a is very the heart scribe sweet,the heart of a scribe is very sweet,the heart of a scribe is very sweet
three man skins fox in desert a finds,a man finds three fox skins in desert,a man finds three fox skins in desert
the from east the emerges storm sky great,the great storm emerges from the east sky,the great storm emerges from the east sky
god dwells at dawn underground rises and,god dwells underground and rises at dawn,god dwells underground and rises at dawn
hill across slope hare the desert the runs,the desert hare runs across the hill slope,the desert hare runs across the hill slope
is seen in temple face beautiful a the,a beautiful face is seen in the temple,a beautiful face is seen in the temple
all scroll papyrus the for the reads scribe,the scribe reads the papyrus scroll for all,the scribe reads the papyrus scroll scroll scroll for all
fills woman jar gently with child milk for,woman fills jar with milk for child gently,woman fills jar with milk for child gently
power god great with sky seated rules,seated god rules sky with great power,seated god rules sky with great power
house sweet of lord the the milk finds,the lord of the house finds sweet milk,the lord of the house finds sweet milk
a papyrus stroke scribe marks the single on,the scribe marks a single stroke on papyrus,the scribe marks a single stroke on papyrus
is strength father backbone of the his the,the backbone of the father is his strength,the backbone of the father is his strength
the of the sees lord things truth all,the lord of all things sees the truth,the lord of all things sees the truth
jar a finds man in a the sand,a man finds a jar in the sand,a man finds a jar in the sand
swallow town the flies a above city high,a swallow flies above the high city town,a swallow flies above the high city town
above a temple head bird sits the door,a bird head sits above the temple door,a bird head sits above the temple door
carries servant a a milk jar to temple,a servant carries a milk jar to temple,a servant carries a milk jar to temple
with god the man a of plows strength,a man plows with the strength of god,a man plows with the strength of god
city is the for bolt the door gate,the door bolt is for the city gate,the door bolt is for the city gate
river shelter the bank reed on a sits,a reed shelter sits on the river bank,a reed shelter sits on the river bank
the a club a house protects with man,a man with a club protects the house,a man with a club protects the house
twisted into rope binds man the flax a,a man binds the twisted flax into rope,a man binds the twisted flax into rope
king a upon sits of throne the power,a king sits upon the throne of power,a king sits upon the throne of power
a in reads book the scribe temple the,a scribe reads the book in the temple,a scribe reads the book in the temple
the shines of above gold house star the,the star shines above the house of gold,the star shines above the house of gold
clump a papyrus the green from flies swallow,a swallow flies from the green papyrus clump,a swallow flies from the green papyrus clump
the river holds at tethering boat the rope,the tethering rope holds the boat at river,the tethering rope holds the boat at river
scribe with plays king the a board senet,a scribe plays senet board with the king,a scribe plays senet board with the king
is very man the backbone of straight a,the backbone of a man is very straight,the backbone of a man is very straight
jars thousand a grain of people are for,a thousand jars of grain are for people,a thousand jars of grain are for people
strength stability god heart eternal peace and grants,god grants heart peace strength and stability eternal,god grants heart peace strength and stability eternal
carries the a in rack servant a jars,a servant carries the jars in a rack,a servant carries the jars in a rack
god woman the the of voice a hears,a woman hears the voice of the god,a woman hears the voice of the god
great east sky storm from the the emerges,the great storm emerges from the east sky,the great storm emerges from the east sky
head bird the brick sits on wall the,the bird head sits on the brick wall,the bird head sits on the brick wall
scribe uses the an for the adze wood,the scribe uses an adze for the wood,the scribe uses an adze for the wood
sky people watches god authority calm from with,god watches people from sky with calm authority,god watches people from sky with calm authority
reads papyrus inside woman scroll opens slowly and,woman opens papyrus scroll and reads slowly inside,woman opens papyrus scroll and reads slowly inside
a a throne the chisel man makes with,a man with a chisel makes the throne,a man with a chisel makes the throne
with the and man king eat will drink,the man will eat and drink with king,the man will eat and drink with king
the a basket with a walks road woman,a woman with a basket walks the road,a woman with a basket walks the road
ka finds the peace house the in spirit,the spirit ka finds peace in the house,the spirit ka finds peace in the house
gives to god king temple bread great offering,king gives offering bread to temple god great,king gives offering bread to temple god great
lake emerge thousand the from deep fish a,a thousand fish emerge from the deep lake,a thousand fish emerge from the deep lake
great sky from storm the the emerges east,the great storm emerges from the east sky,the great storm emerges from the east sky
man in sees the life truth the old,the old man sees the truth in life,the old man sees the truth in life
the authority man stone with finds brick the,the man with authority finds the stone brick,the man with authority finds the stone brick
coil a basket behind the of rope lies,a coil of rope lies behind the basket,a coil of rope lies behind the basket
every master of the truth sees the all,the master of all every sees the truth,the master of all every sees the truth
ancestors together pillar yearly with offerings people honor,people honor ancestors pillar with offerings yearly together,people honor ancestors pillar with offerings yearly together
gives god father to great offering bread temple,father gives bread offering to god great temple,father gives bread offering to god great temple
very a man of the backbone great is,the backbone of a man is very great,the backbone of a man is very great
fire by listens father speak calmly youth to,youth listens to father speak by fire calmly,youth listens to father speak by fire calmly
stone on scribe stroke every marks single a,a scribe marks every single stroke on stone,a scribe marks every single stroke on stone
heart feather truth of upon places god,god places feather of truth upon heart,god places feather of truth upon heart
flows river town bright under sky behind,river flows behind town under bright sky,river flows behind town under bright sky
of all power lord things the the gives,the lord of all things gives the power,the lord of all things gives the power
of souls the all sees the truth master,the master of all souls sees the truth,the master of all souls sees the truth
river people near road by cross town,people cross river by road near town,people cross river by road near town
the near moves water bank river the ripple,the water ripple moves near the river bank,the water ripple moves near the river bank
a to grain carries lord the great servant,a servant carries grain to the great lord,a servant carries grain to the great lord
the book scribe truth finds in a the,a scribe finds the truth in the book,a scribe finds the truth in the book
happy the the is old of man heart,the heart of the old man is happy,the heart of the old man is happy
of the the sweet house lord finds peace,the lord of the house finds sweet peace,the lord of the house finds sweet peace
over the high city flies town swallow a,a swallow flies over the high city town,a swallow flies over the high city town
water the finds a the in youth star,the youth finds a star in the water,the youth finds a star in the water
loaf a conical servant of bread gives a,a servant gives a conical loaf of bread,a servant gives a conical loaf of bread
loaf servant the to a the gives lord,the lord gives a loaf to the servant,the lord gives a loaf to the servant
uses scribe throne chisel a on a the,a scribe uses a chisel on the throne,a scribe uses a chisel on the throne
a scribe the uses chisel on throne the,the scribe uses a chisel on the throne,the scribe uses a chisel on the throne
sits handle brick basket a on the with,a basket with handle sits on the brick,a basket with handle sits on the brick
to mother the strong a youth gives birth,the mother gives birth to a strong youth,the mother gives birth to a strong youth
rack servant a jars brings a the in,a servant brings the jars in a rack,a servant brings the jars in a rack
stone field in a finds a the man,a man finds a stone in the field,a man finds a stone in the field
night riverbank snake people at near fear,people fear snake near riverbank at night,people fear snake near riverbank at night
flies the green clump from a papyrus swallow,a swallow flies from the green papyrus clump,a swallow flies from the green papyrus clump
old the the seated king with speaks man,the old man speaks with the seated king,the old man speaks with the seated king
water star a finds youth the the in,the youth finds a star in the water,the youth finds a star in the water
the child is a good heart of very,the heart of a child is very good,the heart of a child is very good
of the life enters ka the house spirit,the spirit ka enters the house of life,the spirit ka enters the house of life
thousand a bank stars the river above shine,a thousand stars shine above the river bank,a thousand stars shine above the river bank
a the a gives goddess to servant jar,a servant gives a jar to the goddess,a servant gives a jar to the goddess
in the field hare hides desert the green,the desert hare hides in the green field,the desert hare hides in the green field
on sits head the ox altar of the,the head of ox sits on the altar,the head of ox sits on the altar
fish a the great swim river thousand in,a thousand fish swim in the great river,a thousand fish swim in the great river
a man the cuts side chisel a with,a man with a chisel cuts the side,a man with a chisel cuts the side
heart a of the sweet very becomes man,the heart of a man becomes very sweet,the heart of a man becomes very sweet
with man cuts papyrus a a sickle the,a man cuts the papyrus with a sickle,a man cuts the papyrus with a sickle
hill swallow flies desert great from a the,a swallow flies from the great desert hill,a swallow flies from the great desert hill
to mother the a gives son beautiful birth,the mother gives birth to a beautiful son,the mother gives birth to a beautiful son
of truth finds the heart the master good,the master of truth finds the heart good,the master of truth finds the heart good
king like firm of stability stands pillar,king stands firm like pillar of stability,king stands firm like pillar of stability
near field a plows the the river servant,a servant plows the field near the river,a servant plows the field near the river
thick the under moves a clump snake papyrus,a snake moves under the thick papyrus clump,a snake moves under the thick papyrus clump
for flax god twisted a scribe binds the,a scribe binds the twisted flax for god,a scribe binds the twisted flax for god
rack a jars plays with in the youth,a youth plays with the jars in rack,a youth plays with the jars in rack
king leads people with a club a the,a king with a club leads the people,a king with a club leads the people
stool today sits a the upon mat scribe,a scribe sits upon the stool mat today,a scribe sits upon the stool mat today
great with master speaks old man the the,the old man speaks with the great master,the old man speaks with the great master
backbone god the truth of the is the,the backbone of the god is the truth,the backbone of the god is the truth
scribe town carries papyrus scroll carefully into today,scribe carries papyrus scroll into town carefully today,scribe carries papyrus scroll into town carefully today
the a of strength with man plows god,a man plows with the strength of god,a man plows with the strength of god
small sits upon the mat stool man a,a man sits upon the small stool mat,a man sits upon the small stool mat
of in god great life is the power,the great power of life is in god,the great power of life is in god
clump the sits beautiful bird papyrus on a,a beautiful bird sits on the papyrus clump,a beautiful bird sits on the papyrus clump
jar a milk carries servant for king a,a servant carries a milk jar for king,a servant carries a milk jar for king
woman a gate the sees basket a with,a woman with a basket sees the gate,a woman with a basket sees the gate
gives king great temple offering to bread god,king gives offering bread to temple god great,king gives offering bread to temple god great
woman of very the is sweet a heart,the heart of a woman is very sweet,the heart of a woman is very sweet
plant the water in lotus opens the morning,the lotus plant opens in the morning water,the lotus plant opens in the morning water
the house of the the master eats bread,the master of the house eats the bread,the master of the house eats the bread
sees heart the house master the of the,the master of the house sees the heart,the master of the house sees the heart
to the birth strong mother gives daughter a,the mother gives birth to a strong daughter,the mother gives birth to a strong daughter
large brick hides cobra a stone behind the,a cobra hides behind the large stone brick,a cobra hides behind the large stone brick
god on sacred rests temple inside quietly throne,god rests on throne inside sacred temple quietly,god rests on throne inside sacred temple quietly
a with hoe the field a man plows,a man plows the field with a hoe,a man plows the field with a hoe
carefully beside stone chisel block scribe sharpens,scribe sharpens chisel beside stone block carefully,scribe sharpens chisel beside stone block carefully
plays board youth game senet a a of,a youth plays a game of senet board,a youth plays a game of senet board
temple great sits gate the king behind a,a king sits behind the great temple gate,a king sits behind the great temple gate
father the youth to ring a gives a,a father gives a ring to the youth,a father gives a ring to the youth
life horizon emerges god bringing light and at,god emerges at horizon bringing light and life,god emerges at horizon bringing light and life
mirror woman with her sees a a face,a woman with a mirror sees her face,a woman with a mirror sees her face
a the upon seat king power of sits,a king sits upon the seat of power,a king sits upon the seat of power
his a gives father ring youth to a,a father gives a ring to his youth,a father gives a ring to his youth
man a sees the star in the sky,a man sees the star in the sky,a man sees the star in the sky
the door gate is bolt for the city,the door bolt is for the city gate,the door bolt is for the city gate
temple ka life in the finds spirit the,the spirit ka finds life in the temple,the spirit ka finds life in the temple
the animal belly lion is on ground a,a lion animal belly is on the ground,a lion animal belly is on the ground
the ox altar sits the head of on,the head of ox sits on the altar,the head of ox sits on the altar
king brings jar milk the for servant a,the servant brings a milk jar for king,the servant brings a milk jar for king
behind door lock a bolt the cobra sits,a cobra sits behind the door bolt lock,a cobra sits behind the door bolt lock
enters peace and safely door house opens man,man opens door and enters house safely peace,man opens door and enters house safely peace
over the clump a swallow flies papyrus green,a swallow flies over the green papyrus clump,a swallow flies over the green papyrus clump
wall thousand bricks house the build of a,a thousand bricks build the wall of house,a thousand bricks build the wall of house
great with old man the speaks god the,the old man speaks with the great god,the old man speaks with the great god
from god authority with watches sky people calm,god watches people from sky with calm authority,god watches people from sky with calm authority
to old the man the peace road walks,the old man walks the road to peace,the old man walks the road to peace
of becomes a bird the fire ka spirit,the spirit ka becomes a bird of fire,the spirit ka becomes a bird of fire
sweet the lord all of things peace finds,the lord of all things finds sweet peace,the lord of all things finds sweet peace
drinks under youth beside water lake sky,youth drinks water beside lake under sky,youth drinks water beside lake under sky
a gate high temple above star the is,a star is above the high temple gate,a star is above the high temple gate
gate woman to basket with a walks a,a woman with a basket walks to gate,a woman with a basket walks to gate
the back house the of home goes master,the master of the house goes back home,the master of the house goes back home
grain the offerings god of thousand gives a,the god gives a thousand offerings of grain,the god gives a thousand offerings of grain
of strengthens king great god with power backbone,god strengthens backbone of king with power great,god strengthens backbone of king with power great
scribe in a the the book finds house,the scribe finds a book in the house,the scribe finds a book in the house
during desert storm reed shelters man hut beneath,man shelters beneath reed hut during desert storm,man shelters beneath reed hut during desert storm
a milk jar for a carries altar servant,a servant carries a milk jar for altar,a servant carries a milk jar for altar
town bright behind river under sky flows,river flows behind town under bright sky,river flows behind town under bright sky
walks the to the temple old man gate,the old man walks to the temple gate,the old man walks to the temple gate
and with man hoe plows strength field,man plows field with hoe and strength,man plows field with hoe and strength
papyrus white scribe the writes on scroll a,a scribe writes on the white papyrus scroll,the scribe writes on a white papyrus scroll
the reed a sits shelter bird beautiful on,a beautiful bird sits on the reed shelter,a beautiful bird sits on the reed shelter
a gives loaf conical father to the child,the father gives a conical loaf to child,the father gives a conical loaf to child
god places heart upon of truth feather,god places feather of truth upon heart,god places feather of truth upon heart
