Scattered Input,Ground Truth,Reconstructed,CosSim
(ba) (ankh) / / deity god / upon face soul life beautiful good,beautiful / good face / upon soul (ba) life (ankh) god / deity,beautiful / good face / upon soul (ba) life (ankh) god,0.9892690777778625
/ king servant / authority (every) hear all / master he listen (lord),master (lord) / all (every) servant hear / listen authority he / king,master (lord) / all (every) servant hear / listen authority he / king,1.0
grandfather / pillar strength authority / stability power strong (djed) force,authority power strength / force strong pillar / grandfather stability (djed),strength / force power authority strong pillar / grandfather stability (djed),0.9900825619697571
horizon hill above star mountain sky desert,horizon star sky above desert hill mountain,horizon star sky above desert hill,0.9862226247787476
head above quail sky chick bird horizon of star,quail chick head of bird horizon sky star above,quail chick head of bird horizon sky star above,1.0
/ town house brick city stone adze,adze stone brick house city / town,adze stone brick house city / town,1.0
power / (every) master (lord) servant authority all,authority power master (lord) / all (every) servant,master (lord) / all (every) servant power authority,0.9829683303833008
thing good beautiful / (lord basket (ankh) / all) life,basket (lord / all) thing beautiful / good life (ankh),basket (lord / all) thing beautiful / good life (ankh),1.0
peace conical loaf (give) satisfy heart / bread,conical loaf (give) bread heart peace / satisfy,conical loaf (give) loaf (give) heart peace / satisfy,0.9692831039428711
/ town gate door house town city bolt,door bolt gate house city / town town,door bolt gate house city / town town,1.0000001192092896
eye star sky horizon sees sky,eye sees star sky horizon sky,eye sees horizon sky star,0.9793321490287781
father beautiful love / heart youth good,father love youth heart beautiful / good,father love youth heart beautiful / good,0.9999999403953552
pellet plows / field (tills) field grain hoe,field grain / pellet hoe plows (tills) field,grain / pellet field hoe plows (tills) field,0.9947533011436462
stone brick make / do strong forearm to,forearm strong to do / make stone brick,forearm strong to do / make stone brick,0.9999998807907104
god (spirit) heart deity ka (ankh) (ba) soul life /,god / deity ka (spirit) soul (ba) heart life (ankh),ka (spirit) soul (ba) heart life (ankh) god,0.9795429110527039
make thing / stone do throne hand to,hand to do / make thing stone throne,hand to do / make thing stone throne,1.0
owl snake sees bird emerge head of,head of bird owl sees snake emerge,head of bird owl sees snake emerge,1.0
strength / power / authority sedge he king force (king),he / king sedge (king) authority power strength / force,sedge (king) authority power strength / force,0.9675493240356445
/ fear / great god mighty horned deity snake viper,horned viper snake fear great / mighty god / deity,horned viper snake fear great / mighty god / deity,1.0000001192092896
vessel jar offering milk jar / altar peace,jar vessel milk jar offering peace / altar,vessel jar milk jar offering peace / altar,0.996775209903717
ripple clump shelter reed papyrus water lake,lake water ripple papyrus clump reed shelter,lake water ripple papyrus clump reed shelter,1.0
(ankh) soul sweet heart (ba) life lotus plant,lotus plant sweet life (ankh) soul (ba) heart,lotus plant sweet life (ankh) soul (ba) heart,1.0
gives good / father youth begets birth mother / beautiful,mother father gives birth / begets beautiful / good youth,father mother gives birth / begets beautiful / good youth,0.996284008026123
jar speak bread mouth eat drink vessel / /,mouth eat / drink / speak bread jar vessel,mouth eat / drink / speak bread jar vessel,1.0000001192092896
venerated man heart old peace satisfy / / marrow,old man venerated / marrow heart peace / satisfy,old man venerated / marrow heart peace / satisfy,1.0000001192092896
road / city opens / is found) (or town exists gate,opens / exists (or is found) gate road city / town,opens / exists (or is found) gate road city / town,1.0000001192092896
papyrus scribe scroll hand book writing / scribe,papyrus scroll book writing / scribe hand scribe,writing / scribe book papyrus scroll hand scribe,0.9924015998840332
/ listen he king hear authority king people /,people hear / listen authority he / king king,he / king hear / listen authority he / king people,0.9520131349563599
stability grandfather pillar authority / (djed) / strength power force,pillar / grandfather stability (djed) strength / force power authority,strength / force power authority pillar / grandfather stability (djed),0.9801899790763855
sky mountain (great) quail swallow chick above,quail chick swallow (great) sky above mountain,quail chick swallow (great) sky above mountain,1.0
reed shelter reed lake ripple leaf water river,reed leaf reed shelter lake river water ripple,reed leaf reed shelter lake water ripple river,0.9734622836112976
jars stone in ring vessel rack stone,ring stone vessel jars in rack stone,ring stone vessel jars in rack stone,1.0000001192092896
(truth/maat) hear scribe (ba) feather soul heart listen /,scribe hear / listen feather (truth/maat) heart soul (ba),scribe hear / listen feather (truth/maat) heart soul (ba),1.0000001192092896
love lotus sweet plant woman life (ankh) seated,seated woman love lotus plant sweet life (ankh),seated woman love lotus plant sweet life (ankh),0.9999999403953552
man house / seated board mat stool senet,senet board stool / mat seated man house,senet board stool / mat seated man house,1.0
(tills) field plant grain plows pellet sickle /,sickle plows (tills) field grain / pellet plant,sickle plows (tills) field grain / pellet plant,1.000000238418579
backbone / grandfather pillar rib side strong (djed) stability /,side / rib backbone strong stability (djed) pillar / grandfather,side / rib backbone strong stability (djed) pillar / grandfather,1.000000238418579
sky hill star mountain above desert horizon,sky horizon star above mountain desert hill,horizon star sky above desert hill mountain,0.9661687612533569
ripple hill snake desert slope water emerge,snake emerge desert hill slope water ripple,snake emerge desert hill slope water ripple,1.0000001192092896
(spirit) emerge soul (ba) star horizon ka sky,soul (ba) ka (spirit) emerge horizon sky star,soul (ba) emerge horizon sky star,0.936610758304596
/ / house town pillar grandfather (djed) stability city stone,stability (djed) pillar / grandfather house city / town stone,stability (djed) pillar / grandfather house city / town stone,1.0000001192092896
fear mighty great / fire storm deity / sky god,storm fire sky fear great / mighty god / deity,storm fire sky fear great / mighty god / deity,1.0
/ authority king people force strength power he /,strength / force power authority he / king people,strength / force power authority he / king people,1.0
/ coil do of to tethering make rope rope hand,tethering rope coil of rope hand to do / make,hand to do tethering rope coil of rope,0.9705049991607666
thousand offering altar jar bread milk / peace,thousand offering peace / altar bread milk jar,thousand offering peace / altar bread milk jar,1.0000001192092896
/ to retreat / town behind back gate return,to return / retreat behind / back gate town,to return / retreat behind / back gate town,1.0
lake ripple emerge snake desert hill water underground,underground lake water ripple snake emerge desert hill,underground lake water ripple snake emerge desert hill,1.0
mother (ankh) marrow venerated life father / youth,venerated / marrow father mother youth life (ankh),venerated / marrow father mother youth life (ankh),1.0
peace milk / satisfy jar deity jar vessel god /,vessel jar milk jar peace / satisfy god / deity,vessel jar milk jar peace / satisfy god / deity,1.0
west peace satisfy sky / heart horizon mountain,west mountain horizon sky peace / satisfy heart,west mountain horizon sky peace / satisfy heart,1.0000001192092896
single hand scribe papyrus book writing / stroke scroll,writing / scribe papyrus scroll book hand single stroke,writing / scribe papyrus scroll book single stroke hand,0.9844745397567749
venerated marrow become / man life (ankh) youth old,youth become old man venerated / marrow life (ankh),youth become old man life (ankh) venerated / marrow,0.9886600375175476
