Input,Target,Prediction
writing scribe / scribe papyrus hand scroll,scribe writing / scribe papyrus scroll hand,scribe writing / scribe papyrus scroll hand
man god voice hears,man hears god voice,man hears voice god
slope on hill face / town house brick (upon),face / on (upon) hill slope brick house town,face / on (upon) hill slope brick house town
slope hill water desert emerge ripple snake,snake emerge desert hill slope water ripple,snake emerge desert hill slope water ripple
sky sees star man,man sees star sky,man sees star sky
negation (no/not) strength great god mighty / deity fear / / force,negation (no/not) fear great / mighty god / deity strength / force,negation (no/not) fear great / mighty god / deity strength
kneels woman god before,woman kneels before god,woman kneels before god
he strength power / king authority force /,strength / force power authority he / king,strength / force power authority he / king
horizon desert mountain slope hill west,west mountain desert hill slope horizon,west mountain desert hill slope horizon
prayers people hears god,god hears prayers people,god hears prayers people
mountain storm slope hill sky fire,storm fire sky mountain hill slope,storm fire sky mountain hill slope
people servant commands king,king commands servant people,king commands servant people
emerge hill desert mountain cobra snake,cobra snake emerge desert hill mountain,cobra snake emerge desert hill mountain
horizon swallow sky (great) emerge star,swallow (great) emerge horizon sky star,swallow (great) emerge horizon sky star
of sees star eye head bird sky,head of bird eye sees star sky,head of bird eye sees star sky
guard king city commands,king commands city guard,king commands city guard
ripple snake lake horizon underground emerge water,underground lake water ripple snake emerge horizon,underground lake water ripple snake emerge horizon
hear / all servant master authority / listen (lord) king (every),master (lord) / all (every) servant hear / listen authority king,master (lord) / all (every) servant hear / listen authority king
people cross river bank,people cross river bank,people cross river bank
brick forearm to house big great do / make / strong,strong forearm to do / make great / big brick house,strong forearm to do / make great / big brick house
sacred people words hear,people hear sacred words,people hear sacred words
people live hill desert,people live desert hill,people live desert hill
(king) city sedge town / town people,sedge (king) people city / town town,sedge (king) people city / town town
speak mouth eat vessel drink bread / jar /,mouth eat / drink / speak bread jar vessel,mouth eat / drink / speak bread jar vessel
(lord (ankh) / / thing all) basket life good beautiful,basket (lord / all) thing beautiful / good life (ankh),basket (lord / all) thing beautiful / good life (ankh)
scribe hand (i seated me) man writing scribe book / /,seated man (i / me) book writing / scribe hand scribe,seated man (i / me) book writing / scribe hand scribe
coil of gate rope rope tethering,tethering rope coil of rope gate,tethering rope coil of rope gate
slope fire horizon storm sky mountain hill,storm fire sky mountain hill slope horizon,storm fire sky mountain hill slope horizon
chisel brick city stone house town adze / town,chisel adze stone brick house city / town town,chisel adze stone brick house city / town town
father life satisfy heart / peace / mother venerated marrow,venerated / marrow father mother heart peace / satisfy life,venerated / marrow father mother heart peace / satisfy life
hear people / he / king listen authority king,people hear / listen authority he / king king,people hear / listen authority he / king king
woman holds child placenta,woman holds child placenta,woman holds child placenta
god deity people praise,people praise god deity,people praise god deity
head pellet field of ox / grain,head of ox grain / pellet field,head of ox grain / pellet field
force god commands life,god commands life force,god commands life force
west slope horizon mountain desert hill,west mountain desert hill slope horizon,west mountain desert hill slope horizon
of sees star bird eye head,head of bird eye sees star,head of bird eye sees star
protects soul ba god,god protects soul ba,god protects soul ba
god throne on rests,god rests on throne,god rests on throne
mountain hill sky star hill desert horizon,horizon star sky mountain desert hill hill,horizon star sky mountain desert hill hill
strong gate makes king great,strong king makes great gate,strong king makes great gate
papyrus scroll book scribe writing hand scribe /,writing / scribe book papyrus scroll hand scribe,writing / scribe book papyrus scroll hand scribe
on throne rests god,god rests on throne,god rests on throne
child holds woman placenta,woman holds child placenta,woman holds child placenta
sacred words man writes,man writes sacred words,man writes sacred words
plant lotus woman peace love seated,seated woman love lotus plant peace,seated woman love lotus plant peace
god good heart life gives,good god gives life heart,good god gives life heart
road town foot riverbank ripple gate water,foot road town gate riverbank water ripple,foot road town gate riverbank water ripple
heart god lotus deity life plant (ankh) sweet /,lotus plant sweet life (ankh) heart god / deity,lotus plant sweet life (ankh) heart god / deity
sweet woman pours milk,woman pours sweet milk,woman pours sweet milk
old man speaks words wise,old man speaks wise words,old man speaks wise words
power king force great mighty / authority strength / he /,authority strength / force power he / king great / mighty,authority strength / force power he / king great / mighty
marrow life venerated father mother youth (ankh) /,venerated / marrow father mother youth life (ankh),venerated / marrow father mother youth life (ankh)
sedge he king above people (king) /,sedge (king) he / king above people,sedge (king) he / king above people
hears sound water ripple man,man hears sound water ripple,man hears sound water ripple
man mother old loves beautiful,beautiful mother loves old man,beautiful mother loves old man
good father heart / youth love beautiful,father love youth heart beautiful / good,father heart love beautiful / good youth
birth / father mother heart youth (ankh) gives begets life,father mother gives birth / begets youth life (ankh) heart,father mother gives birth / begets youth life (ankh) heart
god soul protects ba,god protects soul ba,god protects soul ba
do forearm to thing great strong hand mighty / make /,forearm strong hand to do / make thing great / mighty,forearm strong hand to do / make thing great / mighty
gate horizon opens god,god opens gate horizon,god opens gate horizon
road west horizon leads,road leads west horizon,road leads west horizon
great / king / he authority power king (king) sedge mighty,sedge (king) authority great / mighty power he / king king,sedge (king) he / king authority power great / mighty
sweet hears words woman,woman hears sweet words,woman hears sweet words
clump river shelter papyrus lake reed,reed shelter papyrus clump lake river,reed shelter papyrus clump lake river
life youth begets animal / birth belly gives (ankh),animal belly gives birth / begets youth life (ankh),animal belly gives birth / begets youth life (ankh)
grain (tills) field plant sickle plows pellet /,sickle plows (tills) field grain / pellet plant,sickle plows (tills) field grain / pellet plant
make / king seated do fire to great / storm god big /,seated god / king to do / make great / big storm fire,seated god / king to do / make great / big storm fire
(ba) feather / hear soul listen (truth/maat) heart scribe,scribe hear / listen feather (truth/maat) heart soul (ba),scribe hear / listen feather (truth/maat) heart soul (ba)
beyond rises god horizon eastern,god rises beyond eastern horizon,god rises beyond eastern horizon
back quail plant house chick / behind city / lotus town,quail chick behind / back lotus plant house city / town,quail chick behind / back lotus plant house city / town
king / (every) master he / town authority (lord) sedge all (king),sedge (king) authority he / king master (lord) / all (every) town,sedge (king) authority he / king master (lord) / all (every) town
cobra man snake sees,man sees cobra snake,man sees cobra snake
horned hill desert viper snake fear,horned viper snake fear desert hill,horned viper snake fear desert hill
power grants god throne,god grants power throne,god grants power throne
/ king power strength authority force he / sedge (king),he / king sedge (king) authority power strength / force,sedge (king) authority he / king power strength / force
(or road opens / exists is found) town,opens / exists (or is found) road town,opens / exists (or is found) road town
do / servant make brick to house,servant to do / make brick house,servant to do / make brick house
sickle cuts grain man,man cuts grain sickle,man cuts grain sickle
vessel jar offering milk jar / altar peace,jar vessel milk jar offering peace / altar,jar vessel milk jar offering peace / altar
of owl bird bird sees head,owl head of bird sees bird,owl head of bird sees bird
behind / city town mighty / great back / cobra gate,great / mighty cobra behind / back gate city / town,great / mighty cobra behind / back gate city / town
king crook power holds,king holds crook power,king holds crook power
force power strength grants god,god grants power strength force,god grants power strength force
sickle ripe field grain cuts,sickle cuts ripe field grain,sickle cuts ripe field grain
strong grants strength god,god grants strength strong,god grants strength strong
wears power crown king,king wears crown power,king wears crown power
(lord / thing good / basket all) beautiful,basket (lord / all) thing beautiful / good,basket (lord / all) thing beautiful / good
rope of flax twisted coil rope,twisted flax rope coil of rope,twisted flax rope coil of rope
sky man star sees,man sees star sky,man sees star sky
protects people king city,king protects city people,king protects city people
sky horizon desert above mountain hill,horizon above desert hill mountain sky,sky above mountain desert hill
god sees town every great,every town sees great god,every town sees great god
all power / servant (every) master authority (lord),authority power master (lord) / all (every) servant,authority power master (lord) / all (every) servant
people god deity praise,people praise god deity,people praise god deity
before gather temple gate people,people gather before temple gate,people gather before temple gate
basket god life thing (ankh) all) / good / beautiful (lord,basket (lord / all) thing beautiful / good life (ankh) god,basket (lord / all) thing beautiful / good life (ankh) god
maat god order commands,god commands order maat,god commands order maat
eye god through sees,god sees through eye,god sees through eye
beautiful old mother loves man,beautiful mother loves old man,beautiful mother loves old man
viper fear people horned,people fear horned viper,people fear horned viper
upon sky star beautiful good face / horizon / sees,beautiful / good face / upon sees horizon sky star,beautiful / good face / upon sees horizon sky star
god gives water life,god gives water life,god gives water life
big great riverbank upon city / house road / town face /,great / big house face / upon riverbank road city / town,great / big house face / upon riverbank road city / town
desert snake mountain hill cobra emerge,cobra snake emerge desert hill mountain,cobra snake emerge desert hill mountain
peace / vessel milk jar jar satisfy,vessel jar milk jar peace / satisfy,vessel jar milk jar peace / satisfy
sky mountain desert horizon hill above,horizon above desert hill mountain sky,storm above desert hill mountain sky
vessel ring tethering jars stone rope,tethering rope ring stone vessel jars,tethering rope ring stone vessel jars
(king) people / authority great / sedge he mighty king,sedge (king) he / king great / mighty authority people,sedge (king) he / king great / mighty authority people
soul great loves every peace,every soul loves great peace,every soul loves great peace
river from man drinks,man drinks from river,man drinks from river
makes strong king gate great,strong king makes great gate,strong king makes great gate
grandfather pillar / (djed) house stability / town town city,stability (djed) pillar / grandfather house city / town town,stability (djed) pillar / grandfather house city / town town
god throne seated rules eternal,seated god rules eternal throne,seated god rules eternal throne
heart man listen hear god,man hear listen heart god,man hear listen heart god
great sky deity fire / mighty / god fear storm,storm fire sky fear great / mighty god / deity,storm fire sky fear great / mighty god / deity
field pellet plows (tills) / grain hoe field,grain / pellet field hoe plows (tills) field,field grain / pellet hoe plows (tills) field
ripple lake shelter water reed papyrus clump,lake water ripple papyrus clump reed shelter,lake water ripple papyrus clump reed shelter
great / fear king he snake / cobra deity god mighty /,cobra snake fear great / mighty god / deity he / king,cobra snake fear great / mighty god / deity he / king
man ripple sound hears water,man hears sound water ripple,man hears sound water ripple
near riverbank people settle town,people settle near riverbank town,people settle near riverbank town
silent during cries owl night,owl cries during silent night,owl cries during silent night
adze man shapes wood,man shapes wood adze,man shapes wood adze
sweet woman words hears,woman hears sweet words,woman hears sweet words
plants papyrus man clump,man plants papyrus clump,man plants papyrus clump
hill cross people desert road,people cross road desert hill,people cross road desert hill
town town (djed) city stability house grandfather / / pillar,stability (djed) pillar / grandfather house city / town town,stability (djed) pillar / grandfather house city / town town
guards city gate god,god guards city gate,god guards city gate
swallow sky beautiful (great) / horizon good emerge,swallow (great) emerge horizon sky beautiful / good,swallow (great) emerge horizon sky beautiful / good
man sees face seated god,seated god sees man face,seated god sees man face
swallow river riverbank lake clump papyrus,lake riverbank papyrus clump river swallow,lake riverbank papyrus clump river swallow
stone chisel brick city house adze,adze chisel stone brick house city,adze chisel stone brick house city
mountain behind great river hill,great river behind mountain hill,great river behind mountain hill
city thing town stroke / people single stroke (plural marker),single stroke stroke (plural marker) thing people city / town,single stroke stroke (plural marker) thing people city / town
stone pillar lifts man,man lifts stone pillar,man lifts stone pillar
follows town woman road,woman follows road town,woman follows road town
mother begets / youth life gives father birth,father mother gives birth / begets youth life,father mother gives birth / begets youth life
heart listen man hear god,man hear listen heart god,man hear listen heart god
chick bird above horizon of quail star head sky,quail chick head of bird horizon sky star above,quail chick head of bird horizon sky star above
hoe (tills) field pellet grain field plows /,field grain / pellet hoe plows (tills) field,grain / pellet field hoe plows (tills) field
stability strengthens backbone god,god strengthens backbone stability,god strengthens backbone stability
chisel make do adze / stone to,adze chisel to do / make stone,adze chisel to do / make stone
sweet plant / love / peace lotus beautiful satisfy good heart,heart love beautiful / good lotus plant sweet peace / satisfy,heart love beautiful / good lotus plant sweet peace / satisfy
tills soil man plows,man tills soil plows,man tills soil plows
ankh father gives life,father gives life ankh,father gives life ankh
jar ripple water man carries,man carries jar water ripple,man carries jar water ripple
seat / / big great adze stone throne chisel,adze chisel stone seat / throne great / big,adze chisel stone seat / throne great / big
woman beautiful life loves,woman loves beautiful life,woman loves beautiful life
city road town walks woman,woman walks road city town,woman walks road city town
(ba) heart venerated old soul marrow father man /,old man venerated / marrow father heart soul (ba),old man venerated / marrow father heart soul (ba)
sacred shrine protects king,king protects sacred shrine,king protects sacred shrine
/ town gives birth begets authority strength / force,authority strength / force gives birth / begets town,authority strength / force gives birth / begets town
great mighty power (king) authority / sedge,sedge (king) authority great / mighty power,sedge (king) authority great / mighty power
drink soul (ba) speak / feather man eat / (truth/maat) old heart,old man eat / drink / speak heart feather (truth/maat) soul (ba),old man eat / drink / speak heart feather (truth/maat) soul (ba)
(great) head sky swallow bird horizon quail chick of,quail chick head of bird swallow (great) sky horizon,quail chick head of bird swallow (great) sky horizon
life (ankh) star / scarab become mighty great /,scarab / become life (ankh) great / mighty star,scarab / become life (ankh) great / mighty star
loves truth heart maat,heart loves truth maat,heart loves truth maat
/ / lord do peace make / to king he town satisfy every /,he / king to do / make peace / satisfy lord / every town,he / king to do / make peace / satisfy lord / every town
/ fox skins cloth master (lord) (every) folded three all thing,three fox skins folded cloth thing master (lord) / all (every),three fox skins folded cloth thing great / mighty
god gives heart peace,god gives heart peace,god gives heart peace
/ beautiful / sky big star sees great youth good,beautiful / good youth sees great / big star sky,beautiful / good youth sees great / big star sky
renews cycle god life,god renews life cycle,god renews life cycle
life god ankh breathes,god breathes life ankh,god breathes life ankh
/ loaf vessel jar eat of speak / drink bread mouth,mouth eat / drink / speak loaf of bread jar vessel,mouth eat / drink / speak loaf of bread jar vessel
star horizon above sky mountain above west,west mountain horizon sky star above above,west mountain horizon sky star above above
temple builds great king,king builds great temple,king builds great temple
(tills) plows / grain hoe field field pellet,grain / pellet field hoe plows (tills) field,field grain / pellet hoe plows (tills) field
birth god youth gives great,great god gives birth youth,great god gives birth youth
offering woman temple brings,woman brings offering temple,woman brings offering temple
king great builds temple,king builds great temple,king builds great temple
man toward west walks,man walks toward west,man walks toward west
king listen authority (lord) servant (every) all hear master / /,master (lord) / all (every) servant hear / listen authority king,master (lord) / all (every) servant hear / listen authority king
rises lotus plant from water,lotus plant rises from water,lotus plant rises from water
beautiful youth old becomes man,beautiful youth becomes old man,beautiful youth becomes old man
from people drink jar,people drink from jar,people drink from jar
love life plant (ankh) lotus woman seated sweet,seated woman love lotus plant sweet life (ankh),seated woman love lotus plant sweet life (ankh)
good beautiful (lord basket (ankh) thing / / life all),basket (lord / all) thing beautiful / good life (ankh),basket (lord / all) thing beautiful / good life (ankh)
honor man people old,people honor old man,people honor old man
on house brick (upon) stone slope hill face /,face / on (upon) hill slope brick house stone,face / on (upon) hill slope brick house stone
/ begets animal placenta belly gives birth,animal belly placenta gives birth / begets,animal belly placenta gives birth / begets
dwell people mountain near,people dwell near mountain,people dwell near mountain
loves peace every soul great,every soul loves great peace,every soul loves great peace
peak mountain shines above star,star shines above mountain peak,star shines above mountain peak
/ to tethering make do rope hand of rope coil,tethering rope coil of rope hand to do / make,tethering rope coil of rope hand to do / make
god controls sky storm,god controls storm sky,god controls storm sky
walks face woman upon,woman walks face upon,woman walks face upon
snake water river emerge underground ripple,underground snake emerge water ripple river,underground snake river water ripple emerge
back / gate behind to return / retreat,to return / retreat behind / back gate,to return / retreat behind / back gate
people plant offer lotus,people offer lotus plant,people offer lotus plant
hill behind man walks,man walks behind hill,man walks behind hill
god heart gives life good,good god gives life heart,good god gives life heart
me) scribe book seated (i man /,seated man (i / me) scribe book,seated man (i / me) scribe book
soul life (ba) peace (ankh) / (satisfied) content heart god,heart peace / content (satisfied) soul (ba) life (ankh) god,heart peace / content (satisfied) soul (ba) life (ankh) god
master all / servant hear authority listen king / (every) (lord),master (lord) / all (every) servant hear / listen authority king,master (lord) / all (every) servant hear / listen authority king
/ seat / great king he throne big /,he / king seat / throne great / big,he / king seat / throne great / big
child holds placenta woman,woman holds child placenta,woman holds child placenta
land god mountain creates,god creates mountain land,god creates mountain land
town road city (or found) exists / gate opens / is,opens / exists (or is found) gate road city / town,opens / exists (or is found) gate road town city / town
man swallow sky watches,man watches swallow sky,man watches swallow sky
/ hand to writing scribe do / reed make book leaf,reed leaf writing / scribe hand to do / make book,reed leaf writing / scribe hand to do / make book
writing scribe / scroll papyrus scribe hand,scribe writing / scribe papyrus scroll hand,scribe writing / scribe papyrus scroll hand
rack stone vessel jars stone in ring throne,ring stone vessel jars in rack stone throne,ring stone vessel jars in rack stone throne
to back / gate retreat behind return town /,to return / retreat behind / back gate town,to return / retreat behind / back gate town
stone god mountain shapes,god shapes stone mountain,god shapes stone mountain
make brick do city / stone man to / house town,man to do / make house brick stone city / town,man to do / make house brick stone city / town
beautiful become (ankh) sweet / plant lotus good life,beautiful / good lotus plant become sweet life (ankh),beautiful / good lotus plant become sweet life (ankh)
city / behind back gate great town mighty cobra / /,great / mighty cobra behind / back gate city / town,great / mighty cobra behind / back gate city / town
town people near settle riverbank,people settle near riverbank town,people settle near riverbank town
sees face beautiful woman,woman sees beautiful face,woman sees beautiful face
horizon beautiful good / life sky emerge (ankh) swallow (great),swallow (great) emerge horizon sky beautiful / good life (ankh),swallow (great) emerge horizon sky beautiful / good life (ankh)
man stone lifts pillar,man lifts stone pillar,man lifts stone pillar
hear sacred people words,people hear sacred words,people hear sacred words
/ book papyrus reed writing leaf scroll scribe hand,reed leaf writing / scribe papyrus scroll book hand,reed leaf writing / scribe papyrus scroll book hand
river papyrus clump shelter reed lake,reed shelter papyrus clump lake river,reed shelter papyrus clump lake river
to hand make / thing thing do,hand to do / make thing thing,hand to do / make thing thing
stone pillar lifts man,man lifts stone pillar,man lifts stone pillar
thing / forearm to make do strong,forearm strong to do / make thing,forearm strong to do / make thing
papyrus river lake ripple water clump,river water ripple lake papyrus clump,river water ripple lake papyrus clump
of rope tethering coil rope riverbank,coil of rope tethering rope riverbank,coil of rope tethering rope riverbank
town foot town gate riverbank / city road,foot road town city / town gate riverbank,foot road town city / town gate riverbank
fire fear / mighty god (no/not) negation / deity great storm,negation (no/not) fear storm fire great / mighty god / deity,negation (no/not) fear storm fire great / mighty god / deity
opens gate god horizon,god opens gate horizon,god opens gate horizon
loaf drink speak / eat mouth bread of vessel jar /,mouth eat / drink / speak loaf of bread jar vessel,mouth eat / drink / speak loaf of bread jar vessel
plows (ankh) sickle (tills) field life,sickle plows (tills) field life (ankh),sickle plows (tills) field life (ankh)
life (ankh) venerated good youth marrow mother / beautiful / father,venerated / marrow father mother youth life (ankh) beautiful / good,venerated / marrow father mother youth life (ankh) beautiful / good
exists road / town opens found) is (or,opens / exists (or is found) road town,opens / exists (or is found) road town
above mountain shines peak star,star shines above mountain peak,star shines above mountain peak
make thing / stone do throne hand to,hand to do / make thing stone throne,hand to do / make thing stone throne
(djed) pillar rib / side / stability strong grandfather backbone,side / rib backbone strong stability (djed) pillar / grandfather,side / rib backbone strong stability (djed) pillar / grandfather
(djed) / backbone power strong rib stability side,side / rib backbone strong power stability (djed),side / rib backbone strong power stability (djed)
scribe scroll writing single hand papyrus / stroke book,writing / scribe papyrus scroll book hand single stroke,writing / scribe papyrus scroll book hand single stroke
great town god sees every,every town sees great god,every town sees great god
owl sees night man,man sees owl night,man sees owl night
head sees sky bird of eye star,head of bird eye sees star sky,head of bird eye sees star sky
sky behind emerge good / beautiful (ba) soul / horizon back,beautiful / good soul (ba) emerge behind / back sky horizon,beautiful / good soul (ba) river sky
god storm sends sky fire,god sends fire storm sky,god sends fire storm sky
cuts sickle ripe grain field,sickle cuts ripe field grain,sickle cuts ripe field grain
heart feather (ba) drink old (truth/maat) / man eat soul / speak,old man eat / drink / speak heart feather (truth/maat) soul (ba),old man eat / drink / speak heart feather (truth/maat) soul (ba)
sees face woman upon beauty,woman sees beauty face upon,woman sees beauty face upon
seated love peace woman / (ankh) life lotus plant satisfy,seated woman love lotus plant peace / satisfy life (ankh),seated woman love lotus plant peace / satisfy life (ankh)
swallow chick sky quail above mountain (great),quail chick swallow (great) sky above mountain,quail chick swallow (great) sky above mountain
good mother life gives youth,good mother gives life youth,good mother gives life youth
gate (djed) house bolt door stability,door bolt gate stability (djed) house,door bolt gate stability (djed) house
bird of head quail horizon chick,quail chick head of bird horizon,quail chick head of bird horizon
strong hand brick cut town city stone /,strong hand cut stone brick city / town,strong hand cut stone brick city / town
house gate god protects,god protects house gate,god protects house gate
life god gives great,great god gives life,great god gives life
hill sky star desert horizon mountain hill,horizon star sky mountain desert hill hill,horizon star sky mountain desert hill hill
god power throne grants,god grants power throne,god grants power throne
temple mountain guards sacred,mountain guards sacred temple,mountain guards sacred temple
town king rules city,king rules city town,king rules town city
man god voice hears,man hears voice god,man hears voice god
heart life makes beautiful good,good heart makes beautiful life,good heart makes beautiful life
life youth gives mother good,good mother gives life youth,good mother gives life youth
beautiful lotus plant loves woman,beautiful woman loves lotus plant,beautiful woman loves lotus plant
shelter ripple leaf lake reed river reed water,reed leaf reed shelter lake river water ripple,reed leaf reed shelter lake river water ripple
gives peace heart god,god gives heart peace,god gives heart peace
through sees eye god,god sees through eye,god sees through eye
feather truth maat weighs heart,feather maat weighs heart truth,feather maat weighs heart truth
maat heart truth loves,heart loves truth maat,heart loves truth maat
storm man fears desert,man fears desert storm,man fears desert storm
lifts sky god above,god lifts sky above,god lifts sky above
water ripple drinks woman jar,woman drinks water ripple jar,woman drinks water ripple jar
(ba) hear venerated father marrow / heart soul,venerated / marrow father hear heart soul (ba),venerated / marrow father hear heart soul (ba)
ripple snake river water underground emerge,underground snake emerge water ripple river,underground snake river water ripple emerge
satisfied gives peace god,god gives peace satisfied,god gives peace satisfied
father venerated marrow deity star sees god / / sky,venerated / marrow father sees god / deity star sky,venerated / marrow father sees god / deity star sky
crown king power wears,king wears crown power,king wears crown power
mother people honor life father,people honor father mother life,people honor father mother life
writing papyrus opens woman scroll,woman opens papyrus scroll writing,woman opens papyrus scroll writing
writing opens papyrus scroll woman,woman opens papyrus scroll writing,woman opens papyrus scroll writing
feather heart weighs maat truth,feather maat weighs heart truth,feather maat weighs heart truth
life gives youth good mother,good mother gives life youth,good mother gives life youth
man swallow sky watches,man watches swallow sky,man watches swallow sky
city woman road walks town,woman walks road city town,woman walks road city town
river reed papyrus clump lake shelter,reed shelter lake papyrus clump river,reed shelter papyrus clump lake river
near river live people,people live near river,people live near river
power king speaks words,king speaks words power,king speaks words power
strong makes house brick forearm,strong forearm makes brick house,strong forearm makes brick house
loaf man eats bread,man eats loaf bread,man eats loaf bread
force strength power grants god,god grants power strength force,god grants power strength force
basket (lord all) / / great thing big,basket (lord / all) thing great / big,basket (lord / all) thing great / big
hears man owl,man hears owl,man hears owl
horizon desert hill sky above mountain slope,sky above mountain desert hill slope horizon,sky above mountain desert hill slope horizon
field man land plows,man plows land field,man plows land field
king city sees town great,great king sees city town,great king sees city town
/ (ba) soul god (ankh) life ka (spirit) deity heart,ka (spirit) soul (ba) heart life (ankh) god / deity,ka (spirit) soul (ba) heart life (ankh) god / deity
desert sky hill slope mountain field above,sky above mountain desert hill slope field,sky above mountain desert hill slope field
god man sees heart,god sees heart man,god sees heart man
holds field man hoe,man holds hoe field,man holds hoe field
town town / city road town gate,road city / town gate town town,road city / town gate town town
life gives youth mother good,good mother gives life youth,good mother gives life youth
power force he / strength authority / king people,strength / force power authority he / king people,strength / force power authority he / king people
sky (great) beautiful horizon good swallow / emerge,swallow (great) emerge horizon sky beautiful / good,swallow (great) emerge horizon sky beautiful / good
seated throne king sits,king sits seated throne,king sits seated throne
marrow father / life venerated mother satisfy / peace heart,venerated / marrow father mother heart peace / satisfy life,venerated / marrow father mother heart peace / satisfy life
rebirth becomes scarab god,god becomes scarab rebirth,god becomes scarab rebirth
/ / gives belly youth birth animal placenta good beautiful begets,animal belly placenta gives birth / begets beautiful / good youth,animal belly placenta gives birth / begets beautiful / good youth
exists opens / (or is found) gate road,opens / exists (or is found) gate road,opens / exists (or is found) gate road
people gate temple before gather,people gather before temple gate,people gather before temple gate
man door wooden opens,man opens wooden door,man opens wooden door
carries woman milk jar,woman carries milk jar,woman carries milk jar
god ba renews soul,god renews soul ba,god renews soul ba
grain tends woman pellet,woman tends grain pellet,woman tends grain pellet
emerge swallow water (great) ripple horizon,swallow (great) emerge horizon water ripple,swallow (great) emerge horizon water ripple
ripple water drinks woman,woman drinks water ripple,woman drinks water ripple
(tills) life sickle field plows (ankh),sickle plows (tills) field life (ankh),ed shelter life (ankh) field
woman beautiful sees face,woman sees beautiful face,woman sees beautiful face
mighty mountain / hill behind / storm desert great back,great / mighty storm behind / back desert hill mountain,great / mighty storm behind / back desert hill mountain
he people / / listen king authority hear king,people hear / listen authority he / king king,people hear / listen authority he / king king
father beautiful love / heart youth good,father love youth heart beautiful / good,father love youth heart beautiful / good
gives god king offering,king gives offering god,king gives offering god
king city commands guard,king commands city guard,king commands city guard
path follow divine people,people follow divine path,people follow divine path
emerge (ankh) water life ripple field river,life (ankh) emerge water ripple river field,life (ankh) emerge water ripple river field
god king gives offering,king gives offering god,king gives bread offering god
king seat throne sits,king sits seat throne,king sits seat throne
becomes renewal life scarab cycle,scarab becomes life cycle renewal,scarab becomes life cycle renewal
life belly / gives birth begets placenta animal,animal belly placenta gives birth / begets life,animal belly placenta gives birth / begets life
three fox all thing / (every) cloth master folded skins (lord),three fox skins folded cloth thing master (lord) / all (every),three fox skins folded cloth thing great / mighty
man god hears voice,god hears voice man,man hears voice god
with handle jar milk vessel basket,basket with handle milk jar vessel,basket with handle milk jar vessel
door gate bolt / city town house town,door bolt gate house city / town town,door bolt gate house city / town town
soul protects god ba,god protects soul ba,god protects soul ba
/ authority (every) power all (lord) master servant,authority power master (lord) / all (every) servant,authority power master (lord) / all (every) servant
gate road foot ripple riverbank town water,foot road town gate riverbank water ripple,foot road town gate riverbank water ripple
woman gate stands near,woman stands near gate,woman stands near gate
/ force rib side power strength / backbone,side / rib backbone strength / force power,side / rib backbone strength / force power
clump papyrus lake reed river shelter,reed shelter lake papyrus clump river,reed shelter papyrus clump lake river
horizon emerges from god,god emerges from horizon,god emerges from horizon
mighty / great he king king sedge authority power / (king),sedge (king) authority great / mighty power he / king king,sedge (king) authority great / mighty power he / king king
sacred shrine king protects,king protects sacred shrine,king protects sacred shrine
god rules great sky,great god rules sky,great god rules sky
sits throne power king seat,king sits seat throne power,king sits seat throne power
river bank people cross,people cross river bank,people cross river bank
return back / gate behind to retreat /,to return / retreat behind / back gate,to return / retreat behind / back gate
handle man carries basket,man carries basket handle,man carries basket handle
ripple great water riverbank upon,great riverbank upon water ripple,great riverbank upon water ripple
mighty / he loaf great king conical (give) / servant power,he / king conical loaf (give) power great / mighty servant,he / king conical loaf (give) power great / mighty servant
god people gives life,god gives life people,god gives life people
cross plain open people,people cross open plain,people cross open plain
hears heart good scribe truth,good scribe hears truth heart,good scribe hears truth heart
people cross bank river,people cross river bank,people cross river bank
(ankh) satisfy life soul peace (spirit) heart / ka (ba),ka (spirit) soul (ba) life (ankh) heart peace / satisfy,ka (spirit) soul (ba) life (ankh) heart peace / satisfy
god sky great rules,great god rules sky,great god rules sky
water river ripple underground snake emerge,underground snake emerge water ripple river,underground snake river water ripple emerge
placenta animal gives begets belly / birth,animal belly placenta gives birth / begets,animal belly placenta gives birth / begets
mother venerated / peace satisfy marrow heart / (ba) soul,venerated / marrow mother heart soul (ba) peace / satisfy,venerated / marrow mother heart soul (ba) peace / satisfy
breathes ankh god life,god breathes life ankh,god breathes life ankh
west road follow people,people follow road west,people follow road west
king (king) (every) he authority all master (lord) town / sedge /,sedge (king) authority he / king master (lord) / all (every) town,sedge (king) authority he / king master (lord) / all (every) town
conical eats loaf man,man eats conical loaf,man eats conical loaf
milk pours offering woman,woman pours milk offering,woman pours milk offering
man cuts sickle grain,man cuts grain sickle,man cuts grain sickle
grants life people god,god grants life people,god grants life people
listen / sweet woman seated hear soul heart (ba),seated woman hear / listen sweet heart soul (ba),seated woman hear / listen sweet heart soul (ba)
life heart soul deity / god (ankh),god / deity life (ankh) heart soul,god / deity life (ankh) heart soul
throne / he / great king big seat /,he / king seat / throne great / big,he / king seat / throne great / big
force god commands life,god commands life force,god commands life force
voice man hears god,man hears god voice,man hears god voice
man heart hear listen god,man hear listen heart god,man hear listen heart god
/ pellet peace thousand / altar offering grain,thousand grain / pellet offering peace / altar,thousand grain / pellet offering peace / altar
chisel / big adze throne seat great stone / mighty,chisel adze stone seat / throne great / big mighty,chisel adze stone seat / throne great / big mighty
