Input,Target,Prediction
youth sees swallow (great),youth sees swallow (great),youth sees swallow (great)
king lake loves,king loves lake,king loves lake
power world shapes,power shapes world,power shapes world
offering temple placed,offering placed temple,offering placed temple
water vessel floats,vessel floats water,vessel floats water
stone / pillar grandfather,stone pillar / grandfather,stone pillar / grandfather
desert sees hill man,man sees desert hill,man sees desert hill
snake man sees,man sees snake,man sees snake
peace order gives,order gives peace,order gives peace
ankh life ka,life ankh ka,life ankh ka
stability / pillar grandfather,pillar / grandfather stability,pillar / grandfather stability
adze gives servant,servant gives adze,servant gives adze
/ king throne seat,seat / throne king,seat / throne king
fear of god,fear of god,fear of god
power strength gives,power gives strength,power gives strength
god temple holds,temple holds god,temple holds god
sees eye woman,woman sees eye,woman sees eye
ka holds heart,heart holds ka,heart holds ka
fear power people,people fear power,people fear power
father viper sees horned,father sees horned viper,father sees horned viper
woman hears god,woman hears god,woman hears god
(ba) west soul,soul (ba) west,soul (ba) west
ba soul life,soul ba life,soul ba life
peace / satisfy god,peace / satisfy god,peace / satisfy god
hears night owl,owl hears night,owl hears night
judges (truth/maat) heart feather,feather (truth/maat) judges heart,feather (truth/maat) judges heart
senet board sees youth,youth sees senet board,youth sees senet board
near hill desert,hill near desert,hill near desert
city river behind,city behind river,city behind river
rib / side sees servant,servant sees side / rib,servant sees side / rib
power great king,great king power,great king power
gives plant grain,plant gives grain,plant gives grain
ankh god gives,god gives ankh,god gives ankh
rope snake coils,snake coils rope,rope coils snake
behind lake mountain,lake behind mountain,lake behind mountain
god life ankh,ankh life god,ankh life god
underground holds west,west holds underground,west holds underground
life road (ankh) upon,life (ankh) upon road,life (ankh) upon road
cobra people fear,people fear cobra,people fear cobra
city big great,great big city,great big city
mother sees forearm,mother sees forearm,mother sees forearm
king seated god,king seated god,king seated god
gives storm fear,storm gives fear,storm gives fear
fear authority god,fear god authority,fear god authority
father loves child,father loves child,father loves child
strength force youth,youth strength force,youth strength force
temple pillar stone,temple stone pillar,temple stone pillar
stone builds temple,stone builds temple,stone builds temple
holds writing book,book holds writing,book holds writing
king sees town,king sees town,king sees town
city town people,city town people,city town people
house people build,people build house,people build house
behind river lake,river behind lake,river behind lake
gate man makes,man makes gate,man makes gate
behind wall gate,gate behind wall,gate behind wall
writes authority scribe,scribe writes authority,scribe writes authority
west soul underground,underground west soul,underground west soul
fear god people,people fear god,people fear god
writing book preserves,book preserves writing,book preserves writing
words mouth speaks,mouth speaks words,mouth speaks words
offering bring people,people bring offering,people bring offering
/ throne seat king,seat / throne king,seat / throne king
makes king temple,king makes temple,king makes temple
plows riverbank man,man plows riverbank,man plows riverbank
(truth/maat) feather heart,heart feather (truth/maat),heart feather (truth/maat)
pellet jar grain / fills,grain / pellet fills jar,grain / pellet fills jar
throne / deity seat,seat / throne deity,seat / throne deity
holds heart ka,heart holds ka,heart holds ka
father offering makes,father makes offering,father makes offering
pilgrims hears god,god hears pilgrims,god hears pilgrims
hoe sees man,man sees hoe,man sees hoe
town guards wall,wall guards town,wall guards town
drink mouth eats,mouth eats drink,mouth eats drink
god grants favor,god grants favor,god grants favor
underground (spirit) ka,ka (spirit) underground,ka (spirit) underground
face eye sees,eye sees face,eye sees face
river feeds field,river feeds field,river feeds field
mountain sky above,sky above mountain,sky above mountain
people seated man,people seated man,people seated man
seated king god /,seated god / king,seated god / king
upon temple face,temple face upon,face upon temple
he authority king,he king authority,he king authority
god hear listen /,god hear / listen,god hear / listen
of strength god,strength of god,strength of god
book kept temple,book kept temple,book kept temple
old / man marrow venerated,old man venerated / marrow,old man venerated / marrow
(ba) soul west,soul (ba) west,soul (ba) west
door opens bolt,door bolt opens,door bolt opens
king throne sedge,throne king sedge,throne king sedge
water vessel ripple,vessel water ripple,vessel water ripple
rack in house,rack in house,rack in house
becomes heart strong,heart becomes strong,heart becomes strong
eats man loaf bread of,man eats loaf of bread,man eats loaf of bread
hoe tills field,hoe tills field,hoe tills field
boat crosses river,boat crosses river,boat crosses river
soul lives ba,soul ba lives,soul ba lives
senet sees servant board,servant sees senet board,servant sees senet board
god sky makes,god makes sky,god makes sky
life (ankh) gives god,god gives life (ankh),god gives life (ankh)
god become to,to become god,to become god
papyrus father clump cuts,father cuts papyrus clump,father cuts papyrus clump
sees skins three fox scribe,scribe sees three fox skins,scribe sees three fox skins
king mountain sees,king sees mountain,king sees mountain
youth drinks ripple water,youth drinks water ripple,youth drinks water ripple
above altar fire,fire above altar,fire above altar
water ripple moves,water ripple moves,water ripple moves
sees adze servant,servant sees adze,servant sees adze
sky behind mountain,mountain behind sky,mountain behind sky
reed servant sees shelter,servant sees reed shelter,servant sees reed shelter
face man sees upon /,man sees face / upon,man sees face / upon
/ grain king pellet eats,king eats grain / pellet,king eats grain / pellet
jar woman makes milk,woman makes milk jar,woman makes milk jar
king bolt door makes,king makes door bolt,king makes door bolt
jars king rack in sees,king sees jars in rack,king sees jars in rack
beyond town west,west beyond town,west beyond town
power force strength,power strength force,power strength force
gate behind wall,gate behind wall,gate behind wall
leads road town,road leads town,road leads town
gives ancestor wisdom,ancestor gives wisdom,ancestor gives wisdom
deity old god sees / man,old man sees god / deity,old man sees god / deity
gives king life,king gives life,king gives life
temple altar peace,peace altar temple,peace altar temple
seat sits king,king sits seat,king sits seat
heart fear feels,heart feels fear,heart feels fear
plows road servant,servant plows road,servant plows road
grain pellet jar,grain pellet jar,grain pellet jar
god scribe hears,scribe hears god,scribe hears god
eats bread man of loaf,man eats loaf of bread,man eats loaf of bread
fear sky storm,storm fear sky,storm sky fear
old youth man hears,old man hears youth,old man hears youth
plows man field,man plows field,man plows field
people hears god,god hears people,god hears people
feather truth measures,feather measures truth,feather measures truth
star sky above,star above sky,star above sky
god adze gives,god gives adze,god gives adze
king sees belly animal,king sees animal belly,king sees animal belly
people throne see,people see throne,people see throne
town has gate,town has gate,town has gate
snake rope of coil rope,snake rope coil of rope,snake rope coil of rope
god fear of,fear of god,fear of god
king gives life,king gives life,king gives life
old wisdom man,old man wisdom,old man wisdom
leaf woman sees reed,woman sees reed leaf,woman sees reed leaf
man eats grain,man eats grain,man eats grain
star temple above,star above temple,star above temple
desert hill slope,desert hill slope,desert hill slope
man mat sees stool /,man sees stool / mat,man sees stool / mat
water ripple drinks man,man drinks water ripple,man drinks water ripple
bread gives king,king gives bread,king gives bread
god flows power,power flows god,power flows god
desert road town,road desert town,road desert town
satisfy / peace gives god,god gives peace / satisfy,god gives peace / satisfy
heart fear feels,heart feels fear,heart feels fear
father papyrus clump cuts,father cuts papyrus clump,father cuts papyrus clump
sky above horizon,above horizon sky,horizon above sky
rack jars sees mother in,mother sees jars in rack,mother sees jars in rack
voice hear listen,hear listen voice,hear listen voice
loaf gives conical (give) king,king gives conical loaf (give),king gives conical loaf (give)
heart (truth/maat) feather,heart feather (truth/maat),heart feather (truth/maat)
world holds people,world holds people,world holds people
(the spirit loves god the / double) ka,god loves ka (the spirit / the double),god loves ka (the spirit / the double)
bread of loaf eats youth,youth eats loaf of bread,youth eats loaf of bread
fear people storm,people fear storm,people fear storm
god seat throne,throne seat god,throne seat god
brings storm fear,storm brings fear,storm brings fear
gives (djed) stability king,king gives stability (djed),king gives stability (djed)
speaks good king / beauty,king speaks beauty / good,king speaks beauty / good
scribe eye sees,scribe sees eye,scribe sees eye
city people town,city town people,city town people
river town beside,river beside town,river beside town
loves father king,father loves king,father loves king
scribe authority writes,scribe writes authority,scribe writes authority
sits woman stool,woman sits stool,woman sits stool
fears storm youth,youth fears storm,youth fears storm
drink people eat,people eat drink,people eat drink
memory holds place,place holds memory,place holds memory
(ankh) soul life (ba),life (ankh) soul (ba),life (ankh) soul (ba)
water floats vessel,vessel floats water,vessel floats water
mother sees scribe,mother sees scribe,mother sees scribe
stone pillar / grandfather,stone pillar / grandfather,stone pillar / grandfather
near road gate,gate near road,gate near road
god upon face,god face upon,god face upon
great power mighty,great mighty power,power great mighty
mountain behind hill,mountain behind hill,hill behind mountain
gate town has,town has gate,town has gate
change time brings,time brings change,time brings change
peace gives altar,altar gives peace,altar gives peace
god power flows,power flows god,power flows god
heart of judgment,judgment of heart,judgment of heart
god becomes swallow,god becomes swallow,god becomes swallow
/ upon town face,town face / upon,town face / upon
rises sun sky,sun rises sky,sun rises sky
storm fear of,fear of storm,fear of storm
youth man becomes,youth becomes man,youth becomes man
rules town king,king rules town,king rules town
becomes great city,city becomes great,city becomes great
senet board servant sees,servant sees senet board,servant sees senet board
authority god commands,god commands authority,god commands authority
king sees placenta,king sees placenta,king sees placenta
water ripple lake,water ripple lake,water ripple lake
servant sees desert hill,servant sees desert hill,servant sees desert hill
writing / records scribe,writing / scribe records,writing / scribe records
foot scribe sees,scribe sees foot,scribe sees foot
city town near / road,road near city / town,road near city / town
brick builds house,brick builds house,brick builds house
sees forearm mother,mother sees forearm,mother sees forearm
behind brick snake,snake behind brick,snake behind brick
scribe sees mother,mother sees scribe,mother sees scribe
west old man sees,old man sees west,old man sees west
plant youth cuts,youth cuts plant,youth cuts plant
force strength youth,youth strength force,youth strength force
/ speak eat / drink man,man eat / drink / speak,man eat / drink / speak
ka spirit god,ka spirit god,ka spirit god
with makes father handle basket,father makes basket with handle,father makes basket with handle
(satisfied) heart peace / content,peace / content (satisfied) heart,peace / content (satisfied) heart
horizon emerges god,god emerges horizon,god emerges horizon
horizon mountain above,above mountain horizon,mountain above horizon
force strength youth,youth strength force,youth strength force
man eats grain,man eats grain,man eats grain
eats youth grain,youth eats grain,youth eats grain
leads road town,road leads town,road leads town
desert town surrounds,desert surrounds town,desert surrounds town
jars in rack,jars in rack,jars in rack
drink eat people,people eat drink,people eat drink
ka soul joins,ka joins soul,ka joins soul
(spirit) ka loves father,father loves ka (spirit),father loves ka (spirit)
strong he king,he king strong,he king strong
gives order king,king gives order,king gives order
god double) / loves (the ka the spirit,god loves ka (the spirit / the double),god loves ka (the spirit / the double)
man scribe writing,writing scribe man,writing scribe man
offering fire burns,fire burns offering,fire burns offering
bird scribe sees of head,scribe sees head of bird,scribe sees head of bird
fears storm servant,servant fears storm,servant fears storm
beneath god sky,god beneath sky,god beneath sky
hears deity scribe / god,scribe hears god / deity,scribe hears god / deity
before god altar,altar before god,altar before god
town behind city,town behind city,town behind city
sickle father makes,father makes sickle,father makes sickle
crosses road desert,road crosses desert,road crosses desert
road town desert,road desert town,road desert town
scribe king hears,king hears scribe,king hears scribe
plant ripple water lotus,lotus plant water ripple,lotus plant water ripple
mother (ba) hears soul,mother hears soul (ba),mother hears soul (ba)
stone strength gives,stone gives strength,stone gives strength
youth sees of head bird,youth sees head of bird,youth sees head of bird
/ the double) ka (ba) soul (the spirit,ka (the spirit / the double) soul (ba),ka (the spirit / the double) soul (ba)
content peace satisfied,peace content satisfied,peace content satisfied
upon sees eye / face,eye sees face / upon,eye sees face / upon
double) the (the god ka spirit loves /,god loves ka (the spirit / the double),god loves ka (the spirit / the double)
night hears owl,owl hears night,owl hears night
loaf woman conical (give) eats,woman eats conical loaf (give),woman eats conical loaf (give)
mighty great king,king great mighty,king great mighty
adze god gives,god gives adze,god gives adze
sees people god,god sees people,god sees people
gives offering hand,hand gives offering,hand gives offering
vessel rope binds,rope binds vessel,rope binds vessel
holds water vessel,vessel holds water,vessel holds water
field river near,river near field,river near field
love people life,people love life,people love life
jar milk youth drinks,youth drinks milk jar,youth drinks milk jar
mother (youth) child loves,mother loves child (youth),mother loves child (youth)
renews scarab life,scarab renews life,scarab renews life
youth birth gives,gives birth youth,gives birth youth
sky mountain above,sky above mountain,sky above mountain
power people fear,people fear power,people fear power
god temple in,god in temple,god in temple
ankh power life,life ankh power,life ankh power
father pellet / grain eats,father eats grain / pellet,father eats grain / pellet
/ deity throne god,throne god / deity,throne god / deity
venerated marrow / / force strength,venerated / marrow strength / force,venerated / marrow strength / force
west return to,to return west,to return west
god gives conical loaf (give),god gives conical loaf (give),god gives conical loaf (give)
town city road,road town city,road town city
riverbank river behind,river behind riverbank,river behind riverbank
soul seeks west,soul seeks west,soul seeks west
scribe sees lake,scribe sees lake,scribe sees lake
god woman hears,woman hears god,woman hears god
(ba) god sees soul,god sees soul (ba),god sees soul (ba)
temple god near,god near temple,god near temple
ancestor pillar grandfather,pillar grandfather ancestor,pillar grandfather ancestor
(ba) soul underground,soul (ba) underground,soul (ba) underground
king symbol sedge,sedge king symbol,sedge king symbol
family house lives,family lives house,family lives house
plows servant riverbank,servant plows riverbank,servant plows riverbank
returns life soul,soul returns life,soul returns life
sees star youth,youth sees star,youth sees star
makes cross god,god makes cross,god makes cross
temple / altar peace,peace / altar temple,peace / altar temple
deity great god,god deity great,god deity great
offering brings servant,servant brings offering,servant brings offering
fear respects authority,fear respects authority,fear respects authority
pillar temple stone,temple stone pillar,temple stone pillar
sky in storm,storm in sky,storm in sky
plant sickle cuts,sickle cuts plant,sickle cuts plant
soul ba lives,soul ba lives,soul ba lives
god power great,great god power,great god power
star above mountain,star above mountain,star above mountain
sky sees eye,eye sees sky,eye sees sky
road enters town,road enters town,road enters town
king loves power,king loves power,king loves power
sees chisel man,man sees chisel,man sees chisel
makes brick servant,servant makes brick,servant makes brick
inside throne palace,throne inside palace,throne inside palace
hears king people,king hears people,king hears people
becomes man father old,father becomes old man,father becomes old man
fire people fear,people fear fire,people fear fire
do make to,to do make,to do make
power gives life,life gives power,life gives power
truth seeks heart,heart seeks truth,heart seeks truth
seat throne king /,seat / throne king,seat / throne king
child milk drinks,child drinks milk,child drinks milk
do to work,to do work,to do work
loves mother child (youth),mother loves child (youth),mother loves child (youth)
king god becomes,king becomes god,king becomes god
order gives djed,djed gives order,djed gives order
does work hand,hand does work,hand does work
woman sees reed leaf,woman sees reed leaf,woman sees reed leaf
throne see people,people see throne,people see throne
town river beside,river beside town,river beside town
riverbank river behind,river behind riverbank,river behind riverbank
land grain grows,land grows grain,land grows grain
gives basket king with handle,king gives basket with handle,king gives basket with handle
road river crosses,road crosses river,road crosses river
cobra man sees,man sees cobra,man sees cobra
cuts youth plant,youth cuts plant,youth cuts plant
becoming creates life,becoming creates life,becoming creates life
king makes gate,king makes gate,king makes gate
god life ankh,life ankh god,ankh life god
underground west soul,west underground soul,underground west soul
hill desert near,hill near desert,hill near desert
life gives woman,woman gives life,woman gives life
temple dwells god,god dwells temple,god dwells temple
hears scribe swallow,scribe hears swallow,scribe hears swallow
river water ripple,river water ripple,river water ripple
king sees people,king sees people,king sees people
town mountain above,mountain above town,mountain above town
horned father viper sees,father sees horned viper,father sees horned viper
woman love man,man love woman,man love woman
youth birth mother gives,mother gives birth youth,mother gives birth youth
holds world people,world holds people,world holds people
servant sees gate,servant sees gate,servant sees gate
sedge king power,sedge king power,sedge king power
/ every thing lord,lord / every thing,lord / every thing
grain field riverbank,riverbank field grain,riverbank field grain
servant sees sickle,servant sees sickle,servant sees sickle
night owl sees,owl sees night,owl sees night
fear god power,fear power god,fear power god
field grain / pellet,field grain / pellet,field grain / pellet
fills grain jar,grain fills jar,grain fills jar
sees scribe eye,scribe sees eye,scribe sees eye
cross makes god,god makes cross,god makes cross
town of lord,lord of town,lord of town
ka god spirit,god ka spirit,ka spirit god
strength force king,strength force king,strength force king
field near river,river near field,river near field
opens found) / is temple (or exists,opens / exists (or is found) temple,opens / exists (or is found) temple
servant bird of head gives,servant gives head of bird,servant gives head of bird
river feeds field,river feeds field,river feeds field
flies soul ba,ba soul flies,ba soul flies
town river above,town above river,town above river
near field house,field near house,field near house
gate house near,house near gate,house near gate
town house brick,brick town house,brick town house
life becomes great,life becomes great,life becomes great
scribe backbone sees,scribe sees backbone,scribe sees backbone
gives servant vessel,servant gives vessel,servant gives vessel
king of authority,authority of king,authority of king
father loves mother,mother loves father,father loves mother
ankh god gives,god gives ankh,god gives ankh
peace heart fills,peace fills heart,peace fills heart
sweet tastes mouth,mouth tastes sweet,mouth tastes sweet
memory lives soul,memory lives soul,memory lives soul
pillar man grandfather old,pillar grandfather old man,pillar grandfather old man
horned servant viper fears,servant fears horned viper,servant fears horned viper
change becoming brings,change brings becoming,change brings becoming
bring people offering,people bring offering,people bring offering
jar grain fills,grain fills jar,grain fills jar
jars rack jar in,jar jars in rack,jar jars in rack
rack in house jars,jars in rack house,jars in rack house
servant chisel gives,servant gives chisel,servant gives chisel
field feeds river,river feeds field,river feeds field
writing book scribe,writing scribe book,writing scribe book
lord master people,master lord people,master lord people
youth learns writing,youth learns writing,youth learns writing
(truth/maat) heart judges feather,feather (truth/maat) judges heart,feather (truth/maat) judges heart
life gives plant,plant gives life,plant gives life
sky storm fear,storm fear sky,storm sky fear
god above people,god above people,god above people
youth sees lake,youth sees lake,youth sees lake
soul ba west,soul ba west,soul ba west
eats mouth grain,mouth eats grain,mouth eats grain
temple in altar,altar in temple,altar in temple
hill behind field,field behind hill,field behind hill
god power of,power of god,power of god
build house people,people build house,people build house
of head youth sees bird,youth sees head of bird,youth sees head of bird
king mighty great,king great mighty,king great mighty
gives (truth/maat) feather god,god gives feather (truth/maat),god gives feather (truth/maat)
grows grain land,land grows grain,land grows grain
peace temple gives,temple gives peace,temple gives peace
throne king seat,seat throne king,throne seat king
(ba) underground soul,soul (ba) underground,soul (ba) underground
face sees eye / upon,eye sees face / upon,eye sees face / upon
ankh plant life,plant life ankh,plant life ankh
riverbank river near,river near riverbank,river near riverbank
god fear people,people fear god,people fear god
above desert horizon,horizon above desert,horizon above desert
king throne seat,seat throne king,throne seat king
pellet sickle / cuts grain,sickle cuts grain / pellet,sickle cuts grain / pellet
owl sees man,man sees owl,man sees owl
(lord all) / basket offering,basket (lord / all) offering,basket (lord / all) offering
handle with basket,basket with handle,basket with handle
master all sees servant (every) (lord) /,servant sees master (lord) / all (every),servant sees master (lord) / all (every)
king people hears,king hears people,king hears people
rules cosmos god,god rules cosmos,god rules cosmos
loves mother scribe,mother loves scribe,mother loves scribe
gives god strength,god gives strength,god gives strength
people listen hear,hear listen people,hear listen people
lake scribe sees,scribe sees lake,scribe sees lake
people makes god,god makes people,god makes people
authority lord every,authority lord every,authority lord every
father makes sickle,father makes sickle,father makes sickle
king makes offering,king makes offering,king makes offering
storm fears youth,youth fears storm,youth fears storm
scribe papyrus clump sees,scribe sees papyrus clump,scribe sees papyrus clump
lotus plant makes god,god makes lotus plant,god makes lotus plant
plows servant rib side /,servant plows side / rib,servant plows side / rib
offering before god,offering before god,offering before god
loaf man eats bread of,man eats loaf of bread,man eats loaf of bread
papyrus clump plant,papyrus clump plant,papyrus clump plant
field hill behind,field behind hill,field behind hill
placed altar offering,offering placed altar,offering placed altar
snake brick behind,snake behind brick,snake behind brick
the god double) / spirit loves (the ka,god loves ka (the spirit / the double),god loves ka (the spirit / the double)
eats man drink,man eats drink,man eats drink
mountain horizon above,horizon above mountain,above mountain horizon
hill slope path,hill slope path,hill slope path
grain riverbank field,riverbank field grain,riverbank field grain
/ loves youth (the double) ka spirit the,youth loves ka (the spirit / the double),youth loves ka (the spirit / the double)
writing scribe book,writing scribe book,writing scribe book
god altar before,altar before god,altar before god
people master lord,master lord people,master lord people
milk jar holds,jar holds milk,jar holds milk
people hear / listen,hear / listen people,hear / listen people
door opens man,man opens door,man opens door
servant master lord,master lord servant,master lord servant
boat river crosses,boat crosses river,boat crosses river
brick town builds,brick builds town,brick builds town
slope desert hill,hill slope desert,hill slope desert
old marrow man / venerated,old man venerated / marrow,old man venerated / marrow
offering altar peace /,offering peace / altar,peace / altar offering
becomes great life,life becomes great,life becomes great
god field makes,god makes field,god makes field
king great mighty,great mighty king,king great mighty
people board play senet,people play senet board,people play senet board
gives father jar,father gives jar,father gives jar
beyond hill desert,desert beyond hill,desert beyond hill
backbone strong king,king strong backbone,king strong backbone
of gives servant bread loaf,servant gives loaf of bread,servant gives loaf of bread
town big great,great big town,great big town
ripple vessel water,vessel water ripple,vessel water ripple
/ every lord people,lord / every people,lord / every people
power king authority,authority power king,authority power king
life records writing,writing records life,writing records life
god gives basket with handle,god gives basket with handle,god gives basket with handle
lord town of,lord of town,lord of town
brings prayer peace,prayer brings peace,prayer brings peace
youth sees underground,youth sees underground,youth sees underground
brings fear silence,silence brings fear,silence brings fear
grain grows land,land grows grain,land grows grain
drinks jar man,man drinks jar,man drinks jar
youth pool sees,youth sees pool,youth sees pool
hill slope desert,desert hill slope,desert hill slope
father mountain sees,father sees mountain,father sees mountain
god king become,god become king,king become god
youth storm fears,youth fears storm,youth fears storm
god / offering deity,offering god / deity,offering god / deity
lake river meets,river meets lake,river meets lake
field (tills) plows,plows (tills) field,plows (tills) field
offering deity god /,offering god / deity,offering god / deity
eats bread youth,youth eats bread,youth eats bread
speaks mouth truth,mouth speaks truth,mouth speaks truth
town city people,city town people,city town people
storm people fear,people fear storm,people fear storm
scribe sees placenta,scribe sees placenta,scribe sees placenta
writing temple holds,temple holds writing,temple holds writing
loves heart truth,heart loves truth,heart loves truth
temple behind town,temple behind town,temple behind town
brings storm fear,storm brings fear,storm brings fear
hill youth sees,youth sees hill,youth sees hill
in jars rack,jars in rack,jars in rack
cobra father hears,father hears cobra,father hears cobra
basket king gives (lord all) /,king gives basket (lord / all),king gives basket (lord / all)
drink people eat,people eat drink,people eat drink
beyond gate town,town beyond gate,town beyond gate
protects gate city,gate protects city,gate protects city
rises sky sun,sun rises sky,sun rises sky
fear power people,people fear power,people fear power
seated woman speaks,seated woman speaks,seated woman speaks
upon face youth / sees,youth sees face / upon,youth sees face / upon
sees scribe foot,scribe sees foot,scribe sees foot
cobra guards temple,cobra guards temple,cobra guards temple
authority lord every /,authority lord / every,authority lord / every
quail chick sees youth,youth sees quail chick,youth sees quail chick
desert road foot,foot road desert,foot road desert
papyrus father cuts clump,father cuts papyrus clump,father cuts papyrus clump
behind road town,road behind town,road behind town
in temple god,god in temple,god in temple
temple behind town,temple behind town,temple behind town
father makes jar,father makes jar,father makes jar
gives ankh life,life ankh gives,life ankh gives
words speaks mouth,mouth speaks words,mouth speaks words
god sees father,father sees god,father sees god
city house town,city town house,city town house
gives fear fire,fire gives fear,fire gives fear
peace satisfies heart,peace satisfies heart,peace satisfies heart
mother beauty / good loves,mother loves beauty / good,mother loves beauty / good
handle basket gives with king,king gives basket with handle,king gives basket with handle
(truth/maat) god feather gives,god gives feather (truth/maat),god gives feather (truth/maat)
king throne of,throne of king,throne of king
town city beautiful,beautiful city town,beautiful city town
god offering before,offering before god,offering before god
viper horned cobra,cobra horned viper,cobra horned viper
side rib sees father /,father sees side / rib,father sees side / rib
man rib side,side rib man,side rib man
supports backbone strength,strength supports backbone,strength supports backbone
sweet life becomes,life becomes sweet,life becomes sweet
/ sickle grain cuts pellet,sickle cuts grain / pellet,sickle cuts grain / pellet
above temple star,star above temple,star above temple
milk servant jar gives,servant gives milk jar,servant gives milk jar
of power king,power of king,power of king
underground youth sees,youth sees underground,youth sees underground
god adze gives,god gives adze,god gives adze
/ altar offering peace,offering peace / altar,offering peace / altar
rope tethering vessel,tethering rope vessel,tethering rope vessel
mother feeds child,mother feeds child,mother feeds child
mighty god great,god great mighty,great mighty god
makes people god,god makes people,god makes people
house gate behind,house behind gate,house behind gate
mountain sees father,father sees mountain,father sees mountain
power sedge (king),sedge (king) power,sedge (king) power
youth sees swallow,youth sees swallow,youth sees swallow
people field plow,people plow field,people plow field
man cuts plant,man cuts plant,man cuts plant
basket all) offering / (lord,basket (lord / all) offering,basket (lord / all) offering
writing / scribe book,book writing / scribe,book writing / scribe
above mountain sky,sky above mountain,sky above mountain
authority god fear,fear god authority,fear god authority
gate house behind,house behind gate,house behind gate
makes god field,god makes field,god makes field
mother sees field,mother sees field,mother sees field
game senet board,senet board game,senet board game
above sky hill,sky above hill,sky above hill
town city people,city town people,city town people
house city town,city town house,city town house
scribe sees cloth folded,scribe sees folded cloth,scribe sees folded cloth
throne god seat,throne seat god,throne seat god
authority hears king,king hears authority,king hears authority
/ king seated god,seated god / king,seated god / king
scroll papyrus records,papyrus scroll records,papyrus scroll records
bread eats youth,youth eats bread,youth eats bread
/ eat drink mouth speak /,mouth eat / drink / speak,mouth eat / drink / speak
offering jar holds,jar holds offering,jar holds offering
town river flows,river flows town,river flows town
god authority commands,god commands authority,god commands authority
holds city people,city holds people,city holds people
road riverbank near,road near riverbank,road near riverbank
head sees scribe of bird,scribe sees head of bird,scribe sees head of bird
sky temple above,sky above temple,sky above temple
papyrus sees scribe scroll,scribe sees papyrus scroll,scribe sees papyrus scroll
work does hand,hand does work,hand does work
king sees riverbank,king sees riverbank,king sees riverbank
face god upon,face upon god,god face upon
life gives ankh,ankh gives life,life ankh gives
god ka spirit,god ka spirit,ka spirit god
peace fills heart,peace fills heart,peace fills heart
scarab become life,scarab become life,scarab become life
speaks father truth,father speaks truth,father speaks truth
(upon) / god face on,face / on (upon) god,face / on (upon) god
bird of man sees head,man sees head of bird,man sees head of bird
scribe writing makes,scribe makes writing,scribe makes writing
scribe book writes,scribe writes book,scribe writes book
pellet / grain field,field grain / pellet,field grain / pellet
god offering vessel,vessel offering god,vessel offering god
life people fills,life fills people,life fills people
life creates becoming,becoming creates life,becoming creates life
adze sees man,man sees adze,man sees adze
foot scribe sees,scribe sees foot,scribe sees foot
heart feather (truth/maat),feather (truth/maat) heart,heart feather (truth/maat)
/ scribe writes scribe writing,scribe writes writing / scribe,scribe writes writing / scribe
above land horizon,horizon above land,horizon above land
master all (every) (lord) /,master (lord) / all (every),master (lord) / all (every)
sees animal king belly,king sees animal belly,king sees animal belly
king loves lake,king loves lake,king loves lake
food family feeds,food feeds family,food feeds family
loves authority king,king loves authority,king loves authority
placed temple offering,offering placed temple,offering placed temple
floats water vessel,vessel floats water,vessel floats water
servant adze gives,servant gives adze,servant gives adze
servant hill sees desert,servant sees desert hill,servant sees desert hill
backbone man strong,strong backbone man,strong backbone man
scribe scroll sees papyrus,scribe sees papyrus scroll,scribe sees papyrus scroll
gives servant vessel,servant gives vessel,servant gives vessel
life gives god,god gives life,god gives life
fire gives fear,fire gives fear,fire gives fear
pillar ancestor grandfather,pillar grandfather ancestor,pillar grandfather ancestor
deity throne god,throne god deity,throne god deity
reed house shelter,reed shelter house,reed shelter house
fire fear gives,fire gives fear,fire gives fear
stone grandfather pillar,stone pillar grandfather,stone pillar grandfather
sees woman shelter reed,woman sees reed shelter,woman sees reed shelter
river road beside,road beside river,road beside river
servant does work,servant does work,servant does work
measures truth feather,feather measures truth,feather measures truth
near river temple,temple near river,temple near river
city man people,city people man,city people man
great mighty king,great mighty king,king great mighty
door opens house,door opens house,door opens house
king sees mountain,king sees mountain,king sees mountain
writing book preserves,book preserves writing,book preserves writing
face upon god,god face upon,face upon god
respects fear god,fear respects god,fear respects god
cobra king guards,cobra guards king,cobra guards king
city man people,city people man,city people man
scribe stool / hears mat,scribe hears stool / mat,scribe hears stool / mat
hears god voice,god hears voice,god hears voice
opens door man,man opens door,man opens door
sees god father,father sees god,father sees god
altar above fire,fire above altar,fire above altar
lives spirit ka,ka spirit lives,ka spirit lives
hears authority king,king hears authority,king hears authority
world shapes power,power shapes world,power shapes world
gives servant chisel,servant gives chisel,servant gives chisel
soul life ba,soul ba life,soul ba life
soul ka (ba) joins (spirit),ka (spirit) joins soul (ba),ka (spirit) joins soul (ba)
people drink eat,people eat drink,people eat drink
all (lord) hears scribe / master (every),scribe hears master (lord) / all (every),scribe hears master (lord) / all (every)
plant clump papyrus,papyrus clump plant,papyrus clump plant
great big god,god great big,god great big
scribe all / (every) (lord) hears master,scribe hears master (lord) / all (every),scribe hears master (lord) / all (every)
board game senet,senet board game,senet board game
swallow sees youth,youth sees swallow,youth sees swallow
heart holds fear,heart holds fear,heart holds fear
pilgrims temple enter,pilgrims enter temple,pilgrims enter temple
woman seated listens,seated woman listens,seated woman listens
wisdom ancestor gives,ancestor gives wisdom,ancestor gives wisdom
stability gives djed,djed gives stability,djed gives stability
