Input,Target,Prediction
sky people west fire fear storm,people fear storm fire sky west,people fear storm fire sky west
strength     king     power     authority     holds,king holds power authority strength,king holds power authority strength
bread milk offering loaf of peace jar servant lord,servant offering milk jar loaf of bread lord peace,servant offering milk jar loaf of bread lord peace
storm desert fear hill fire people,people fear desert storm fire hill,people fear desert storm fire hill
loves the king beautiful town city,the king loves beautiful city town,the king loves beautiful city town
/ great ring he king power (king) authority / king sedge mighty,king he / king sedge (king) authority power great / mighty ring,king he / king sedge (king) authority power great / mighty ring
life / city / (ankh) town house (no/not) return negation retreat road,negation (no/not) return / retreat road city / town house life (ankh),negation (no/not) return / retreat road city / town house life (ankh)
snake     people     storm     cobra     fear,people fear snake cobra storm,people fear snake cobra storm
placenta     birth     woman     youth     gives     life,woman gives birth life youth placenta,woman gives birth placenta youth life
life     woman     jar     drinks     milk,woman drinks milk jar life,woman drinks milk jar life
peace     youth     old     father     life     /     /     people     (ankh)     venerated     satisfy     marrow     man,venerated / marrow father youth old man life (ankh) peace / satisfy people,old man venerated / marrow father youth life (ankh) peace / satisfy
/ / mat mat basket with ring handle stool (repeated) mat vessel (repeated) stool,stool / mat mat (repeated) stool / mat (repeated) basket with handle ring vessel,stool / mat mat (repeated) throne with handle ring vessel
king voice god hears people heart,king hears heart voice people god,king hears voice heart people god
hears god voice king people heart,king hears heart voice people god,king hears voice heart people god
offering     god     (give)     /     satisfy     peace     /     conical     heart     deity     loaf,conical loaf (give) offering peace / satisfy heart god / deity,conical loaf (give) offering peace / satisfy heart god / deity
horizon     (soul)     emerge     ka     sky     star     (ankh)     house     (spirit)     ba     life,ba (soul) ka (spirit) emerge house life (ankh) horizon sky star,ba (soul) ka (spirit) emerge house city / town horizon sky star
from     house     man     brick     builds,man builds house from brick,man builds house from brick
lotus under rests man plant peace,man rests under lotus plant peace,man rests under lotus plant peace
servant grain tills pellet field hoe plows,hoe plows tills field grain pellet servant,hoe plows tills field grain pellet servant
god spirit ka ankh life gives,god gives life ankh ka spirit,god gives life ankh ka spirit
of head quail owl swallow bird head eye ox chick of,quail chick swallow head of bird head of ox owl eye,quail chick swallow head of bird head of ox owl eye
reed man rests mat house shelter,man rests reed shelter house mat,man rests house mat reed shelter
ripple man riverbank drinks water,man drinks water ripple riverbank,man drinks water ripple riverbank
life (ankh) great (djed) / pillar power stability / grandfather authority mighty,life (ankh) stability (djed) pillar / grandfather power authority great / mighty,life (ankh) stability (djed) pillar / grandfather power authority great / mighty king
field riverbank beside people live,people live beside riverbank field,people live beside riverbank field
desert hill town return city hill / to desert mountain retreat road /,to return / retreat road mountain desert hill desert hill city / town,to return / retreat road mountain desert hill desert hill city / town
people     beside     lake     field     live     riverbank,people live beside field riverbank lake,people live beside field riverbank lake
adze house brick chisel stone building cut,chisel adze cut stone brick house building,chisel adze cut stone brick house building
father man field do like plow,man plow field like father do,man plow field like father do
town king the rules above city,the king rules above city town,the king rules above city town
cut brick adze chisel temple building stone,adze chisel cut stone brick building temple,adze chisel cut stone brick building temple
king man behind authority follows,man follows behind king authority,man follows behind king authority
grants people power life god,god grants life power people,god grants life power people
of head ox quail owl head of chick bird swallow,quail chick swallow owl head of bird head of ox,quail chick swallow owl head of bird head of ox
jar / jar of loaf offering bread peace milk altar conical loaf (give),conical loaf (give) offering peace / altar loaf of bread milk jar jar,conical loaf (give) offering peace / altar loaf of bread milk jar jar
adze gate brick chisel stone house,chisel adze stone brick house gate,chisel adze stone brick house gate
stroke eye scribe writing scribe book single marker) (plural / scroll stroke papyrus,single stroke stroke (plural marker) papyrus scroll book scribe writing / scribe eye,single stroke stroke (plural marker) papyrus scroll book scribe writing / scribe eye
grants altar peace satisfied god content,god grants peace altar content satisfied,god grants peace altar content satisfied
plural book scroll stroke scribe stroke writing single marker papyrus,single stroke stroke plural marker papyrus scroll writing scribe book,single stroke stroke plural marker papyrus scroll writing scribe book
writing / marker) single stroke scribe stroke book (plural thing,single stroke stroke (plural marker) thing writing / scribe book,single stroke stroke (plural marker) thing writing / scribe book
owl hears man night star sky,man hears owl sky star night,man hears owl night sky star
swallow sky star watches god,god watches sky star swallow,god watches star swallow sky
house make brick adze gate cut stone,adze cut stone make brick house gate,adze cut stone make brick house gate
pellet gather people field jars grain,people gather grain pellet field jars,people gather grain pellet field jars
owl sees head bird man sky,man sees head bird owl sky,man sees head bird owl sky
offering king temple gives the,the king gives offering temple,the king gives offering temple
house reed town building door brick gate bolt shelter,gate door bolt reed shelter brick house building town,gate door bolt reed shelter brick house building town
people road mountain follow hill,people follow road mountain hill,people follow road mountain hill
house reed city shelter field man town,reed shelter house man field town city,reed shelter house man field town city
bird     eye     forearm     mouth     head     of     foot     hand,forearm hand foot head of bird eye mouth,forearm hand foot head of bird eye mouth
desert hill fire people storm fear,people fear storm fire desert hill,people fear storm fire desert hill
peace king love truth feather maat,king love feather truth maat peace,king love feather truth maat peace
adze gate stone house chisel brick,chisel adze stone brick house gate,chisel adze stone brick house gate
with handle milk ring jars jar vessel basket in jar rack,jars in rack vessel jar milk jar basket with handle ring,jars in rack vessel jar milk jar basket with handle ring
wears crown sedge king the,the king wears crown sedge,the king wears crown sedge
papyrus     book     scroll     eye     writing     hand     scribe,papyrus scroll writing scribe book hand eye,papyrus scroll writing / scribe book hand eye
god     king     heart     people     hears     mouth,king hears heart mouth people god,king hears heart mouth people god
gate stone temple adze chisel building brick,chisel adze stone brick temple gate building,chisel adze stone brick temple gate building
king protects the people city,the king protects people city,the king protects people city
/ mountain desert road sees eye hill face upon,eye sees face / upon road mountain desert hill,eye sees face / upon road mountain desert hill
ripple drinks water man lake,man drinks water ripple lake,man drinks water ripple lake
town     riverbank     people     live     near,people live near riverbank town,people live near riverbank town
heart eat people mouth drink speak,people eat drink speak mouth heart,people eat drink speak mouth heart
maat king feather love peace truth,king love feather truth maat peace,king love feather truth maat peace
house to / do chisel make adze brick stone gate,to do / make house brick stone adze chisel gate,to do / make house brick stone adze chisel gate
great youth placenta mighty become life,placenta become life youth great mighty,placenta become life youth great mighty
/ power king three force he strength sedge skins fox authority king /,three fox skins strength / force power authority king he / king sedge,three fox skins strength / force power authority king he / king sedge
field man city reed house shelter town,reed shelter house man field town city,reed shelter house man field town city
temple authority people protects god king,king protects people god temple authority,king protects people god temple authority
great placenta life strength power youth become,placenta become life youth great power strength,placenta become life youth great power strength
under rests lotus plant man mat,man rests under lotus plant mat,man rests under lotus plant mat
king     protects     city     authority     people,king protects people city authority,king protects people city authority
reed / house brick town city shelter bolt door gate,gate door bolt reed shelter brick house city / town,door bolt gate reed shelter house brick city / town
west walks riverbank road lake man,man walks road riverbank lake west,man walks road riverbank lake west
king plant field sedge plant lotus riverbank clump papyrus,sedge king papyrus clump plant lotus plant field riverbank,sedge king papyrus clump plant lotus plant field riverbank
foot forearm backbone heart side / hand rib,hand forearm foot side / rib backbone heart,foot forearm hand side / rib backbone heart
god people bread to offer,people offer bread to god,people offer bread to god
(ankh) god deity ka peace heart soul satisfy / / (ba) (spirit) life,heart peace / satisfy life (ankh) soul (ba) ka (spirit) god / deity,heart peace / satisfy life (ankh) soul (ba) ka (spirit) god / deity
man house builds brick from,man builds house from brick,man builds house from brick
fear / force strength / deity (no/not) heart storm negation fire god,negation (no/not) fear storm fire god / deity heart strength / force,negation (no/not) fear storm fire god / deity heart strength / force
(ankh) life rib soul backbone heart side belly / animal (ba),animal belly backbone side / rib heart soul (ba) life (ankh),animal belly backbone side / rib heart soul (ba) life (ankh)
rib (ankh) belly side backbone heart / life (spirit) ka animal placenta,animal belly backbone side / rib placenta heart life (ankh) ka (spirit),animal belly backbone side / rib placenta heart life (ankh) ka (spirit)
west storm sky fire fear people,people fear storm fire sky west,people fear storm fire sky west
strong cobra people snake fear,people fear strong snake cobra,people fear strong snake cobra
gives backbone the strong god,the god gives strong backbone,the god gives strong backbone
god djed grants power stability,god grants stability djed power,god grants stability djed power
city house town live people,people live house city town,people live house city town
jars grain people rack pellet gather,people gather grain pellet jars rack,people gather grain pellet jars rack
woman sits upon mat stool,woman sits upon stool mat,woman sits upon stool mat
upon see horizon sky eye star face,eye see face upon sky horizon star,eye see face upon sky horizon star
birth youth mother heart gives beautiful,mother gives birth youth beautiful heart,mother gives birth youth beautiful heart
god peace grants temple altar,god grants peace altar temple,god grants peace altar temple
hill people mountain road follow,people follow road mountain hill,people follow road mountain hill
life the gives ka god,the god gives life ka,the god gives life ka
speak heart eat people drink mouth,people eat drink speak mouth heart,people eat drink speak mouth heart
/ (lord) mighty king great / god master all seated (every) / authority,seated god / king authority great / mighty master (lord) / all (every),seated god / king authority great / mighty master (lord) / all (every)
live     bank     beside     river     people,people live beside river bank,people live beside river bank
holds strength backbone force authority king,king holds authority backbone strength force,king holds authority backbone strength force
mouth speak hears king heart people,king hears mouth speak heart people,king hears mouth speak heart people
mountain road people follow west,people follow road mountain west,people follow road mountain west
do man truth god love maat,god love man do truth maat,god love man do truth maat
town people gate city road follow,people follow road gate town city,people follow road gate town city
king backbone strength authority force holds,king holds authority backbone strength force,king holds authority backbone strength force
head     upon     sky     face     of     star     eye     bird,eye face upon head of bird sky star,eye face upon head of bird sky star
field (tills) servant grain people man plows / hoe pellet,hoe plows (tills) field grain / pellet servant man people,hoe plows (tills) field grain / pellet servant man people
house emerge town (spirit) life ba (soul) ka / city,ka (spirit) ba (soul) emerge house city / town life,ka (spirit) ba (soul) emerge house city / town life
city temple opens god gate,god opens gate temple city,god opens gate temple city
town gate follow people road,people follow road gate town,people follow road gate town
papyrus road clump water lake riverbank ripple lotus plant,road riverbank lake water ripple lotus plant papyrus clump,road riverbank lake water ripple lotus plant papyrus clump
gate west house opens god,god opens gate house west,god opens gate house west
mother marrow peace youth / life father (ankh) / venerated satisfy,venerated / marrow father mother youth life (ankh) peace / satisfy,venerated / marrow father mother youth life (ankh) peace / satisfy
grants god altar satisfy temple peace,god grants peace altar temple satisfy,god grants peace altar temple satisfy
man beside road riverbank follows,man follows road beside riverbank,man follows road beside riverbank
god offering grain jar vessel / / deity pellet thousand,thousand grain / pellet vessel jar offering god / deity,thousand grain / pellet vessel jar offering god / deity
heart / content marrow peace / mother father venerated youth (satisfied),venerated / marrow father mother youth heart peace / content (satisfied),venerated / marrow father mother youth heart peace / content (satisfied)
town     god     house     opens     gate,god opens gate house town,god opens gate house town
hears     god     people     king     prayer     temple,king hears prayer temple people god,king hears prayer temple people god
to brick door gate temple bolt house building / make stone do,to do / make house brick stone building temple gate door bolt,to do / make house brick stone building temple gate door bolt
sits djed pillar throne king stability,king sits throne stability pillar djed,king sits throne stability pillar djed
water lake drinks riverbank ripple man,man drinks water ripple riverbank lake,man drinks water ripple riverbank lake
tethering ring rope flax twisted coil thing rope of rope,tethering rope twisted flax rope coil of rope ring thing,tethering rope coil of rope twisted flax rope ring thing
animal belly / life heart rib side placenta backbone,animal belly backbone side / rib placenta heart life,animal belly backbone side / rib placenta heart life
god dwells temple within the,the god dwells within temple,the god dwells within temple
sky star above horizon fire storm mountain,fire storm star sky horizon above mountain,fire storm star sky horizon above mountain
peace god temple altar satisfy grants,god grants peace altar temple satisfy,god grants peace altar temple satisfy
scroll gather people papyrus writing,people gather papyrus scroll writing,people gather papyrus scroll writing
dwells the within god temple,the god dwells within temple,the god dwells within temple
strength grants force djed god stability,god grants stability djed strength force,god grants stability djed strength force
people town gate road follow,people follow road gate town,people follow road gate town
mother     /     youth     begets     /     (ankh)     birth     life     woman     gives     beautiful     good,beautiful / good woman mother gives birth / begets youth life (ankh),father mother youth gives birth / begets life (ankh) peace / satisfy
make king great temple god stone brick,stone brick make temple god great king,stone brick make temple god great king
road face eye see upon town,eye see face upon road town,eye see face upon road town
life gives youth woman birth,woman gives birth youth life,woman gives birth youth life
house man reed rests shelter peace,man rests house reed shelter peace,man rests house reed shelter peace
milk carries youth jar woman life,woman carries milk jar youth life,woman carries milk jar youth life
god feather (ankh) ka heart deity (spirit) / ba (soul) life (truth/maat),feather (truth/maat) god / deity heart ba (soul) ka (spirit) life (ankh),feather (truth/maat) god / deity heart ba (soul) ka (spirit) life (ankh)
/ peace / marrow man venerated father old youth (ankh) satisfy life,old man venerated / marrow father youth life (ankh) peace / satisfy,venerated / marrow father youth old man life (ankh) peace / satisfy
from man house builds brick,man builds house from brick,man builds house from brick
/ gate shelter door reed town house city brick bolt,gate door bolt reed shelter brick house city / town,gate door bolt reed shelter brick house city / town
cut temple chisel / adze stone brick deity god,adze chisel cut stone brick temple god / deity,adze chisel cut stone brick temple god / deity
pellet vessel / drink speak / grain eat thing jar jar milk /,grain / pellet milk jar vessel jar eat / drink / speak thing,grain / pellet milk jar vessel jar eat / drink / speak thing
rests reed man house shelter,man rests house reed shelter,man rests house reed shelter
heart of king people hears,king hears heart of people,king hears heart of people
gather pellet people thousand grain,people gather grain pellet thousand,people gather grain pellet thousand
hears man god of voice,man hears voice of god,man hears voice of god
gate follow town temple people road,people follow road gate temple town,people follow road gate temple town
beneath man plant rests lotus,man rests beneath lotus plant,man rests beneath lotus plant
great big mighty he authority king / great / power,great / big great / mighty power authority king he,great / big great / mighty power authority king he
people live beside riverbank field lake,people live beside field riverbank lake,people live beside field riverbank lake
thousand every lord king holds authority,king holds authority lord every thousand,king holds authority lord every thousand
strength hand great big power force club,great big power strength force club hand,great big power strength force club hand
drinks water man from jar,man drinks water from jar,man drinks water from jar
great mighty thing lord every thousand / deity / big / / god great,thousand thing great / big great / mighty god / deity lord / every,thousand thing great / big great / mighty god / deity lord / every
star     become     scarab     to     become     emerge     life,scarab become to become life emerge star,become scarab to become emerge horizon sky star
horizon emerge spirit soul ba ka life,ka spirit ba soul emerge life horizon,ka spirit ba soul emerge life horizon
of backbone rib head ox bird belly / of head side placenta animal,head of bird head of ox animal belly backbone side / rib placenta,head of bird head of ox animal belly backbone side / rib placenta
bolt opens god the door,the god opens door bolt,the god opens door bolt
under gather star sky people,people gather under sky star,people gather under sky star
west sky emerges horizon god,god emerges horizon west sky,god emerges horizon west sky
force authority great king mighty power strength,authority power great mighty king strength force,authority power great mighty king strength force
king authority force holds strength backbone,king holds authority backbone strength force,king holds authority backbone strength force
walk people gate city toward,people walk toward city gate,people walk toward city gate
brick house cut chisel stone gate adze,chisel adze cut brick stone house gate,chisel adze cut brick stone house gate
djed king seat sits stability throne,king sits throne seat stability djed,king sits throne seat stability djed
god listen heart man hears mouth,man hears listen heart mouth god,man hears listen heart mouth god
/ satisfy grain conical offering (give) thousand peace pellet loaf /,thousand grain / pellet offering conical loaf (give) peace / satisfy,thousand grain / pellet offering conical loaf (give) peace / satisfy
walks city man road town,man walks road town city,man walks road town city
become emerge life star become scarab to,scarab become to become life emerge star,scarab become to become life emerge star
horned snake seated viper fear cobra man,horned viper cobra snake fear seated man,horned viper cobra snake fear seated man
throne pillar king stability seat holds,king holds seat throne stability pillar,king holds throne seat stability pillar
heart (ankh) love woman life / seated woman good beautiful mother,beautiful / good woman seated woman mother heart love life (ankh),beautiful / good woman seated woman mother heart love life (ankh)
hand cuts stone man chisel forearm,man cuts stone chisel forearm hand,man cuts stone chisel forearm hand
beneath man lotus rests plant,man rests beneath lotus plant,man rests beneath lotus plant
gather     people     papyrus     writing     clump,people gather papyrus clump writing,people gather papyrus clump writing
give power king great life stability,king give life stability power great,king give life stability power great
ka god soul life grants,god grants life ka soul,god grants life ka soul
gate opens god city house town,god opens gate house town city,god opens gate city town house
forearm heart side (ba) soul foot backbone / rib hand,hand forearm foot side / rib backbone heart soul (ba),hand forearm foot side / rib backbone heart soul (ba)
king people city the protects,the king protects city people,the king protects city people
grain gives king offering pellet temple,king gives offering grain pellet temple,king gives offering grain pellet temple
book single stroke scribe thing / scroll papyrus stroke marker) (plural writing,single stroke stroke (plural marker) thing writing / scribe book papyrus scroll,single stroke stroke (plural marker) papyrus scroll book writing / scribe thing
god     king     people     protects     temple,king protects temple people god,king protects temple people god
peace     loaf     /     /     conical     lord     offering     (give)     every     god     deity     /     heart     satisfy,conical loaf (give) offering peace / satisfy heart god / deity lord / every,conical loaf (give) offering peace / satisfy heart city / town
brick cut adze stone chisel building house,chisel adze cut stone brick house building,chisel adze cut stone brick house building
road man walks mountain west horizon,man walks road mountain west horizon,man walks road mountain west horizon
god grants people to peace the,the god grants peace to people,the god grants peace to people
thing flax coil twisted rope rope of make,twisted flax rope coil of rope thing make,twisted flax rope coil of rope thing make
people woman seated mother man youth old servant man father,old man youth servant people seated man woman father mother,old man youth servant people seated man woman father mother
river ripple lotus riverbank water lake plant,lake river riverbank water ripple lotus plant,lake river riverbank water ripple lotus plant
drink jar milk beautiful woman eat,beautiful woman eat drink milk jar,beautiful woman eat drink milk jar
plant above river water lotus ripple,river water ripple above lotus plant,river water ripple above lotus plant
of     milk     vessel     drink     eat     bread     speak     /     loaf     mouth     /     jar     jar,mouth eat / drink / speak loaf of bread milk jar vessel jar,eat drink speak loaf of bread jar vessel milk jar
beside stone man pillar rests,man rests beside stone pillar,man rests beside stone pillar
mother     altar     father     life     servant     youth     peace,father mother servant youth life peace altar,father mother servant youth life peace altar
town gate road man walks,man walks road town gate,man walks road town gate
god the bolt door opens,the god opens door bolt,the god opens door bolt
drinks     man     riverbank     lake     ripple     water,man drinks water ripple riverbank lake,man drinks water ripple riverbank lake
god gives strength people force power,god gives power strength force people,god gives power strength force people
sky hill storm above desert fire mountain,storm fire above mountain desert hill sky,storm fire above mountain desert hill sky
pellet people field gather grain,people gather grain pellet field,people gather grain pellet field
heart offering loaf altar peace satisfy / / (give) peace conical,conical loaf (give) offering peace / altar peace / satisfy heart,conical loaf (give) offering peace / altar peace / satisfy heart
sky star become life like great,life become great like star sky,life become great like star sky
eye face star horizon sky see upon,eye see face upon sky horizon star,eye see face upon sky horizon star
man all grain lord carries basket,man carries basket lord all grain,man carries basket lord all grain
life father and give mother,father and mother give life,father and mother give life
stone house chisel to brick adze gate / make do,to do / make house brick stone adze chisel gate,to do / make house brick stone adze chisel gate
stability grants djed god power,god grants stability djed power,god grants stability djed power
gives god authority life power,god gives life power authority,god gives life power authority
king of people fear authority,people fear authority of king,people fear authority of king
backbone god strength grants force,god grants strength force backbone,god grants strength force backbone
spirit ka life grants god,god grants life ka spirit,god grants life ka spirit
clump papyrus king sedge lotus plant plant field riverbank,sedge king papyrus clump plant lotus plant field riverbank,sedge king papyrus clump plant lotus plant field riverbank
(lord)     god     great     authority     /     all     seated     master     /     /     king     mighty     (every),seated god / king authority great / mighty master (lord) / all (every),authority power great / mighty master (lord) / all (every) god / deity
shelter reed man house rests,man rests house reed shelter,man rests reed shelter house
drink jar milk eat loaf jar vessel bread speak of,eat drink speak loaf of bread jar vessel milk jar,eat drink speak loaf of bread jar vessel milk jar
riverbank god river west watches,god watches river riverbank west,god watches river riverbank west
god the life grants ankh sweet,the god grants sweet life ankh,the god grants sweet life ankh
city reed king shelter house sedge town,sedge king reed shelter house city town,sedge king reed shelter house city town
desert people storm sky fear fire,people fear storm fire desert sky,people fear fire storm sky desert
walks road horizon mountain man west,man walks road mountain west horizon,man walks road mountain west horizon
pellet grain servant tills field hoe plows,hoe plows tills field grain pellet servant,hoe plows tills field grain pellet servant
begets mother good birth / youth life beautiful (ankh) heart / gives,mother gives birth / begets youth beautiful / good heart life (ankh),mother gives birth / begets youth beautiful / good heart life (ankh)
west star horizon emerges sky god,god emerges horizon west sky star,god emerges horizon west sky star
(king) king skins king / sedge authority force / fox three he power strength,three fox skins strength / force power authority king he / king sedge (king),three fox skins strength / force power authority king he / king sedge (king)
people power authority king gives,king gives power authority people,king gives power authority people
to people the grants god peace,the god grants peace to people,the god grants peace to people
protects king power authority people strength,king protects people authority power strength,king protects people authority strength power
rules the strength force with king,the king rules with strength force,the king rules with strength force
star placenta life emerge to become become (ankh),placenta become to become life (ankh) emerge star,placenta become to become life (ankh) emerge star
upon papyrus write scribe book scroll,scribe write book upon papyrus scroll,scribe write book upon papyrus scroll
house club city strength king force town,club strength force king city town house,club strength force king city town house
woman milk drinks jar from,woman drinks milk from jar,woman drinks milk from jar
king god people power authority grants,god grants power authority king people,god grants power authority king people
handle with rack / in vessel mat stool jars milk basket jar jar,jars in rack vessel jar milk jar basket with handle stool / mat,jars in rack vessel jar milk jar basket with handle stool / mat
god honor people temple deity offering,people honor god deity temple offering,people honor god deity temple offering
life emerge to become star scarab become,scarab become to become life emerge star,scarab become to become life emerge star
desert fire hill storm people fear,people fear desert storm fire hill,people fear storm fire desert hill
stone brick / house bolt town door gate city,door bolt gate house brick stone city / town,door bolt gate house brick stone city / town
/ underground / / rib side back upon above behind face horizon,above behind / back face / upon side / rib underground horizon,above behind / back face / upon side / rib underground horizon
ripple river water people drink,people drink water ripple river,people drink water ripple river
fear     authority     of     king     people,people fear authority of king,people fear authority of king
youth good heart mother beautiful / love father,heart love mother father youth beautiful / good,heart love mother father youth beautiful / good
lord carries man basket all,man carries basket lord all,man carries basket lord all
gate bolt shelter town door reed brick house,door bolt gate reed shelter brick house town,door bolt gate reed shelter brick house town
offering loaf satisfy / conical to peace (give) give altar,to give conical loaf (give) offering peace / altar satisfy,to give conical loaf (give) offering peace / altar satisfy
authority lord hear king people listen,hear listen authority king lord people,hear listen authority king lord people
vessel man jar hand carries,man carries vessel jar hand,man carries vessel jar hand
town man city road walks gate,man walks road city town gate,man walks road city town gate
seated mother life (ankh) woman house seated man youth father,father mother youth seated man seated woman house life (ankh),father mother youth seated man seated woman house life (ankh)
force strength god gives the power,the god gives strength force power,the god gives strength force power
father heart love peace life mother,father love mother heart life peace,father love mother heart life peace
god temple protects king people city,king protects temple god people city,king protects temple god people city
satisfy (no/not) god / peace fear negation deity heart /,negation (no/not) fear god / deity heart peace / satisfy,negation (no/not) fear god / deity heart peace / satisfy
house father man seated (ankh) mother life woman youth seated,father mother youth seated man seated woman house life (ankh),father mother youth seated man seated woman house life (ankh)
youth peace mother (ankh) begets / altar gives father life birth /,father mother youth gives birth / begets life (ankh) peace / altar,father mother youth gives birth / begets life (ankh) peace / altar
heart life / (ankh) peace youth satisfy love mother father,heart love mother father youth life (ankh) peace / satisfy,heart love mother father youth life (ankh) peace / satisfy
gate before stands man temple,man stands before temple gate,man stands before temple gate
old / marrow heart father peace youth man satisfy / venerated,old man venerated / marrow father youth heart peace / satisfy,old man venerated / marrow father youth heart peace / satisfy
hears of god man voice,man hears voice of god,man hears voice of god
hears king god temple people prayer,king hears prayer temple people god,king hears prayer temple people god
beside lake field live riverbank people,people live beside field riverbank lake,people live beside field riverbank lake
senet (ankh) content woman seated board peace (satisfied) house man life seated /,senet board seated man seated woman house life (ankh) peace / content (satisfied),senet board seated man seated woman house life (ankh) peace / content (satisfied)
he sedge / king mighty king authority / ring (king) power great,king he / king sedge (king) authority power great / mighty ring,king he / king sedge (king) authority power great / mighty ring
town door bolt city gate town / house road,door bolt gate house city / town town road,door bolt gate house city / town town road
god the truth loves maat,the god loves truth maat,the god loves truth maat
birth gives youth to woman,woman gives birth to youth,woman gives birth to youth
grain jars thousand pellet gather people,people gather grain pellet thousand jars,people gather grain pellet thousand jars
mother father life peace love heart,father love mother heart life peace,father love mother heart life peace
in star god sky watches the,the god watches star in sky,the god watches star in sky
retreat / (no/not) negation gate return city house / road town,negation (no/not) return / retreat road city / town gate house,negation (no/not) return / retreat road city / town gate house
leaf plant papyrus lake plant riverbank lotus clump reed,lotus plant plant reed leaf papyrus clump lake riverbank,lotus plant plant reed leaf papyrus clump lake riverbank
peace     satisfy     deity     (ba)     soul     ka     (ankh)     /     /     heart     life     god     (spirit),heart peace / satisfy life (ankh) soul (ba) ka (spirit) god / deity,heart peace / satisfy life (ankh) soul (ba) ka (spirit) god / deity
town city opens gate god,god opens gate town city,god opens gate town city
king people temple city god protects,king protects temple god people city,king protects temple god people city
throne stability djed king sits,king sits throne stability djed,king sits throne stability djed
town bolt reed city gate / shelter brick door house,door bolt gate reed shelter house brick city / town,gate door bolt reed shelter brick house city / town
god backbone force gives strength,god gives strength force backbone,god gives strength force backbone
honor     venerated     pillar     god     people     marrow,people honor venerated marrow pillar god,people honor venerated pillar god
drinks milk woman jar life,woman drinks milk jar life,woman drinks milk jar life
single marker scribe plural papyrus scroll stroke stroke book,single stroke stroke plural marker papyrus scroll scribe book,single stroke stroke plural marker papyrus scroll scribe book
house do brick / to chisel make adze stone,stone brick adze chisel to do / make house,stone brick adze chisel to do / make house
(or / (give) heart as loaf / example) offering satisfy like conical sweet peace,conical loaf (give) offering peace / satisfy heart sweet like / as (or example),conical loaf (give) offering peace / satisfy heart sweet like / as (or example)
people voice heart hears king god,king hears heart voice people god,king hears heart voice people god
the peace sweet grants god,the god grants sweet peace,the god grants sweet peace
people protects god king authority temple,king protects temple god people authority,king protects temple god people authority
throne strength mighty great / king power / authority force he /,he / king throne authority power strength / force great / mighty,he / king throne authority power strength / force great / mighty
horizon rises star god sky,god rises sky horizon star,god rises sky horizon star
offering     bread     loaf     gives     king     people,king gives bread loaf people offering,king gives bread loaf people offering
chisel to / make stone adze brick gate do house,to do / make house brick stone adze chisel gate,to do / make house brick stone adze chisel gate
marker) (plural / writing single scroll scribe stroke book stroke papyrus scribe,single stroke stroke (plural marker) papyrus scroll scribe writing / scribe book,single stroke stroke (plural marker) papyrus scroll scribe writing / scribe book
loaf / conical grain lord (give) deity thousand pellet god / offering,thousand grain / pellet offering conical loaf (give) god / deity lord,thousand grain / pellet offering conical loaf (give) god / deity lord
rules every king authority lord,king rules lord every authority,king rules lord every authority
venerated marrow youth peace mother heart (satisfied) / / content father,venerated / marrow father mother youth heart peace / content (satisfied),venerated / marrow father mother youth heart peace / content (satisfied)
shelter bolt gate city reed door brick town house,door bolt gate reed shelter brick house city town,door bolt gate reed shelter brick house city town
god strength power force gives people,god gives power strength force people,god gives power strength force people
king offering gives god temple,king gives offering temple god,king gives offering temple god
opens bolt god house door gate,god opens house gate door bolt,god opens house gate door bolt
force holds authority king strength,king holds authority strength force,king holds authority strength force
scribe horizon sky above star see,scribe see star above horizon sky,scribe see star above horizon sky
/ / father old man youth venerated heart peace marrow satisfy,old man venerated / marrow father youth heart peace / satisfy,old man venerated / marrow father youth heart peace / satisfy
side (ankh) hand rib backbone life foot / forearm heart,hand forearm foot side / rib backbone heart life (ankh),hand forearm foot side / rib backbone heart life (ankh)
people pellet rack grain gather jars,people gather grain pellet jars rack,people gather grain pellet jars rack
negation good / do make (no/not) thing / heart fear beautiful,negation (no/not) do / make thing beautiful / good heart fear,negation (no/not) do / make thing beautiful / good heart fear
man     all     grain     lord     basket     carries,man carries basket lord all grain,man carries basket lord all grain
animal / belly heart side spirit (ankh) life placenta backbone rib,animal belly backbone side / rib placenta heart life (ankh) spirit,animal belly backbone side / rib placenta heart life (ankh) spirit
city protects people king power,king protects city people power,king protects city people power
desert star above sees man,man sees star above desert,man sees star above desert
man lake river water drinks ripple,man drinks water ripple lake river,man drinks water ripple lake river
youth woman placenta gives birth life,woman gives birth placenta youth life,woman gives birth life youth placenta
fear people cobra snake storm,people fear snake cobra storm,people fear snake cobra storm
people town king rules city,king rules people city town,king rules city town people
hear soul ba horizon owl sky star,owl hear soul ba star sky horizon,owl hear soul ba star sky horizon
/ star to (ankh) sky emerge satisfy horizon peace life scarab become,to become scarab emerge horizon star sky life (ankh) peace / satisfy,to become scarab emerge horizon star sky life (ankh) peace / satisfy
the man god sees of heart,the god sees heart of man,the god sees heart of man
west face road slope desert foot upon hill,foot face upon road hill slope desert west,foot face upon road hill slope desert west
rests man mat stool peace,man rests stool mat peace,man rests stool mat peace
placenta woman gives life youth,woman gives life placenta youth,woman gives life placenta youth
to (spirit) ka (ba) emerge soul scarab become life (ankh),to become scarab emerge life (ankh) soul (ba) ka (spirit),to become scarab emerge life (ankh) soul (ba) ka (spirit)
