Input,Target,Prediction
field / plows man great back house / behind hill (tills) above river mighty,man plows (tills) field behind / back house great / mighty river above hill,man plows (tills) field behind / back house great / mighty river above hill
sickle stone chisel town club above hoe adze house road brick,adze chisel sickle hoe club above stone brick house town road,adze chisel sickle hoe club above stone brick house town road
beautiful behind to give back good altar / life (ankh) god king / / peace,king to give life (ankh) behind / back beautiful / good peace / altar god,king to give life (ankh) behind / back beautiful / good peace / altar god
gate big king great temple / back god / seated throne / behind above king,king seated god / king above throne behind / back gate great / big temple,king seated god / king above throne behind / back gate great / big temple
river woman draw jar water,woman draw water river jar,woman draw water river jar
beautiful sees upon / face / deity above good / god youth truth,god / deity sees truth above face / upon beautiful / good youth,god / deity sees truth above face / upon beautiful / good youth
(djed) town ka city face power above / gate (spirit) stability upon king,stability (djed) power ka (spirit) above face / upon king city town gate,stability (djed) power ka (spirit) above face / upon king city town gate
(spirit) seated ka above face king upon power stability / god (djed),stability (djed) power ka (spirit) above face / upon seated god king,stability (djed) power ka (spirit) above face / upon seated god king
beautiful / like begets birth youth good example) sky gives star (or as / / mother,mother gives birth / begets youth like / as (or example) beautiful / good star sky,mother gives birth / begets youth like / as (or example) beautiful / good star sky
chisel behind back / above scribe adze brick stone sees house,scribe sees adze chisel above brick behind / back stone house,scribe sees adze chisel above brick stone behind / back house
/ upon above face power (djed) stability give king city to,king to give stability (djed) power above face / upon city,king to give stability (djed) power above face / upon city
above stool become temple city youth stone scribe / / town mat behind back,youth become scribe behind / back temple above stone stool / mat city town,youth become scribe behind / back temple above stone stool / mat city town
papyrus scroll road basket give handle with house above to scribe town,scribe to give papyrus scroll above basket with handle house town road,scribe to give papyrus scroll above basket with handle house town road
sweet loaf mother house youth bread reed shelter back woman / behind,woman mother youth behind / back reed shelter house sweet loaf bread,woman mother youth behind / back reed shelter house sweet loaf bread
/ writing / great house stool stone mat scroll above scribe scribe papyrus,scribe writing / scribe papyrus scroll above stone stool / mat great house,scribe writing / scribe papyrus scroll above stone stool / mat great house
heart speak old man wisdom,old man speak wisdom heart,old man speak wisdom heart
papyrus above lake owl field clump sees scribe swallow river bank,scribe sees owl swallow above papyrus clump field lake river bank,scribe sees owl swallow above papyrus clump field lake river bank
scroll papyrus scribe / writing book mat scribe stool above house /,scribe writing / scribe papyrus scroll book above stool / mat house,scribe writing / scribe papyrus scroll book above stool / mat house
emerge desert above sees snake hill slope viper man horned,man sees horned viper snake emerge above desert hill slope,man sees horned viper snake emerge above desert hill slope
above beautiful upon give city / good ka (ankh) face king to life (spirit) /,ka (spirit) to give life (ankh) above face / upon beautiful / good king city,ka (spirit) to give life (ankh) above face / upon beautiful / good king city
/ people above peace do king / make heart to satisfy,king to do / make peace / satisfy heart above people,king to do / make peace / satisfy heart above people
throne senet coil seat house / of (lord basket rope all) board above /,senet board coil of rope basket (lord / all) above seat / throne house,senet board coil of rope basket with seat / throne house
/ bolt back road / people city stone behind town door gate,people gate door bolt city / town behind / back stone road,people gate door bolt city / town behind / back stone road
sweet back youth woman / mother reed bread behind shelter,woman mother youth behind / back reed shelter sweet bread,woman mother youth behind / back reed shelter sweet bread
man animal rib / stone brick backbone belly side sees above,man sees animal belly backbone side / rib above brick stone,man sees animal belly backbone side / rib above brick stone
mother / (or / birth like youth as star example) begets gives,mother gives birth / begets youth like / as (or example) star,mother gives birth / begets youth like / as (or example) star
mountain town retreat king back behind return / / road to,king to return / retreat behind / back mountain road town,king to return / retreat behind / back mountain road town
example) (ba) emerge sky (or soul like horizon / star above as,soul (ba) emerge above horizon like / as (or example) star sky,soul (ba) emerge above horizon like / as (or example) star sky
gate stone scribe above sees town road house adze brick chisel,scribe sees adze chisel above brick stone house town road gate,scribe sees adze chisel above brick stone house town road gate
heart hear people voice god,god hear heart voice people,god hear heart voice people
make / writing house book do scribe stool / mat above to scribe /,scribe to do / make writing / scribe above stool / mat book house,scribe to do / make writing / scribe above stool / mat book house
sees beautiful woman lake plant back / behind above river lotus,woman sees lotus plant above lake behind / back beautiful river,woman sees lotus plant above lake behind / back beautiful river
side above man animal sees rib backbone belly / brick,man sees animal belly backbone side / rib above brick,man sees animal belly backbone side / rib above brick
sees back behind / stone town adze scribe chisel above brick house,scribe sees adze chisel above brick stone behind / back house town,scribe sees adze chisel above brick stone behind / back house town
storm people see sky sign,people see sign sky storm,people see sign sky storm
scribe thing (or stool scribe writing papyrus house like mat / scroll example) as / /,scribe writing / scribe papyrus scroll like / as (or example) thing stool / mat house,scribe writing / scribe papyrus scroll like / as (or example) thing stool / mat house
offering / stone to above altar make peace temple do servant /,servant to do / make offering above peace / altar stone temple,servant to do / make offering above peace / altar stone temple
/ deity god altar vessel offering peace give / to heart jar,god / deity to give peace / altar offering jar vessel heart,god / deity to give peace / altar offering jar vessel heart
marrow as become heart / example) like (or youth venerated / father,youth become venerated / marrow like / as (or example) father heart,youth become venerated / marrow like / as (or example) father heart
bolt opens peace god house / door deity,god / deity opens door bolt house peace,god / deity opens door bolt house peace
jar milk / make to do jar vessel offering servant,servant to do / make offering jar milk jar vessel,servant to do / make offering jar milk jar vessel
above scribe sees city great back / book house behind,scribe sees book above house behind / back great city,scribe sees book above house behind / back great city
every lord lift basket man offering,man lift basket lord every offering,man lift basket lord every offering
stool / scribe sees city / board stone senet back above mat house behind,scribe sees senet board above stool / mat behind / back stone house city,scribe sees senet board above stool / mat behind / back stone house city
/ temple give offering above to altar stone peace king,king to give offering above peace / altar stone temple,king to give offering above peace / altar stone temple
work after house return people,people return house after work,people return house after work
woman sweet heart sing joy,woman sing joy sweet heart,woman sing joy sweet heart
big like mountain (ba) example) (or above as / emerge soul sky,soul (ba) emerge above mountain like / as (or example) big sky,soul (ba) emerge above mountain like / as (or example) big sky
thing (ankh) hear listen deity heart / / god / good / behind back beautiful life,god / deity hear / listen heart behind / back beautiful / good life (ankh) thing,god / deity hear / listen heart behind / back beautiful / good life (ankh) thing
emerge papyrus clump scribe swallow lake above owl field sees,scribe sees owl swallow emerge above papyrus clump field lake,scribe sees owl swallow emerge above papyrus clump field lake
mountain viper be) hare horned snake slope (to desert desert hill above hill,desert hare (to be) horned viper snake above desert hill hill slope mountain,desert hare (to be) horned viper snake above desert hill hill slope mountain
birth (or youth as like star beautiful mother / gives example) begets /,mother gives birth / begets youth like / as (or example) beautiful star,mother gives birth / begets youth like / as (or example) beautiful star
man temple become sees behind great youth back / god,man sees youth become great god behind / back temple,man sees youth become great god behind / back temple
milk sweet speak loaf jar / drink bread / ka of eat (spirit),ka (spirit) eat / drink / speak loaf of bread milk sweet jar,ka (spirit) eat / drink / speak loaf of bread milk sweet jar
gives town mother shelter youth / begets behind back / birth reed,mother gives birth / begets youth behind / back reed shelter town,mother gives birth / begets youth behind / back reed shelter town
star emerge soul (ba) horizon above sky,soul (ba) emerge above horizon sky star,soul (ba) emerge above horizon sky star
house (lord above rope coil / basket all) board of seat senet,senet board coil of rope basket (lord / all) above seat house,senet board coil of rope basket (lord / all) above seat house
begets beautiful mother birth gives shelter / above reed / good youth,mother gives birth / begets youth above beautiful / good reed shelter,mother gives birth / begets youth above beautiful / good reed shelter
great with above sees man basket handle great cobra,man sees great cobra above great basket with handle,man sees great cobra above great basket with handle
/ stability power upon face (spirit) ka king above city (djed),stability (djed) power ka (spirit) above face / upon king city,stability (djed) power ka (spirit) above face / upon king city
rise soul (ba) light sky,soul (ba) rise sky light,soul (ba) rise sky light
power authority king throne man seated,king seated man power authority throne,king seated man power authority throne
chisel sees stone back temple adze / behind above king,king sees adze chisel above stone behind / back temple,king sees adze chisel above stone behind / back temple
behind rib man mountain back sees animal backbone / belly / side,man sees animal belly backbone side / rib behind / back mountain,man sees animal belly backbone side / rib behind / back mountain
adze stone man above sees house chisel brick hoe sickle,man sees sickle hoe adze chisel above brick stone house,man sees sickle hoe adze chisel above brick stone house
rise soul west above mountain,soul rise above mountain west,soul rise above mountain west
plant lotus riverbank gather woman,woman gather lotus plant riverbank,woman gather lotus plant riverbank
stone above town / / man house beautiful good sees city,man sees stone house above beautiful / good city / town,man sees stone house above beautiful / good city / town
eat pellet grain woman sweet drink / house basket speak beautiful / above /,woman eat / drink / speak sweet grain / pellet above beautiful basket house,woman eat / drink / speak sweet grain / pellet above beautiful basket house
life power above god horizon rise,god rise above horizon life power,god rise above horizon life power
/ behind youth mighty / temple man back become old great,youth become old man behind / back great / mighty temple,youth become old man behind / back great / mighty temple
heart joy woman sing sweet,woman sing joy sweet heart,woman sing joy sweet heart
/ sees mat stool gate house board senet above scribe town,scribe sees senet board above stool / mat house town gate,scribe sees senet board above stool / mat house town gate
mat mother stool sit child,mother sit stool mat child,mother sit stool mat child
sees road house owl above emerge papyrus scribe swallow town clump,scribe sees owl swallow emerge above papyrus clump road house town,scribe sees owl swallow emerge above papyrus clump road house town
sickle sees hoe brick above / behind stone house man back,man sees sickle hoe above brick stone behind / back house,man sees sickle hoe above brick stone behind / back house
town toward king descend mountain,king descend mountain toward town,king descend mountain toward town
king force army command strength,king command army strength force,king command army strength force
lake lotus / behind back beautiful plant woman sees above river,woman sees lotus plant above lake behind / back beautiful river,woman sees lotus plant above lake behind / back beautiful river
back peace to give good king / altar / behind (ankh) god / life beautiful,king to give life (ankh) behind / back beautiful / good peace / altar god,king to give life (ankh) behind / back beautiful / good peace / altar god
eat grain sweet pellet / house drink / speak woman /,woman eat / drink / speak sweet grain / pellet house,woman eat / drink / speak sweet grain / pellet house
ka upon (djed) stability above king face / power (spirit),stability (djed) power ka (spirit) above face / upon king,stability (djed) power ka (spirit) above face / upon king
man old rest lake beside,old man rest beside lake,old man rest beside lake
soul west living from watch,soul watch living from west,soul watch living from west
stone stool begets / mother birth / mat good / gives house youth above beautiful,mother gives birth / begets youth above beautiful / good stool / mat stone house,mother gives birth / begets youth above beautiful / good stool / mat stone house
owl night listen hear / man fear,man hear / listen owl night fear,man hear / listen owl night fear
heart sit peace father house,father sit house heart peace,father sit house heart peace
(djed) town power gate / city above face stability king (spirit) upon ka,stability (djed) power ka (spirit) above face / upon king city town gate,stability (djed) power ka (spirit) above face / upon king city town gate
listen heart / beautiful good / / / behind hear back god deity,god / deity hear / listen heart behind / back beautiful / good,god / deity hear / listen heart behind / back beautiful / good
plant woman plant / good behind back lotus above sees lake beautiful /,woman sees lotus plant above lake behind / back beautiful / good plant,woman sees lotus plant above lake behind / back beautiful / good plant
scribe chick emerge quail above field papyrus sees clump,scribe sees quail chick emerge above papyrus clump field,scribe sees quail chick emerge above papyrus clump field
above stone youth house beautiful / mother birth gives / stool good begets / mat,mother gives birth / begets youth above beautiful / good stool / mat stone house,mother gives birth / begets youth above beautiful / good stool / mat stone house
tend with child woman care,woman tend child with care,woman tend child with care
sees emerge snake viper mountain hill horned desert man above,man sees horned viper snake emerge above desert hill mountain,man sees horned viper snake emerge above desert hill mountain
desert behind sees be) hill (to hare man emerge back /,man sees desert hare (to be) emerge behind / back hill,man sees desert hare (to be) emerge behind / back hill
(djed) power king house stability strength force above sees /,king sees strength / force above stability (djed) power house,king sees strength / force above stability (djed) power house
peace give / life beautiful king behind to back (ankh) / good altar /,king to give life (ankh) behind / back beautiful / good peace / altar,king to give life (ankh) behind / back beautiful / good peace / altar
mighty behind temple great / (truth/maat) sees stone feather / / deity back god,god / deity sees feather (truth/maat) behind / back great / mighty stone temple,god / deity sees feather (truth/maat) behind / back great / mighty stone temple
sickle adze / man stone house chisel behind hoe sees back,man sees sickle hoe adze chisel behind / back stone house,man sees sickle hoe adze chisel behind / back stone house
youth above upon life face ka (ankh) give to / (spirit),ka (spirit) to give life (ankh) above face / upon youth,ka (spirit) to give life (ankh) above face / upon youth
/ temple god he king opens gate,he / king opens gate temple god,he / king opens gate temple god
back behind / / mountain sees animal backbone rib great belly big / man side,man sees animal belly backbone side / rib behind / back great / big mountain,man sees animal belly backbone side / rib behind / back great / big mountain
town back above sees book stool / behind house scribe mat /,scribe sees book above stool / mat behind / back house town,scribe sees book above stool / mat behind / back house town
back / behind backbone rib man side / sees animal belly,man sees animal belly backbone side / rib behind / back,man sees animal belly backbone side / rib behind / back
stability good town above sky / back beautiful king city / sees (djed) behind / power,king sees stability (djed) power above sky behind / back beautiful / good city / town,king sees stability (djed) power above sky behind / back beautiful / good city / town
swallow scribe owl clump papyrus sees house above road emerge,scribe sees owl swallow emerge above papyrus clump house road,scribe sees owl swallow emerge above papyrus clump road house
deity god king (truth/maat) / feather sees face above upon / heart,god / deity sees feather (truth/maat) above face / upon king heart,god / deity sees feather (truth/maat) above face / upon king heart
above senet mat house town board scribe / sees stool,scribe sees senet board above stool / mat house town,scribe sees senet board above stool / mat house town
as example) man authority like hear / gate (or listen servant /,servant hear / listen authority like / as (or example) man gate,servant hear / listen authority like / as (or example) man gate
behind stone (no/not) / book scribe house back sees negation,scribe negation (no/not) sees book behind / back stone house,scribe negation (no/not) sees book behind / back stone house
place woman flower lotus altar,woman place flower lotus altar,woman place flower lotus altar
/ back to road king return / hill mountain retreat west behind,king to return / retreat west mountain road behind / back hill,king to return / retreat west mountain road behind / back hill
to mountain road behind man / return back / west retreat,man to return / retreat west mountain road behind / back,man to return / retreat west mountain road behind / back
all) / above back basket book behind scribe / sees (lord,scribe sees book above basket (lord / all) behind / back,scribe sees book above basket (lord / all) behind / back
truth king judge maat people,king judge people truth maat,king judge people truth maat
mat man / house sit stool old,old man sit stool / mat house,old man sit stool / mat house
mountain / backbone rib man big belly sees side behind great / back / animal,man sees animal belly backbone side / rib behind / back great / big mountain,man sees animal belly backbone side / rib behind / back great / big mountain
make back milk do god / to servant / offering behind jar jar,servant to do / make offering jar milk jar behind / back god,servant to do / make offering jar milk jar behind / back god
upon king / life (ankh) face people give above to,king to give life (ankh) above face / upon people,king to give life (ankh) above face / upon people
stool / house skins mat above sees three servant fox,servant sees three fox skins above stool / mat house,servant sees three fox skins above stool / mat house
handle sees house fox with skins three above woman basket,woman sees three fox skins above basket with handle house,woman sees three fox skins above basket with handle house
face power king sees (djed) stone above stability / upon,king sees stability (djed) power above face / upon stone,king sees stability (djed) power above face / upon stone
sees become / back god great temple youth man behind,man sees youth become great god behind / back temple,man sees youth become great god behind / back temple
/ give (ankh) upon deity youth to face life / god above,god / deity to give life (ankh) above face / upon youth,god / deity to give life (ankh) above face / upon youth
behind back great mighty gate authority / / king listen / hear,king hear / listen authority behind / back great / mighty gate,king hear / listen authority behind / back great / mighty gate
above mother reed / house town shelter youth road begets gives birth,mother gives birth / begets youth above reed shelter house town road,mother gives birth / begets youth above reed shelter house town road
do servant milk jar offering above / altar to jar make,servant to do / make offering jar milk jar above altar,servant to do / make offering jar milk jar above altar
example) father (or old man heart become / as youth like,youth become old man like / as (or example) father heart,youth become old man like / as (or example) father heart
town man gate enter city,man enter gate town city,man enter gate town city
above sees beautiful good river emerge riverbank youth quail / field lake chick,youth sees quail chick emerge above beautiful / good field riverbank river lake,youth sees quail chick emerge above beautiful / good field riverbank river lake
back / soul behind hill hill / above emerge slope mighty desert (ba) great mountain,soul (ba) emerge above mountain behind / back great / mighty desert hill hill slope,soul (ba) emerge above mountain behind / back great / mighty desert hill hill slope
city great behind road emerge above gate / / back mighty people,people emerge above road behind / back great / mighty city gate,people emerge above road behind / back great / mighty gate city
of / loaf eat jar milk servant sweet / drink bread speak,servant eat / drink / speak milk jar sweet loaf of bread,servant eat / drink / speak milk jar sweet loaf of bread
king truth case maat judge,king judge case truth maat,king judge case truth maat
temple sees king mighty above back adze stone behind / chisel,king sees adze chisel above stone behind / back mighty temple,king sees adze chisel above stone behind / back mighty temple
sees basket / all) book above behind / scribe back (lord,scribe sees book above basket (lord / all) behind / back,scribe sees book above basket (lord / all) behind / back
/ / city mighty hear behind stone back temple great / god deity listen / heart,god / deity hear / listen heart behind / back great / mighty stone temple city,god / deity hear / listen heart behind / back great / mighty stone temple city
horizon as emerge (or like soul (ba) example) above sky / great star,soul (ba) emerge above sky like / as (or example) star great horizon,soul (ba) emerge above sky like / as (or example) star great horizon
horned hill mountain road / viper man slope sees emerge hill desert back behind,man sees horned viper emerge behind / back desert hill mountain hill slope road,man sees horned viper emerge behind / back desert hill mountain hill slope road
/ god life / / / deity beautiful back listen good hear heart behind,god / deity hear / listen heart behind / back beautiful / good life,god / deity hear / listen heart behind / back beautiful / good life
life / face soul (ba) peace upon / satisfy heart deity god above,heart peace / satisfy soul (ba) above face / upon god deity life,heart peace / satisfy soul (ba) above face / upon god deity life
bread behind mother / back shelter reed sweet of woman loaf house youth,woman mother youth behind / back reed shelter house sweet loaf of bread,woman mother youth behind / back reed shelter house sweet loaf of bread
viper desert horned man mountain above sees hill emerge snake,man sees horned viper snake emerge above desert hill mountain,man sees horned viper snake emerge above desert hill mountain
hill mountain fire road storm desert above / behind back,storm fire above mountain behind / back desert hill road,storm fire above mountain behind / back desert hill road
sees papyrus back swallow above behind river lake clump / owl scribe,scribe sees owl swallow above papyrus clump behind / back river lake,scribe sees owl swallow above papyrus clump behind / back river lake
back (ba) above / behind river lotus soul sees lake plant,soul (ba) sees lotus plant above lake behind / back river,soul (ba) sees lotus plant above lake behind / back river
become behind old / / temple man great youth mighty back,youth become old man behind / back great / mighty temple,youth become old man behind / back great / mighty temple
above emerge soul horizon star (ba) / god sky sees deity,god / deity sees soul (ba) emerge above sky horizon star,god / deity sees soul (ba) emerge above sky horizon star
above / mountain mighty sees desert club / strength great king back force behind /,king sees strength / force above great / mighty club behind / back mountain desert,king sees strength / force above great / mighty club behind / back mountain desert
water ripple river create life god,god create life water ripple river,god create life water ripple river
god big / / / king to great offering behind above give peace back altar,king to give offering above peace / altar behind / back great / big god,king to give offering above peace / altar behind / back great / big god
do satisfy king heart to / peace / make above people,king to do / make peace / satisfy heart above people,king to do / make peace / satisfy heart above people
stone listen / heart / behind / deity back god hear mighty,god / deity hear / listen heart behind / back mighty stone,god / deity hear / listen heart behind / back mighty stone
man of back / riverbank road rope above behind sees coil,man sees coil of rope above road behind / back riverbank,man sees coil of rope above road behind / back riverbank
/ above town city beautiful king riverbank / good great sees,king sees great riverbank above beautiful / good city / town,king sees great riverbank above beautiful / good city / town
years fate mark thousand god,god mark fate thousand years,god mark fate thousand years
road chick river lake bank emerge above sees field scribe riverbank quail,scribe sees quail chick emerge above field riverbank lake river bank road,scribe sees quail chick emerge above field riverbank lake river bank road
mother offering peace altar house father /,father mother house peace / altar offering,father mother house peace / altar offering
great king star behind god above mountain sees back /,king sees great star above mountain behind / back god,king sees great star above mountain behind / back god
strength (djed) above house force sees / king stability power,king sees strength / force above stability (djed) power house,king sees strength / force above stability (djed) power house
king stone temple give / above altar offering to peace,king to give offering above peace / altar stone temple,king to give offering above peace / altar stone temple
good / / as / man beautiful example) (or servant hear like authority listen,servant hear / listen authority like / as (or example) beautiful / good man,servant hear / listen authority like / as (or example) beautiful / good man
/ behind sees temple become great scribe big father youth,father sees youth become great / big scribe behind temple,father sees youth become great / big scribe behind temple
good gives / mother above star begets reed shelter birth beautiful youth /,mother gives birth / begets youth above reed shelter beautiful / good star,mother gives birth / begets youth above reed shelter beautiful / good star
emerge above clump house scribe road owl sees town swallow papyrus,scribe sees owl swallow emerge above papyrus clump road house town,scribe sees owl swallow emerge above papyrus clump road house town
/ star back sees mountain king great god behind above,king sees great star above mountain behind / back god,king sees great star above mountain behind / back god
(or above emerge star sky / example) soul as horizon (ba) like,soul (ba) emerge above sky like / as (or example) star horizon,soul (ba) emerge above sky like / as (or example) star horizon
great people behind back / big mountain above fire / sees desert storm,people sees storm fire above mountain behind / back great / big desert,people sees storm fire above mountain behind / back great / big desert
king seat temple enter throne,king enter temple seat throne,king enter temple seat throne
/ house behind sees back great city man riverbank above,man sees great riverbank above house behind / back city,man sees great riverbank above house behind / back city
west behind / road to return / desert retreat back mountain man hill,man to return / retreat west mountain road behind / back desert hill,man to return / retreat west mountain road behind / back desert hill
throne / city behind gate god / king seated above back king road town,king seated god / king above throne behind / back gate city town road,king seated god / king above throne behind / back gate city town road
birth youth / stool house gives above mat / mother begets,mother gives birth / begets youth above stool / mat house,mother gives birth / begets youth above stool / mat house
(or authority great scribe / / like king listen example) hear as,scribe hear / listen authority like / as (or example) great king,scribe hear / listen authority like / as (or example) great king
peace to / king altar give temple offering stone above,king to give offering above peace / altar stone temple,king to give offering above peace / altar stone temple
sees man mountain town behind back great god above /,great god sees man above mountain behind / back town,great god sees man above mountain behind / back town
scribe papyrus handle sees basket stone temple scroll above with,scribe sees papyrus scroll above basket with handle stone temple,scribe sees papyrus scroll above basket with handle stone temple
(ankh) / man to deity face / life god beautiful great temple good above / seated give upon,god / deity to give life (ankh) above face / upon beautiful / good seated man great temple,god / deity to give life (ankh) above face / upon beautiful / good seated man great temple
(ba) horizon / above example) emerge like sky soul as star (or,soul (ba) emerge above horizon like / as (or example) star sky,soul (ba) emerge above sky like / as (or example) star horizon
great city big people road stone town bolt / door gate house city,people gate door bolt city town great / big house stone road city,people gate door bolt city town great / big house stone road city
/ back god city throne behind / great above gate seated king king,king seated god / king above throne behind / back great gate city,king seated god / king above throne behind / back great gate city
swallow papyrus sees owl field clump above scribe lake,scribe sees owl swallow above papyrus clump field lake,scribe sees owl swallow above papyrus clump field lake
from bring life god emerge horizon,god emerge from horizon bring life,god emerge from horizon bring life
people travel city road town,people travel road town city,people travel road town city
man horizon road end reach,man reach horizon end road,man reach horizon end road
stone back bolt town house / door sees man behind,man sees door bolt behind / back stone house town,man sees door bolt behind / back stone house town
back / scribe / behind brick gate city writing road town stone scribe above,scribe writing / scribe above brick stone behind / back city town road gate,scribe writing / scribe above brick stone behind / back city town road gate
to road hill back slope man mountain return / retreat road west / behind,man to return / retreat west mountain road behind / back hill slope road,man to return / retreat west mountain road behind / back hill slope road
king throne enter seat temple,king enter temple seat throne,king enter temple seat throne
brick make above do stone writing city behind scribe / / / back to scribe,scribe to do / make writing / scribe above brick stone behind / back city,scribe to do / make writing / scribe above brick stone behind / back city
/ rib side animal sees belly brick backbone above man,man sees animal belly backbone side / rib above brick,man sees animal belly backbone side / rib above brick
hear above face authority scribe king upon / road / listen temple,scribe hear / listen authority above face / upon king temple road,scribe hear / listen authority above face / upon king temple road
/ (djed) give god king to above power deity face stability,god / deity to give stability (djed) power above face king,god / deity to give stability (djed) power above face king
sees hill horned mountain viper desert man slope above snake hill emerge,man sees horned viper snake emerge above desert hill hill slope mountain,man sees horned viper snake emerge above desert hill hill slope mountain
/ seated king / great city power god town authority,seated god / king authority power great city / town,seated god / king authority power great city / town
/ back listen behind / hear beautiful heart good / god deity /,god / deity hear / listen heart behind / back beautiful / good,god / deity hear / listen heart behind / back beautiful / good
plant woman back / lotus good river above / behind beautiful sees lake,woman sees lotus plant above lake behind / back beautiful / good river,woman sees lotus plant above lake behind / back beautiful / good river
hear authority gate king behind back / / city listen road,king hear / listen authority behind / back gate city road,king hear / listen authority behind / back gate city road
sees all) above basket / behind scribe house town / book (lord back,scribe sees book above basket (lord / all) behind / back house town,scribe sees book above basket (lord / all) behind / back house town
stool papyrus house / mat / above book city scribe writing scroll scribe,scribe writing / scribe papyrus scroll book above stool / mat house city,scribe writing / scribe papyrus scroll book above stool / mat house city
house leave dawn before man,man leave house before dawn,man leave house before dawn
chick quail above sees papyrus lake emerge people clump,people sees quail chick emerge above papyrus clump lake,people sees quail chick emerge above papyrus clump lake
/ god great sees horizon good above beautiful mountain star,great god sees beautiful / good star above mountain horizon,great god sees beautiful / good star above mountain horizon
as / every example) great people lord / mighty (or / authority hear / listen thing like,people hear / listen authority like / as (or example) great / mighty lord / every thing,people hear / listen authority like / as (or example) great / mighty lord / every thing
town city / road gate door people / bolt great big,people gate door bolt city / town great / big road,people gate door bolt city / town great / big road
milk jar life child mother give,mother give milk jar child life,mother give milk jar child life
river behind beautiful sees back mountain / / star good god,god sees beautiful / good star behind / back mountain river,god sees beautiful / good star behind / back mountain river
/ lotus lake plant behind quail above river youth back swallow (great) chick sees,youth sees quail chick swallow (great) above lotus plant behind / back river lake,youth sees quail chick swallow (great) above lotus plant behind / back river lake
/ altar life back king give (ankh) mighty behind / to great,king to give life (ankh) behind / back great / mighty altar,king to give life (ankh) behind / back great / mighty altar
behind / back / god / mighty heart listen deity stone hear,god / deity hear / listen heart behind / back mighty stone,god / deity hear / listen heart behind / back mighty stone
youth shelter bread loaf / woman sweet mother back behind reed,woman mother youth behind / back reed shelter sweet loaf bread,woman mother youth behind / back reed shelter sweet loaf bread
/ to scroll writing scribe scribe above stone / papyrus house make do,scribe to do / make writing / scribe above papyrus scroll stone house,scribe to do / make writing / scribe above papyrus scroll stone house
strong god power force / strength great,god power strength / force strong great,god power strength / force strong great
/ altar vessel deity give god offering heart / peace jar to,god / deity to give peace / altar offering jar vessel heart,god / deity to give peace / altar offering jar vessel heart
give king stability above power deity / to (djed) god,god / deity to give stability (djed) power above king,god / deity to give stability (djed) power above king
reed gives / begets mother birth above shelter youth house gate,mother gives birth / begets youth above reed shelter house gate,mother gives birth / begets youth above reed shelter house gate
/ desert (to sees desert back hare man be) mountain behind hill slope,man sees desert hare (to be) behind / back desert hill slope mountain,man sees desert hare (to be) behind / back desert hill slope mountain
beautiful plant behind lotus sees / above soul / back (ba) river good lake,soul (ba) sees lotus plant above lake behind / back beautiful / good river,soul (ba) sees lotus plant above lake behind / back beautiful / good river
owl field above swallow / scribe river back clump sees lake behind papyrus,scribe sees owl swallow above papyrus clump behind / back river lake field,scribe sees owl swallow above papyrus clump behind / back river lake field
offering stone jar king peace altar to jar above milk give temple /,king to give offering jar milk jar above stone peace / altar temple,king to give offering jar milk jar above stone peace / altar temple
jar speak loaf eat bread drink milk / of / servant sweet,servant eat / drink / speak milk jar sweet loaf of bread,servant eat / drink / speak milk jar sweet loaf of bread
emerge papyrus clump field lake quail chick above sees scribe,scribe sees quail chick emerge above papyrus clump field lake,scribe sees quail chick emerge above papyrus clump field lake
man seated write papyrus scroll book,seated man write book papyrus scroll,seated man write book papyrus scroll
hear door (spirit) authority behind back / stone bolt listen / ka,ka (spirit) hear / listen authority behind / back stone door bolt,ka (spirit) hear / listen authority behind / back stone door bolt
stone scribe with above temple handle basket papyrus scroll sees,scribe sees papyrus scroll above basket with handle stone temple,scribe sees papyrus scroll above basket with handle stone temple
writing make house mat / / above / book scribe do to stool scribe,scribe to do / make writing / scribe above stool / mat book house,scribe to do / make writing / scribe above stool / mat book house
sees father / big scribe youth behind become great temple,father sees youth become great / big scribe behind temple,father sees youth become great / big scribe behind temple
example) house / as like / behind plows man (or (tills) father field back,man plows (tills) field like / as (or example) father behind / back house,man plows (tills) field like / as (or example) father behind / back house
man god / behind become back temple sees youth great,man sees youth become great god behind / back temple,man sees youth become great god behind / back temple
man father become example) (or / as like youth old venerated,youth become old man like / as (or example) venerated father,youth become old man like / as (or example) venerated father
papyrus book scribe mat / stool above city / house scroll writing scribe,scribe writing / scribe papyrus scroll book above stool / mat house city,scribe writing / scribe papyrus scroll book above stool / mat house city
stool fox back scribe / skins three behind sees stone,scribe sees three fox skins behind / back stone stool,scribe sees three fox skins behind / back stone stool
sees above cobra basket handle great great with man,man sees great cobra above great basket with handle,man sees great cobra above great basket with handle
seated stone behind god gate / / king back king above throne,king seated god / king above throne behind / back stone gate,king seated god / king above throne behind / back stone gate
god maat heart feather love (truth/maat),god love maat feather (truth/maat) heart,god love maat feather (truth/maat) heart
deity / above big become mountain west king offering to to / god great give,king to give offering to become god / deity above great / big mountain west,king to give offering to become god / deity above great / big mountain west
mighty / city / stone door behind gate bolt house great back,door bolt stone house gate behind / back great / mighty city,door bolt stone house gate behind / back great / mighty city
make / altar great to / temple servant offering peace stone above do / mighty,servant to do / make offering above peace / altar great / mighty stone temple,servant to do / make offering above peace / altar great / mighty stone temple
