Input,Target,Prediction
life ka (spirit) soul (ba) god stability (djed) (ankh) power,life (ankh) ka (spirit) soul (ba) power god stability (djed),life (ankh) ka (spirit) soul (ba) power god stability (djed)
life heart love woman mother people seated,seated woman mother life love heart people,seated woman mother life love heart people
town of truth the lord every hears,the lord of every town hears truth,the lord of every town hears truth
gives conical loaf bread father a the,the father gives a conical loaf bread,the father gives a conical loaf bread
the scroll reads from the papyrus scribe,the scribe reads from the papyrus scroll,the scribe reads from the papyrus scroll
head cattle the thousand a counts master,the master counts a thousand cattle head,the master counts a thousand cattle head
be) (to desert hare life fear snake desert,desert hare (to be) fear snake desert life,desert hare (to be) fear snake desert life
man heart god sees truth,god sees heart man truth,god sees heart man truth
finds scribe the three skins fox the,the scribe finds the three fox skins,the scribe finds the three fox skins
desert west underground (ba) soul life hill horizon,desert hill horizon west underground soul (ba) life,desert hill horizon west underground soul (ba) life
town the king for a gate makes,the king makes a gate for town,the king makes a gate for town
coil on rope the of bird a sits,the bird sits on a coil of rope,the bird sits on a coil of rope
great throne king sits power upon,king sits upon throne great power,king sits upon throne great power
seeks storm man and shelter fears,man fears storm and seeks shelter,man fears storm and seeks shelter
stroke scribe single the upon writes a,the scribe writes upon a single stroke,the scribe writes upon a single stroke
youth father a gives jar milk the,the father gives a milk jar youth,the father gives a milk jar youth
the the truth of face sees soul,the soul sees the face of truth,the soul sees the face of truth
three the a fox skins servant carries,a servant carries the three fox skins,a servant carries the three fox skins
father gives to a ring the child,the father gives a ring to child,the father gives a ring to child
continues woman birth forever gives life,woman gives birth life continues forever,woman gives birth life continues forever
clump reads the papyrus from scribe the,the scribe reads from the papyrus clump,the scribe reads from the papyrus clump
folded seat house / throne seated man cloth,folded cloth seat / throne seated man house,folded cloth seat / throne seated man house
fly sees great swallow the king the,the king sees the great swallow fly,the king sees the great swallow fly
sits the youth board the senet behind,the youth sits behind the senet board,the youth sits behind the senet board
papyrus the scribe scroll the daily reads,the scribe reads the papyrus scroll daily,the scribe reads the papyrus scroll daily
exists life is / peace house found) / satisfy opens (or,house opens / exists (or is found) life peace / satisfy,house opens / exists (or is found) life peace / satisfy
in the no woman snake sees house,the woman sees no snake in house,the woman sees no snake in house
the the voice lord hears of master,the lord hears the voice of master,the lord hears the voice of master
of becomes the soul swallow truth a,the soul becomes a swallow of truth,the soul becomes a swallow of truth
gives heart peace the to the god,the god gives peace to the heart,the god gives peace to the heart
the gives world god to the peace,the god gives peace to the world,the god gives peace to the world
behind cobra the bolt door the is,the cobra is behind the door bolt,the cobra is behind the door bolt
the says scribe of fear no word,the scribe says no word of fear,the scribe says no word of fear
milk woman finds the a jar of,the woman finds a jar of milk,the woman finds a jar of milk
a of a basket servant carries brick,a servant carries a basket of brick,a servant carries a basket of brick
heart hears of the the master man,the master hears the heart of man,the master hears the heart of man
makes for father a house child the,the father makes a house for child,the father makes a house for child
life god (ankh) power (djed) stability people,life (ankh) power god people stability (djed),life (ankh) power god people stability (djed)
does plow servant field now the the,the servant does plow the field now,the servant does plow the field now
king the the from hill sees horizon,the king sees the horizon from hill,the king sees the horizon from hill
lord the voice the hears of truth,the lord hears the voice of truth,the lord hears the voice of truth
horizon emerge light sky life god,emerge horizon sky light life god,emerge horizon sky light life god
force / fear storm people strength fire,people fear storm fire strength / force,people fear storm fire strength / force
scribe writing book scroll scribe papyrus /,scribe papyrus scroll writing / scribe book,scribe writing / scribe papyrus scroll book
star sees god eye owl above sky,owl sees eye god sky star above,owl sees eye god sky star above
scribe reads scroll the now the papyrus,the scribe reads the papyrus scroll now,the scribe reads the papyrus scroll now
the makes an of king offering bread,the king makes an offering of bread,the king makes an offering of bread
temple eats in the ba bread soul,the soul ba eats bread in temple,the soul ba eats bread in temple
town road people slope mountain hill life,mountain hill slope road town people life,mountain hill slope road town people life
master make the does a stone throne,the master does make a stone throne,the master does make a stone throne
gate town road leads / city,road leads city / town gate,road leads city / town gate
plows the the tills land now master,the master plows tills the land now,the master plows tills the land now
on master the the brick writing makes,the master makes writing on the brick,the master makes writing on the brick
sky of the becomes swallow a soul,the soul becomes a swallow of sky,the soul becomes a swallow of sky
woman finds in the the peace house,the woman finds peace in the house,the woman finds peace in the house
master a chisel to servant gives the,the master gives a chisel to servant,the master gives a chisel to servant
in peace finds heart the no war,the heart finds no peace in war,the heart finds no peace in war
king face the the see people of,the people see the face of king,the people see the face of king
life seated / papyrus scribe people temple writing scroll man book,writing / scribe seated man papyrus scroll book temple people life,writing / scribe seated man papyrus scroll book temple people life
head master sees the of ox the,the master sees the head of ox,the master sees the head of ox
town road journey foot life people,foot road journey town life people,foot road journey town life people
heavy with servant the a plows hoe,the servant plows with a heavy hoe,the servant plows with a heavy hoe
great mighty throne / / ring king he authority power (king) sedge,ring power authority throne he / king sedge (king) great / mighty,ring power authority throne he / king sedge (king) great / mighty
father gives ring a to woman the,the father gives a ring to woman,the father gives a ring to woman
the the lotus plant cobra from emerges,the cobra emerges from the lotus plant,the cobra emerges from the lotus plant
the small soul the chick quail sees,the soul sees the small quail chick,the soul sees the small quail chick
finds soul the west a place in,the soul finds a place in west,the soul finds a place in west
scribe truth makes of an the offering,the scribe makes an offering of truth,the scribe makes an offering of truth
king strength gives of gift the the,the king gives the gift of strength,the king gives the gift of strength
of the the sees lord ox head,the lord sees the head of ox,the lord sees the head of ox
voice of no fear lord the hears,the lord hears no voice of fear,the lord hears no voice of fear
an the gives god of milk offering,the god gives an offering of milk,the god gives an offering of milk
a of bird the soul truth becomes,the soul becomes a bird of truth,the soul becomes a bird of truth
the to the father authority gives king,the king gives authority to the father,the king gives authority to the father
a papyrus behind hides clump the youth,the youth hides behind a papyrus clump,the youth hides behind a papyrus clump
every truth town the of lord hears,the lord of every town hears truth,the lord of every town hears truth
people thousand power life / god deity,god / deity power thousand life people,god / deity power thousand life people
of symbol king wears crown authority,king wears crown symbol of authority,king wears crown symbol of authority
father god life the gives great to,the great god gives life to father,the great god gives life to father
of father the hears heart the child,the father hears the heart of child,the father hears the heart of child
cloth cobra the under is the folded,the cobra is under the folded cloth,the cobra is under the folded cloth
a hill bird the sees youth on,the youth sees a bird on hill,the youth sees a bird on hill
and djed stability god power grants,god grants power and stability djed,god grants power and stability djed
peace in finds the sky the soul,the soul finds peace in the sky,the soul finds peace in the sky
field life food plows (repeated) offering,plows (repeated) field life food offering,plows (repeated) field life food offering
king to man the authority gives the,the king gives authority to the man,the king gives authority to the man
a a mother child gives to birth,a mother gives birth to a child,a mother gives birth to a child
foot road people town life journey,foot road journey town life people,foot road journey town life people
rack / god offering people life in pellet grain jar jars,grain / pellet jar jars in rack offering life people god,grain / pellet jar jars in rack offering life people god
reed clump leaf papyrus lake riverbank,riverbank reed leaf papyrus clump lake,riverbank reed leaf papyrus clump lake
a gate wood the master makes of,the master makes a gate of wood,the master makes a gate of wood
emerges soul (ba) light horizon sky,soul (ba) emerges horizon sky light,soul (ba) emerges horizon sky light
people storm fear house seek,people fear storm seek house,people fear storm seek house
finds milk servant the now jar the,the servant finds the milk jar now,the servant finds the milk jar now
finds the soul the of city gate,the soul finds the gate of city,the soul finds the gate of city
a scribe great book does write the,the scribe does write a great book,the scribe does write a great book
a the carries in rack servant jar,the servant carries a jar in rack,the servant carries a jar in rack
the great field tills the servant plows,the servant plows tills the great field,the servant plows tills the great field
to west the finds a youth road,the youth finds a road to west,the youth finds a road to west
mother love jar life milk child,mother milk jar child life love,mother milk jar child life love
bolt door is behind the the cobra,the cobra is behind the door bolt,the cobra is behind the door bolt
the every bread lord town gives of,the lord of every town gives bread,the lord of every town gives bread
sickle a finds the in rack servant,the servant finds a sickle in rack,the servant finds a sickle in rack
the lotus the sees plant sedge king,the sedge king sees the lotus plant,the sedge king sees the lotus plant
gate life behind / people road town house back,behind / back house road town gate people life,behind / back house road town gate people life
temple builds for king god great,king builds temple for great god,king builds temple for great god
child gentle loves mother heart with,mother loves child with gentle heart,mother loves child with gentle heart
father gives a child ring the to,the father gives a ring to child,the father gives a ring to child
head the finds scribe of bird the,the scribe finds the head of bird,the scribe finds the head of bird
a the sky woman star in sees,the woman sees a star in sky,the woman sees a star in sky
the behind the plant woman sits lotus,the woman sits behind the lotus plant,the woman sits behind the lotus plant
to god the world gives great peace,the great god gives peace to world,the great god gives peace to world
sees god the great eye above the,the great god sees the eye above,the great god sees the eye above
king truth hears the of people the,the king hears the truth of people,the king hears the truth of people
sees beautiful the horizon great king the,the great king sees the beautiful horizon,the great king sees the beautiful horizon
become scarab heart life / (ankh),scarab / become life (ankh) heart,scarab / become life (ankh) heart
above the beautiful a soul bird becomes,the soul becomes a beautiful bird above,the soul becomes a beautiful bird above
man sees truth god heart,god sees heart man truth,god sees heart man truth
gives youth the milk jar father a,the father gives a milk jar youth,the father gives a milk jar youth
scribe with the the king bread eats,the scribe eats bread with the king,the scribe eats bread with the king
servant stool the wood a of finds,the servant finds a stool of wood,the servant finds a stool of wood
grain field food grows farmer plows,farmer plows field grows grain food,farmer plows field grows grain food
scribe of gate makes a the brick,the scribe makes a gate of brick,the scribe makes a gate of brick
lord heart the of the sees all,the lord of all sees the heart,the lord of all sees the heart
temple in bread soul eats the ba,the soul ba eats bread in temple,the soul ba eats bread in temple
the door cobra the from bolt emerges,the cobra emerges from the door bolt,the cobra emerges from the door bolt
on the board the senet scribe plays,the scribe plays on the senet board,the scribe plays on the senet board
truth maat listens and heart understands,heart listens and understands truth maat,heart listens and understands truth maat
the gate stone man a old sees,the old man sees a stone gate,the old man sees a stone gate
west in the becomes beautiful soul the,the soul becomes beautiful in the west,the soul becomes beautiful in the west
sedge life gives people the to king,the sedge king gives life to people,the sedge king gives life to people
to gives king power the soul the,the king gives power to the soul,the king gives power to the soul
king authority fear club / strength force power,club strength / force authority king power fear,club strength / force authority king power fear
rope of servant the coil a makes,the servant makes a coil of rope,the servant makes a coil of rope
finds the jar inside milk a woman,the woman finds a milk jar inside,the woman finds a milk jar inside
handle the the cobra moves basket under,the cobra moves under the basket handle,the cobra moves under the basket handle
the servant great stands the king behind,the servant stands behind the great king,the servant stands behind the great king
sees thousand stars above the a soul,the soul sees a thousand stars above,the soul sees a thousand stars above
the field servant the great plows tills,the servant plows tills the great field,the servant plows tills the great field
youth bread the gives woman the to,the woman gives bread to the youth,the woman gives bread to the youth
sees papyrus the scrolls a scribe thousand,the scribe sees a thousand papyrus scrolls,the scribe sees a thousand papyrus scrolls
the truth a of soul becomes swallow,the soul becomes a swallow of truth,the soul becomes a swallow of truth
of the master the gate opens town,the master opens the gate of town,the master opens the gate of town
truth soul a the swallow becomes of,the soul becomes a swallow of truth,the soul becomes a swallow of truth
woman to the bread the gives youth,the woman gives bread to the youth,the woman gives bread to the youth
the above the top soul flies mountain,the soul flies above the mountain top,the soul flies above the mountain top
the in peace finds heart city the,the heart finds peace in the city,the heart finds peace in the city
the gives master man to the authority,the master gives authority to the man,the master gives authority to the man
a house king for makes god the,the king makes a house for god,the king makes a house for god
sees the three master skins the fox,the master sees the three fox skins,the master sees the three fox skins
house servant to returns a great the,a servant returns to the great house,a servant returns to the great house
words thousand gives a king the power,the king gives a thousand power words,the king gives a thousand power words
youth gives a to father the book,the father gives a book to youth,the father gives a book to youth
desert fear hare snake be) desert life (to,desert hare (to be) fear snake desert life,desert hare (to be) fear snake desert life
swallow the fly sees great the father,the father sees the great swallow fly,the father sees the great swallow fly
drinks the milk spirit jar from ka,the ka spirit drinks from milk jar,the ka spirit drinks from milk jar
god a thousand gives the great things,the great god gives a thousand things,the great god gives a thousand things
a coil rope of carries the youth,the youth carries a coil of rope,the youth carries a coil of rope
authority king god / power to make do thing do,do to do / make thing power authority god king,do to do / make thing power authority god king
emerges horizon god from bringing light,god emerges from horizon bringing light,god emerges from horizon bringing light
god (truth/maat) truth sees eye feather,god sees eye truth feather (truth/maat),god sees eye truth feather (truth/maat)
plant abundance river life water ripple field,river water ripple field plant life abundance,river water ripple field plant life abundance
sees the of river lord all the,the lord of all sees the river,the lord of all sees the river
god power emerge (ba) underground west soul life,underground west soul (ba) life god power emerge,underground west soul (ba) life god power emerge
seated (satisfied) content love heart peace man /,seated man heart love peace / content (satisfied),seated man heart love peace / content (satisfied)
jar milk spirit drinks ka the from,the ka spirit drinks from milk jar,the ka spirit drinks from milk jar
/ heart god hear hear listen people,hear hear / listen heart people god,hear hear / listen heart people god
mother life youth people father placenta,father mother placenta life youth people,father mother placenta life youth people
river life city bringing beside flows,river flows beside city bringing life,river flows beside city bringing life
field great servant tills the the plows,the servant plows tills the great field,the servant plows tills the great field
servant hoe the grain for uses a,the servant uses a hoe for grain,the servant uses a hoe for grain
servant the stones thousand a finds brick,the servant finds a thousand brick stones,the servant finds a thousand brick stones
loaf king a the thousand gives bread,the king gives a thousand loaf bread,the king gives a thousand loaf bread
now repeated the earth master plows the,the master plows repeated the earth now,the master plows repeated the earth now
cross reach town river people,people cross river reach town,people cross river reach town
/ king hand power force forearm life strength authority,forearm hand strength / force power authority life king,forearm hand strength / force power authority life king
the sits king throne great on the,the great king sits on the throne,the great king sits on the throne
house of the scribe brick a makes,the scribe makes a house of brick,the scribe makes a house of brick
brick wall of scribe a the makes,the scribe makes a wall of brick,the scribe makes a wall of brick
god power (great) star sky swallow life swallow,swallow swallow (great) sky star god life power,swallow swallow (great) sky star god life power
rack jars sees lord the the in,the lord sees the jars in rack,the lord sees the jars in rack
soul west star in the sees a,the soul sees a star in west,the soul sees a star in west
fear sky heart life force strength / storm man,storm sky fear strength / force heart man life,storm sky fear strength / force heart man life
old the man the desert hill sees,the old man sees the desert hill,the old man sees the desert hill
a plants the sees master thousand lotus,the master sees a thousand lotus plants,the master sees a thousand lotus plants
the stool old sits upon the man,the old man sits upon the stool,the old man sits upon the stool
seated woman love life woman heart,woman seated woman life love heart,woman seated woman life love heart
gift king the life gives of the,the king gives the gift of life,the king gives the gift of life
god authority / make to thing power do do king,do to do / make thing power authority god king,do to do / make thing power authority god king
pillar grandfather stability stone temple (djed) /,temple pillar / grandfather stone stability (djed),temple pillar / grandfather stone stability (djed)
shows the the city horizon way to,the horizon shows the way to city,the horizon shows the way to city
the ka sits throne upon spirit the,the ka spirit sits upon the throne,the ka spirit sits upon the throne
soul ba the eats in temple bread,the soul ba eats bread in temple,the soul ba eats bread in temple
fire heart storm / force fear strength,fire storm strength / force fear heart,fire storm fear strength / force heart
the city the to road youth finds,the youth finds the road to city,the youth finds the road to city
pellet grain plows (tills) field life plant /,field plows (tills) plant grain / pellet life,field plows (tills) plant grain / pellet life
ka (ba) (spirit) soul god power life,ka (spirit) life soul (ba) power god,ka (spirit) life soul (ba) power god
hill moves desert the cobra across the,the cobra moves across the desert hill,the cobra moves across the desert hill
wisdom old man heart god,old man heart wisdom god,old man heart wisdom god
basket the cobra under the moves handle,the cobra moves under the basket handle,the cobra moves under the basket handle
heart (i man god / me) seated hear listen people /,seated man (i / me) hear / listen heart god people,seated man (i / me) hear / listen heart god people
hears scribe truth temple the a in,a scribe hears truth in the temple,a scribe hears truth in the temple
father of head the finds bird the,the father finds the head of bird,the father finds the head of bird
west soul (ba) life desert underground,desert underground west soul (ba) life,desert underground west soul (ba) life
woman gives birth continues life forever,woman gives birth life continues forever,woman gives birth life continues forever
people gate riverbank road town,road riverbank town gate people,road riverbank town gate people
lord sedge to the the gives king,the king gives the sedge to lord,the king gives the sedge to lord
gate of makes scribe a the brick,the scribe makes a gate of brick,the scribe makes a gate of brick
milk house the the carries youth jar,the youth carries the milk jar house,the youth carries the milk jar house
finds head of the the youth bird,the youth finds the head of bird,the youth finds the head of bird
life the vessel the sees of woman,the woman sees the vessel of life,the woman sees the vessel of life
spirit a soul in the becomes sky,the soul becomes a spirit in sky,the soul becomes a spirit in sky
becomes the a soul in sky spirit,the soul becomes a spirit in sky,the soul becomes a spirit in sky
adze power temple chisel stone building,chisel adze stone temple building power,chisel adze stone temple building power
is stone behind desert the hare the,the desert hare is behind the stone,the desert hare is behind the stone
offering life loaf (give) god conical people,conical loaf (give) offering people life god,conical loaf (give) offering god people life
/ drink eat man god speak life mouth people heart /,eat / drink / speak mouth heart people life god man,eat / drink / speak mouth heart people life god man
gives child ring father a the to,the father gives a ring to child,the father gives a ring to child
youth in sickle the house finds a,the youth finds a sickle in house,the youth finds a sickle in house
the the above city stands gate lord,the lord stands above the city gate,the lord stands above the city gate
bolt / life house door peace satisfy heart,door bolt house peace / satisfy life heart,door bolt house peace / satisfy life heart
the a pen write to uses scribe,the scribe uses a pen to write,the scribe uses a pen to write
stroke upon writes single the scribe a,the scribe writes upon a single stroke,the scribe writes upon a single stroke
life lake river ripple water field,river lake water ripple life field,lake river water ripple life field
for father a child makes house the,the father makes a house for child,the father makes a house for child
an of gives the milk god offering,the god gives an offering of milk,the god gives an offering of milk
to gives father a the mother ring,the father gives a ring to mother,the father gives a ring to mother
birth the placenta the sees of woman,the woman sees the placenta of birth,the woman sees the placenta of birth
plows servant hoe with field the the,the servant plows the field with hoe,the servant plows the field with hoe
feather truth heart eye (truth/maat) sees,eye sees truth feather (truth/maat) heart,eye sees truth feather (truth/maat) heart
soul light (ba) emerges sky horizon,soul (ba) emerges horizon sky light,soul (ba) emerges horizon sky light
finds the now jar milk servant the,the servant finds the milk jar now,the servant finds the milk jar now
stone great (djed) temple stability,temple stone stability (djed) great,temple stone stability (djed) great
gives an the of king offering grain,the king gives an offering of grain,the king gives an offering of grain
conical loaf life offering (give) god people,conical loaf (give) offering god people life,conical loaf (give) offering god people life
the milk jar woman of gives a,the woman gives a jar of milk,the woman gives a jar of milk
ka milk spirit from jar drinks the,the ka spirit drinks from milk jar,the ka spirit drinks from milk jar
youth the the milk jar carries house,the youth carries the milk jar house,the youth carries the milk jar house
star spirit becomes above a the ka,the ka spirit becomes a star above,the ka spirit becomes a star above
the from the cobra emerges ripple water,the cobra emerges from the water ripple,the cobra emerges from the water ripple
the to father a ring gives youth,the father gives a ring to youth,the father gives a ring to youth
lord to the gives king the sedge,the king gives the sedge to lord,the king gives the sedge to lord
cobra from hole emerge the the does,the cobra does emerge from the hole,the cobra does emerge from the hole
the cobra coil is the above rope,the cobra is above the coil rope,the cobra is above the coil rope
beautiful thousand the gives things lord a,the lord gives a thousand beautiful things,the lord gives a thousand beautiful things
the gives power king a words thousand,the king gives a thousand power words,the king gives a thousand power words
road town river people life gate cross,cross road river town gate people life,cross road river town gate people life
horizon bird head of star above god sky swallow,head of bird swallow sky horizon above god star,head of bird swallow sky horizon above god star
a spirit in the becomes sky soul,the soul becomes a spirit in sky,the soul becomes a spirit in sky
house woman jar in the a finds,the woman finds a jar in house,the woman finds a jar in house
man the black repeated plows soil the,the man plows repeated the black soil,the man plows repeated the black soil
coil above rope cobra the the is,the cobra is above the coil rope,the cobra is above the coil rope
river ripple plant papyrus field lake life water clump,papyrus clump plant field life water ripple river lake,papyrus clump plant field life water ripple river lake
fox skins the the scribe finds three,the scribe finds the three fox skins,the scribe finds the three fox skins
the carries servant rack in jars a,a servant carries the jars in rack,a servant carries the jars in rack
king to gives the god sedge the,the king gives the sedge to god,the king gives the sedge to god
house fills hearts when align peace,peace fills house when hearts align,peace fills house when hearts align
flowing reeds water holds near riverbank,riverbank holds reeds near flowing water,riverbank holds reeds near flowing water
youth sickle a the for grain uses,the youth uses a sickle for grain,the youth uses a sickle for grain
star above life god sees horizon sky,above horizon sky star god life sees,above horizon sky star god life sees
a people the house find in jar,the people find a jar in house,the people find a jar in house
west (ba) underground hill desert soul horizon,desert hill horizon west underground soul (ba),desert hill horizon west underground soul (ba)
life become / (ankh) scarab heart,scarab / become life (ankh) heart,scarab / become life (ankh) heart
house inside people opens door welcomes,house opens door welcomes people inside,house opens door welcomes people inside
stands lake water god the above the,the god stands above the lake water,the god stands above the lake water
west star in soul the sees the,the soul sees the star in west,the soul sees the star in west
horizon sky god of head star sees bird eye,head of bird sky horizon sees eye god star,head of bird sky horizon sees eye god star
to youth the power gives the king,the king gives power to the youth,the king gives power to the youth
swallow swallow sky power (great) star god life,swallow swallow (great) sky star god life power,swallow swallow (great) sky star god life power
a the finds road youth to horizon,the youth finds a road to horizon,the youth finds a road to horizon
altar placed offering for god upon,offering placed upon altar for god,offering placed upon altar for god
altar / god bread loaf of offering peace,offering loaf of bread peace / altar god,offering loaf of bread peace / altar god
writing the the table master sits behind,the master sits behind the writing table,the master sits behind the writing table
the god king the gives to sedge,the king gives the sedge to god,the king gives the sedge to god
hole does from emerge cobra the the,the cobra does emerge from the hole,the cobra does emerge from the hole
carries a to the servant town hoe,the servant carries a hoe to town,the servant carries a hoe to town
the gives to father ring youth a,the father gives a ring to youth,the father gives a ring to youth
toward horizon man road walks,man walks road toward horizon,man walks road toward horizon
head the of father bird finds the,the father finds the head of bird,the father finds the head of bird
book scroll writing papyrus / scribe scribe,scribe writing / scribe papyrus scroll book,scribe papyrus scroll writing / scribe book
mountain old the a great man sees,the old man sees a great mountain,the old man sees a great mountain
sky god star life sees horizon above,above horizon sky star god life sees,above horizon sky star god life sees
the authority gives to scribe king the,the king gives authority to the scribe,the king gives authority to the scribe
peace god offering altar temple /,offering peace / altar god temple,offering peace / altar god temple
pellet / plant hoe (tills) plows grain field,hoe plows (tills) field plant grain / pellet,hoe plows (tills) field plant grain / pellet
uses adze an master brick the on,the master uses an adze on brick,the master uses an adze on brick
great scribe write the does book a,the scribe does write a great book,the scribe does write a great book
star sky swallow head bird of horizon,head of bird swallow sky star horizon,head of bird swallow sky star horizon
clump writes the papyrus scribe the on,the scribe writes on the papyrus clump,the scribe writes on the papyrus clump
stability (djed) throne king power authority god seat throne /,throne seat / throne authority power god king stability (djed),throne seat / throne authority power god king stability (djed)
grants life god years thousand,god grants life thousand years,god grants life thousand years
master the on the wall makes writing,the master makes writing on the wall,the master makes writing on the wall
/ youth life woman birth gives people begets,woman gives birth / begets life youth people,woman gives birth / begets life youth people
the finds youth rack the jars in,the youth finds the jars in rack,the youth finds the jars in rack
ripple river field life plant water abundance,river water ripple field plant life abundance,river water ripple field plant life abundance
altar loaf god / bread peace offering of,offering loaf of bread peace / altar god,offering loaf of bread peace / altar god
lord sees the the all of river,the lord of all sees the river,the lord of all sees the river
in soul rack the the jars finds,the soul finds the jars in rack,the soul finds the jars in rack
throne a finds the soul in sky,the soul finds a throne in sky,the soul finds a throne in sky
star bird of swallow sky head horizon,head of bird swallow sky star horizon,head of bird swallow sky star horizon
offering god people (give) conical life loaf,conical loaf (give) offering people life god,conical loaf (give) offering god people life
writing makes wall scribe on the the,the scribe makes writing on the wall,the scribe makes writing on the wall
returns the to above star soul the,the soul returns to the star above,the soul returns to the star above
strength people protects with god great,god protects people with great strength,god protects people with great strength
ka enters stone the spirit gate the,the ka spirit enters the stone gate,the ka spirit enters the stone gate
exists opens found) life / west underground is (or,life opens / exists (or is found) underground west,life opens / exists (or is found) underground west
servant in the the finds peace city,the servant finds peace in the city,the servant finds peace in the city
makes scribe the brick of stool a,the scribe makes a stool of brick,the scribe makes a stool of brick
life become / rebirth scarab (ankh) become to,scarab / become to become life (ankh) rebirth,scarab / become to become life (ankh) rebirth
lotus emerges the plant from the cobra,the cobra emerges from the lotus plant,the cobra emerges from the lotus plant
backbone man father the the sees of,the father sees the backbone of man,the father sees the backbone of man
word the hears the heart life of,the heart hears the word of life,the heart hears the word of life
man house a great old the sees,the old man sees a great house,the old man sees a great house
scribe of the sees god eye the,the scribe sees the eye of god,the scribe sees the eye of god
servant master to the gives the strength,the master gives strength to the servant,the master gives strength to the servant
hears lord the the people town in,the lord hears the people in town,the lord hears the people in town
the cobra from emerges door the bolt,the cobra emerges from the door bolt,the cobra emerges from the door bolt
scribe of an truth the offering makes,the scribe makes an offering of truth,the scribe makes an offering of truth
master sickle a finds the field in,the master finds a sickle in field,the master finds a sickle in field
to way finds a heart the peace,the heart finds a way to peace,the heart finds a way to peace
wall makes a scribe brick the of,the scribe makes a wall of brick,the scribe makes a wall of brick
/ god face king (upon) seated / throne on power,face / on (upon) throne seated god / king power,face / on (upon) throne seated god / king power
satisfy papyrus heart shelter house clump life people / peace reed,papyrus clump reed shelter house life people peace / satisfy heart,papyrus clump reed shelter house life people peace / satisfy heart
in woman ring the town finds a,the woman finds a ring in town,the woman finds a ring in town
horizon above head of sky swallow star god bird,head of bird swallow sky horizon above god star,head of bird swallow sky horizon above god star
becomes the a swallow of soul sky,the soul becomes a swallow of sky,the soul becomes a swallow of sky
power with servant field the plows the,the servant plows the field with power,the servant plows the field with power
world makes the the god beautiful great,the great god makes the world beautiful,the great god makes the world beautiful
road horizon to the finds soul a,the soul finds a road to horizon,the soul finds a road to horizon
god the above sees the great eye,the great god sees the eye above,the great god sees the eye above
people a town king for the makes,the king makes a town for people,the king makes a town for people
star city sits above the gate a,a star sits above the city gate,a star sits above the city gate
man desert hill a the old sees,the old man sees a desert hill,the old man sees a desert hill
loaf temple offering bread (lord basket of all) god /,basket (lord / all) offering loaf of bread god temple,basket (lord / all) offering loaf of bread god temple
house the emerges fire from the great,the great fire emerges from the house,the great fire emerges from the house
book the scribe of reads the life,the scribe reads the book of life,the scribe reads the book of life
sees jars the in king the rack,the king sees the jars in rack,the king sees the jars in rack
stability stone strong temple (djed),temple stone strong stability (djed),temple stone strong stability (djed)
does see west sky soul the the,the soul does see the west sky,the soul does see the west sky
chick quail the sees the youth small,the youth sees the small quail chick,the youth sees the small quail chick
gives peace the to god heart the,the god gives peace to the heart,the god gives peace to the heart
the emerges cobra hill above the desert,the cobra emerges above the desert hill,the cobra emerges above the desert hill
djed great god sees pillar the the,the great god sees the djed pillar,the great god sees the djed pillar
power soul ka life (spirit) god (ba),ka (spirit) life soul (ba) power god,ka (spirit) life soul (ba) power god
king speaks people power justice hears,king hears people speaks justice power,king hears people speaks justice power
of the sees king sky the horizon,the king sees the horizon of sky,the king sees the horizon of sky
water lake plant ripple life papyrus clump river field,papyrus clump plant field life water ripple river lake,papyrus clump plant field life water ripple river lake
power of coil rope authority rope ring tethering,coil of rope tethering rope ring power authority,coil of rope tethering rope ring power authority
sees the man old a desert mountain,the old man sees a desert mountain,the old man sees a desert mountain
the from emerges fire great the house,the great fire emerges from the house,the great fire emerges from the house
the gives milk of a vessel servant,the servant gives a vessel of milk,the servant gives a vessel of milk
road finds temple a youth to the,the youth finds a road to temple,the youth finds a road to temple
a of thing the lord all does,the lord of all does a thing,the lord of all does a thing
and adze uses the chisel master a,the master uses a chisel and adze,the master uses a chisel and adze
the sees horizon of the lord all,the lord of all sees the horizon,the lord of all sees the horizon
gate road people town life river cross,cross road river town gate people life,cross road river town gate people life
throne a the king brick makes of,the king makes a throne of brick,the king makes a throne of brick
the peace a finds heart road to,the heart finds a road to peace,the heart finds a road to peace
builds seat authority power king / throne,king builds seat / throne authority power,king builds seat / throne authority power
sees quail chick the old man a,the old man sees a quail chick,the old man sees a quail chick
a finds throne the soul sky in,the soul finds a throne in sky,the soul finds a throne in sky
sky the a beautiful makes god great,the great god makes a beautiful sky,the great god makes a beautiful sky
truth eye (truth/maat) sees feather heart,eye sees truth feather (truth/maat) heart,eye sees truth feather (truth/maat) heart
gate ka stone enters spirit the the,the ka spirit enters the stone gate,the ka spirit enters the stone gate
throne spirit upon the the ka sits,the ka spirit sits upon the throne,the ka spirit sits upon the throne
the makes bread offering of an king,the king makes an offering of bread,the king makes an offering of bread
a stars tonight soul thousand the sees,the soul sees a thousand stars tonight,the soul sees a thousand stars tonight
finds stone in woman a the field,the woman finds a stone in field,the woman finds a stone in field
vessel town finds scribe in a the,a scribe finds the vessel in town,the scribe finds a vessel in town
plows tills hill the the desert man,the man plows tills the desert hill,the man plows tills the desert hill
things great a the gives god thousand,the great god gives a thousand things,the great god gives a thousand things
woman finds lotus plants a the thousand,the woman finds a thousand lotus plants,the woman finds a thousand lotus plants
